step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,control_feature_time_ms,hierarchy_time_ms,window_select_time_ms,control_mapping_time_ms,diagnostics_pack_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s,val_group_count_total,val_group_count_level0,val_group_count_per_level,path_mode_freq,train_group_counts_per_level,controller_logits_std_per_level,win_idx_pre_clamp,win_idx_post_clamp,decision_logits_per_level,decision_logits_var_per_level,controller_input_per_level,controller_input_cos_sim_mean_per_level,controller_input_cos_sim_min_per_level,controller_input_l2_dist_mean_per_level,controller_input_dim_var_mean_per_level,decision_logits_margin_mean_per_level,decision_logits_margin_min_per_level,decision_argmax_diversity_frac_per_level,sibling_feature_delta_norm_mean_per_level,sibling_feature_delta_norm_min_per_level,sibling_feature_delta_norm_max_per_level,sibling_feature_cos_mean_per_level,sibling_feature_cos_min_per_level,sibling_logit_delta_l2_mean_per_level,sibling_logit_delta_l2_max_per_level,sibling_logit_delta_abs_mean_per_level,sibling_logit_delta_abs_max_per_level,sibling_ranking_diff_frac_per_level,sibling_top1_differ_frac_per_level,sibling_top1_ids_per_level,pairwise_bias_l2_mean_per_level,pairwise_bias_l2_max_per_level,pairwise_bias_abs_mean_per_level,pairwise_bias_abs_max_per_level,pairwise_bias_top1_changed_frac_per_level,pairwise_base_top1_ids_per_level,joint_pair_count_per_level,joint_output_delta_l2_mean_per_level,joint_output_delta_l2_max_per_level,joint_output_abs_delta_mean_per_level,joint_output_abs_delta_max_per_level,joint_top1_changed_frac_per_level,joint_base_top1_ids_per_level,joint_output_scale_per_level,decision_raw_idx_per_level,decision_parent_idx_per_level,decision_post_parent_idx_per_level,decision_differ_from_parent_frac_per_level,decision_unique_raw_idx_per_level,decision_unique_post_parent_idx_per_level,decision_non_one_raw_count_per_level,decision_non_one_post_parent_count_per_level,decision_head_idx_before_execution_mapping,decision_head_idx_after_execution_mapping,decision_unique_head_idx_before_execution_mapping,decision_unique_head_idx_after_execution_mapping,decision_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_head_idx_before_execution_mapping,decision_all_layers_unique_head_idx_after_execution_mapping,decision_all_layers_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_raw_idx_per_level,decision_all_layers_unique_post_parent_idx_per_level,all_layers_sibling_ranking_diff_frac_per_level,all_layers_sibling_top1_differ_frac_per_level,all_layers_sibling_top1_ids_per_level,all_layers_joint_pair_count_per_level,all_layers_joint_output_delta_l2_mean_per_level,all_layers_joint_output_abs_delta_mean_per_level,all_layers_joint_top1_changed_frac_per_level,all_layers_joint_base_top1_ids_per_level,hierarchy_head_group_map_per_level,hierarchy_group_members_per_level,cluster_metric_per_level,cluster_threshold_kind_per_level,cluster_threshold_per_level,cluster_item_count_per_level,cluster_groups_before_merge_per_level,cluster_groups_after_merge_per_level,cluster_groups_merged_per_level,cluster_sim_min_per_level,cluster_sim_mean_per_level,cluster_sim_max_per_level,cluster_sim_std_per_level,cluster_forced_bipartition_per_level,cluster_force_split_anchor_similarity_per_level,cluster_origin_per_level,cluster_forced_bipartition_allowed_per_level,cluster_groups_before_force_per_level,cluster_feature_norm_mean_per_level,cluster_feature_norm_std_per_level,cluster_feature_dim_var_mean_per_level,cluster_feature_dim_var_std_per_level,cluster_feature_l2_dist_mean_per_level,cluster_feature_l2_dist_std_per_level,cluster_feature_top_singular_ratio_per_level,hierarchy_level_added_per_level,hierarchy_growth_stopped_per_level,hierarchy_stop_reason_per_level,cluster_forced_bipartition_level0,cluster_force_split_anchor_similarity_level0,window_ablation_mode_freq,window_ablation_changed_frac
50,61.688515,4827.60,7593.51,7593.51,39154.00,36938.46,39154.00,4441.82,2448.50,56941.91,513.52,2.22,4331.65,1381.63,1738.23,0.00,3621.78,56233.48,,,3221225472.00,1.000000,0.000000,1649267441664.00,5360119185408.00,1.000000,0.0000,4096,"4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096","0.8601,0.8588,0.8594,0.8599,0.8597,0.8599,0.8600,0.8596,0.8582,0.8588,0.8596,0.8598,0.8607,0.8609,0.8606,0.8604,0.8601,0.8607,0.8604,0.8607,0.8610,0.8603,0.8605,0.8605,0.8616,0.8611,0.8619,0.8603,0.8626,0.8625,0.8622,0.8624,0.8619,0.8608,0.8623,0.8622,0.8654,0.8646,0.8655,0.8655,0.8655,0.8650,0.8648,0.8655,0.8654,0.8656,0.8646,0.8654,0.8665,0.8664,0.8661,0.8663,0.8660,0.8664,0.8663,0.8665,0.8662,0.8663,0.8663,0.8663,0.8667,0.8668,0.8667,0.8666,0.8668,0.8668,0.8666,0.8668,0.8666,0.8669,0.8667,0.8668,0.8666,0.8670,0.8670,0.8669,0.8669,0.8668,0.8669,0.8670,0.8666,0.8669,0.8668,0.8667,0.8671,0.8670,0.8669,0.8671,0.8671,0.8672,0.8668,0.8669,0.8670,0.8670,0.8672,0.8669,0.8670,0.8672,0.8669,0.8669,0.8671,0.8670,0.8671,0.8670,0.8672,0.8669,0.8670,0.8669,0.8670,0.8667,0.8670,0.8672,0.8670,0.8672,0.8672,0.8671,0.8669,0.8666,0.8671,0.8666,0.8672,0.8671,0.8672,0.8670,0.8672,0.8670,0.8673,0.8672,0.8672,0.8671,0.8671,0.8670,0.8671,0.8670,0.8669,0.8670,0.8671,0.8669,0.8670,0.8672,0.8670,0.8670,0.8675,0.8673,0.8672,0.8671,0.8671,0.8671,0.8670,0.8670,0.8673,0.8671,0.8671,0.8673,0.8673,0.8672,0.8672,0.8672,0.8670,0.8672,0.8671,0.8670,0.8671,0.8672,0.8668,0.8672,0.8671,0.8673,0.8671,0.8673,0.8671,0.8669,0.8670,0.8669,0.8671,0.8671,0.8672,0.8669,0.8671,0.8673,0.8675,0.8674,0.8671,0.8672,0.8673,0.8671,0.8671,0.8673,0.8675,0.8673,0.8671,0.8671",0.000000,4096.00,,,,"0,0,1,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,0,1,0,1,0,1,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,0,1,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1","1,1,0,0,1,0,1,0,1,0,1,0|2,1,2,1,2,1,2,1,2,1,2,1|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,3,1,3,1,3,1,3,1,3,1,3|1,3,1,3,1,3,1,3,1,3,1,3|0,1,0,1,0,1,0,1,0,1,0,1|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,1,0,0,1,0,1,0,1,1,0,1|2,3,2,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0|2,3,2,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0|2,2,3,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0","0.287109,0.062744,-0.219238,0.300781|-0.077881,-0.166016,-0.036011,0.106689|0.613281,-0.129883,-0.460938,-0.377930|-0.060059,0.004311,0.286133,0.134766|0.260254,0.060669,0.145508,0.966797|0.200684,0.297852,0.115723,1.304688|-0.032715,-1.378906,0.697266,-0.110352|0.202148,0.094727,-1.093750,-1.710938|0.498047,0.833984,0.131836,-0.099121|-0.287109,-1.000000,0.147949,0.753906|-0.007233,0.664062,-0.267578,0.876953|0.472656,-0.560547,0.009621,-0.123535|0.777344,-2.140625,0.260742,0.112305|0.882812,0.355469,0.084229,0.406250|-1.750000,0.099365,0.184570,0.753906|-0.521484,-0.597656,-0.484375,-0.407227","{0: [0, 1, 4, 6, 8, 10], 1: [2, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",4096.00,0.00,0.00,1.00,0.00,1.00,,{'4096': 1.0},0.00,0.00,4096.00,4096.00,4096.00,4096.00,4096.00,8.71,0.00,0.00,0.00,0.00,0.02,17.52,0.00,9.25,594.89,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.21117408573627472],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.9540353417396545],[0.9540353417396545],[0.9540353417396545],[0.0],[False],[None],['collapsed'],[False],[1],[1.7059352397918701],[0.002453923225402832],[2.1835510324308416e-06],[4.776330570166465e-06],[0.008866106159985065],[0.0],[0.9999745488166809],[False],[True],['upper_level_collapsed'],0.0,,{'shuffle_post_select': 1.0},0.000000
100,69.252670,5022.71,7593.51,7593.51,39154.00,36938.46,39154.00,4441.82,2448.71,56942.91,513.52,2.22,4332.65,1383.79,1739.77,0.00,3629.57,56233.48,,,3221225472.00,1.000000,0.000000,1649267441664.00,5360119185408.00,1.000000,0.0000,4096,"4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096|4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096,4096","0.8585,0.8534,0.8519,0.8560,0.8582,0.8579,0.8591,0.8576,0.8433,0.8510,0.8554,0.8588,0.8607,0.8610,0.8608,0.8609,0.8609,0.8612,0.8593,0.8602,0.8610,0.8607,0.8603,0.8608,0.8635,0.8641,0.8638,0.8633,0.8640,0.8644,0.8639,0.8645,0.8647,0.8638,0.8639,0.8642,0.8665,0.8656,0.8663,0.8663,0.8660,0.8658,0.8661,0.8662,0.8665,0.8660,0.8659,0.8665,0.8669,0.8667,0.8668,0.8668,0.8666,0.8670,0.8668,0.8669,0.8668,0.8668,0.8667,0.8666,0.8671,0.8670,0.8669,0.8671,0.8668,0.8672,0.8670,0.8670,0.8669,0.8670,0.8669,0.8669,0.8670,0.8670,0.8672,0.8672,0.8671,0.8672,0.8670,0.8674,0.8673,0.8671,0.8669,0.8669,0.8669,0.8672,0.8670,0.8671,0.8672,0.8673,0.8669,0.8670,0.8673,0.8670,0.8671,0.8668,0.8672,0.8673,0.8671,0.8671,0.8672,0.8671,0.8670,0.8672,0.8671,0.8670,0.8671,0.8673,0.8671,0.8672,0.8672,0.8671,0.8672,0.8671,0.8670,0.8671,0.8671,0.8672,0.8671,0.8669,0.8671,0.8669,0.8671,0.8673,0.8672,0.8671,0.8672,0.8672,0.8673,0.8669,0.8674,0.8671,0.8672,0.8671,0.8673,0.8673,0.8671,0.8671,0.8671,0.8670,0.8672,0.8673,0.8673,0.8671,0.8672,0.8674,0.8671,0.8672,0.8673,0.8673,0.8671,0.8671,0.8671,0.8671,0.8672,0.8671,0.8673,0.8670,0.8673,0.8674,0.8673,0.8673,0.8669,0.8671,0.8673,0.8673,0.8672,0.8673,0.8673,0.8669,0.8673,0.8671,0.8670,0.8673,0.8674,0.8671,0.8671,0.8673,0.8669,0.8671,0.8671,0.8673,0.8671,0.8673,0.8675,0.8671,0.8673,0.8671,0.8671,0.8674,0.8672,0.8671",0.000000,4096.00,1.000000,0.000000,1.000000,"0,0,1,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,0,1,0,1,0,1,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,0,1,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1","1,1,0,0,1,0,1,0,1,0,1,0|2,1,2,1,2,1,2,1,2,1,2,1|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,3,1,3,1,3,1,3,1,3,1,3|1,3,1,3,1,3,1,3,1,3,1,3|0,1,0,1,0,1,0,1,0,1,0,1|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,1,0,0,1,0,1,0,1,1,0,1|2,3,2,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0|2,3,2,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0|2,2,3,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0","0.291016,0.063721,-0.220703,0.310547|-0.074707,-0.166016,-0.040649,0.109131|0.675781,-0.125488,-0.512695,-0.377930|-0.103027,0.008316,0.317383,0.148926|0.328125,0.071533,0.131104,1.160156|0.291992,0.364258,0.181641,1.492188|-0.088623,-1.644531,0.820312,-0.150879|0.211914,0.066895,-1.304688,-1.968750|0.591797,1.007812,0.107910,-0.106201|-0.340820,-1.136719,0.144531,0.873047|-0.063965,0.783203,-0.346680,0.998047|0.578125,-0.648438,0.023254,-0.143555|0.847656,-2.484375,0.259766,0.144043|0.988281,0.418945,0.109619,0.515625|-1.980469,0.095947,0.246582,0.941406|-0.576172,-0.666016,-0.560547,-0.496094","{0: [0, 1, 4, 6, 8, 10], 1: [2, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",4096.00,0.00,0.00,1.00,0.00,1.00,,{'4096': 1.0},0.00,0.00,4096.00,4096.00,4096.00,4096.00,4096.00,10.15,0.00,0.00,0.00,0.00,0.02,17.49,0.00,10.67,617.31,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.2147599458694458],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.8278130292892456],[0.8278130292892456],[0.8278130292892456],[0.0],[False],[None],['collapsed'],[False],[1],[1.780067801475525],[0.009630084037780762],[3.930760794901289e-05],[0.00010900134657276794],[0.03761746734380722],[0.0],[0.9999986290931702],[False],[True],['upper_level_collapsed'],0.0,,{'shuffle_post_select': 1.0},0.000000
