"Step","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/attn_ratio","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/attn_ratio__MIN","paper-main_4096_shallow_freeze-seed0-eval200-clean - aah/attn_ratio__MAX","paper-main_4096_grouping_off-seed0-eval200-clean - aah/attn_ratio","paper-main_4096_grouping_off-seed0-eval200-clean - aah/attn_ratio__MIN","paper-main_4096_grouping_off-seed0-eval200-clean - aah/attn_ratio__MAX","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/attn_ratio","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/attn_ratio__MIN","paper-main_4096_full_adaptive-seed0-eval200-clean - aah/attn_ratio__MAX","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/attn_ratio","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/attn_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0-eval200-clean - aah/attn_ratio__MAX"
"13","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5729166666666666","0.5729166666666666","0.5729166666666666","0.3626302083333333","0.3626302083333333","0.3626302083333333","0.35546875","0.35546875","0.35546875"
"14","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5729166666666666","0.5729166666666666","0.5729166666666666","0.36328125","0.36328125","0.36328125","0.3515625","0.3515625","0.3515625"
"16","0.3893229166666667","0.3893229166666667","0.3893229166666667","0.5729166666666666","0.5729166666666666","0.5729166666666666","0.359375","0.359375","0.359375","0.359375","0.359375","0.359375"
"17","0.3893229166666667","0.3893229166666667","0.3893229166666667","0.5774739583333334","0.5774739583333334","0.5774739583333334","0.3606770833333333","0.3606770833333333","0.3606770833333333","0.359375","0.359375","0.359375"
"18","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5774739583333334","0.5774739583333334","0.5774739583333334","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"19","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5735677083333334","0.5735677083333334","0.5735677083333334","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"21","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5729166666666666","0.5729166666666666","0.5729166666666666","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"22","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"23","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5651041666666666","0.5651041666666666","0.5651041666666666","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"24","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"26","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.32421875","0.32421875","0.32421875"
"27","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"28","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.3203125","0.3203125","0.3203125"
"29","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.34765625","0.34765625","0.34765625"
"31","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5729166666666666","0.5729166666666666","0.5729166666666666","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625","0.3515625"
"32","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3515625","0.3515625","0.3515625","0.34765625","0.34765625","0.34765625"
"33","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3665364583333333","0.3665364583333333","0.3665364583333333","0.3515625","0.3515625","0.3515625"
"34","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.34765625","0.34765625","0.34765625","0.32421875","0.32421875","0.32421875"
"36","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3235677083333333","0.3235677083333333","0.3235677083333333","0.32421875","0.32421875","0.32421875"
"37","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.306640625","0.306640625","0.306640625","0.30859375","0.30859375","0.30859375"
"38","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3092447916666667","0.3092447916666667","0.3092447916666667","0.28125","0.28125","0.28125"
"39","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.3352864583333333","0.3352864583333333","0.3352864583333333","0.30859375","0.30859375","0.30859375"
"41","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.2513020833333333","0.2513020833333333","0.2513020833333333","0.28515625","0.28515625","0.28515625"
"42","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.2923177083333333","0.2923177083333333","0.2923177083333333","0.28125","0.28125","0.28125"
"43","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5690104166666666","0.5690104166666666","0.5690104166666666","0.2962239583333333","0.2962239583333333","0.2962239583333333","0.28515625","0.28515625","0.28515625"
"44","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.564453125","0.564453125","0.564453125","0.3059895833333333","0.3059895833333333","0.3059895833333333","0.28515625","0.28515625","0.28515625"
"46","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.560546875","0.560546875","0.560546875","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.28125","0.28125","0.28125"
"47","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5611979166666666","0.5611979166666666","0.5611979166666666","0.3111979166666667","0.3111979166666667","0.3111979166666667","0.28515625","0.28515625","0.28515625"
"48","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.564453125","0.564453125","0.564453125","0.3111979166666667","0.3111979166666667","0.3111979166666667","0.28515625","0.28515625","0.28515625"
"49","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5598958333333334","0.5598958333333334","0.5598958333333334","0.24674479166666666","0.24674479166666666","0.24674479166666666","0.28515625","0.28515625","0.28515625"
"51","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5598958333333334","0.5598958333333334","0.5598958333333334","0.2545572916666667","0.2545572916666667","0.2545572916666667","0.28515625","0.28515625","0.28515625"
"52","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.564453125","0.564453125","0.564453125","0.24674479166666666","0.24674479166666666","0.24674479166666666","0.28515625","0.28515625","0.28515625"
"53","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.564453125","0.564453125","0.564453125","0.2701822916666667","0.2701822916666667","0.2701822916666667","0.2890625","0.2890625","0.2890625"
"54","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5598958333333334","0.5598958333333334","0.5598958333333334","0.232421875","0.232421875","0.232421875","0.28515625","0.28515625","0.28515625"
"56","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5598958333333334","0.5598958333333334","0.5598958333333334","0.244140625","0.244140625","0.244140625","0.32421875","0.32421875","0.32421875"
"57","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.564453125","0.564453125","0.564453125","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.32421875","0.32421875","0.32421875"
"58","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5559895833333334","0.5559895833333334","0.5559895833333334","0.2421875","0.2421875","0.2421875","0.28515625","0.28515625","0.28515625"
"59","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5598958333333334","0.5598958333333334","0.5598958333333334","0.24609375","0.24609375","0.24609375","0.32421875","0.32421875","0.32421875"
"61","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.560546875","0.560546875","0.560546875","0.24609375","0.24609375","0.24609375","0.32421875","0.32421875","0.32421875"
"62","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.560546875","0.560546875","0.560546875","0.2610677083333333","0.2610677083333333","0.2610677083333333","0.32421875","0.32421875","0.32421875"
"63","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.560546875","0.560546875","0.560546875","0.2604166666666667","0.2604166666666667","0.2604166666666667","0.32421875","0.32421875","0.32421875"
"64","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.560546875","0.560546875","0.560546875","0.2610677083333333","0.2610677083333333","0.2610677083333333","0.328125","0.328125","0.328125"
"66","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.32421875","0.32421875","0.32421875"
"67","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.32421875","0.32421875","0.32421875"
"68","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.32421875","0.32421875","0.32421875"
"69","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.560546875","0.560546875","0.560546875","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.28515625","0.28515625","0.28515625"
"71","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5559895833333334","0.5559895833333334","0.5559895833333334","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.28515625","0.28515625","0.28515625"
"72","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5559895833333334","0.5559895833333334","0.5559895833333334","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.28515625","0.28515625","0.28515625"
"73","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5520833333333334","0.5520833333333334","0.5520833333333334","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.28515625","0.28515625","0.28515625"
"74","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5559895833333334","0.5559895833333334","0.5559895833333334","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.2890625","0.2890625","0.2890625"
"76","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.28515625","0.28515625","0.28515625"
"77","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5520833333333334","0.5520833333333334","0.5520833333333334","0.2610677083333333","0.2610677083333333","0.2610677083333333","0.28515625","0.28515625","0.28515625"
"78","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2682291666666667","0.2682291666666667","0.2682291666666667","0.28515625","0.28515625","0.28515625"
"79","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5572916666666666","0.5572916666666666","0.5572916666666666","0.2545572916666667","0.2545572916666667","0.2545572916666667","0.28515625","0.28515625","0.28515625"
"81","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.24544270833333334","0.24544270833333334","0.24544270833333334","0.28515625","0.28515625","0.28515625"
"82","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24609375","0.24609375","0.24609375","0.28515625","0.28515625","0.28515625"
"83","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24544270833333334","0.24544270833333334","0.24544270833333334","0.28515625","0.28515625","0.28515625"
"84","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24609375","0.24609375","0.24609375","0.28515625","0.28515625","0.28515625"
"86","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5481770833333334","0.5481770833333334","0.5481770833333334","0.24609375","0.24609375","0.24609375","0.2890625","0.2890625","0.2890625"
"87","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24609375","0.24609375","0.24609375","0.2890625","0.2890625","0.2890625"
"88","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.24609375","0.24609375","0.24609375","0.28515625","0.28515625","0.28515625"
"89","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5481770833333334","0.5481770833333334","0.5481770833333334","0.24609375","0.24609375","0.24609375","0.28515625","0.28515625","0.28515625"
"91","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.28515625","0.28515625","0.28515625"
"92","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5481770833333334","0.5481770833333334","0.5481770833333334","0.251953125","0.251953125","0.251953125","0.28515625","0.28515625","0.28515625"
"93","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5520833333333334","0.5520833333333334","0.5520833333333334","0.251953125","0.251953125","0.251953125","0.28515625","0.28515625","0.28515625"
"94","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5611979166666666","0.5611979166666666","0.5611979166666666","0.251953125","0.251953125","0.251953125","0.28515625","0.28515625","0.28515625"
"96","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.24283854166666666","0.24283854166666666","0.24283854166666666","0.28515625","0.28515625","0.28515625"
"97","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.28515625","0.28515625","0.28515625"
"98","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.28515625","0.28515625","0.28515625"
"99","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.28515625","0.28515625","0.28515625"
"101","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.28515625","0.28515625","0.28515625"
"102","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.28515625","0.28515625","0.28515625"
"103","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.28515625","0.28515625","0.28515625"
"104","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.556640625","0.556640625","0.556640625","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.28515625","0.28515625","0.28515625"
"106","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5572916666666666","0.5572916666666666","0.5572916666666666","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.28515625","0.28515625","0.28515625"
"107","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.28515625","0.28515625","0.28515625"
"108","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.28515625","0.28515625","0.28515625"
"109","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.28515625","0.28515625","0.28515625"
"111","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.28515625","0.28515625","0.28515625"
"112","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.2630208333333333","0.2630208333333333","0.2630208333333333","0.32421875","0.32421875","0.32421875"
"113","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.552734375","0.552734375","0.552734375","0.2630208333333333","0.2630208333333333","0.2630208333333333","0.28515625","0.28515625","0.28515625"
"114","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.32421875","0.32421875","0.32421875"
"116","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.28515625","0.28515625","0.28515625"
"117","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.556640625","0.556640625","0.556640625","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.28515625","0.28515625","0.28515625"
"118","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.28515625","0.28515625","0.28515625"
"119","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5611979166666666","0.5611979166666666","0.5611979166666666","0.2649739583333333","0.2649739583333333","0.2649739583333333","0.2890625","0.2890625","0.2890625"
"121","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"122","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"123","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5703125","0.5703125","0.5703125","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"124","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5611979166666666","0.5611979166666666","0.5611979166666666","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"126","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"127","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"128","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5579427083333334","0.5579427083333334","0.5579427083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"129","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5572916666666666","0.5572916666666666","0.5572916666666666","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"131","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5618489583333334","0.5618489583333334","0.5618489583333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"132","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"133","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"134","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5611979166666666","0.5611979166666666","0.5611979166666666","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"136","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5657552083333334","0.5657552083333334","0.5657552083333334","0.265625","0.265625","0.265625","0.28515625","0.28515625","0.28515625"
"137","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5618489583333334","0.5618489583333334","0.5618489583333334","0.2682291666666667","0.2682291666666667","0.2682291666666667","0.28515625","0.28515625","0.28515625"
"138","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5579427083333334","0.5579427083333334","0.5579427083333334","0.2682291666666667","0.2682291666666667","0.2682291666666667","0.28515625","0.28515625","0.28515625"
"139","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5533854166666666","0.5533854166666666","0.5533854166666666","0.3092447916666667","0.3092447916666667","0.3092447916666667","0.28515625","0.28515625","0.28515625"
"141","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5572916666666666","0.5572916666666666","0.5572916666666666","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.2890625","0.2890625","0.2890625"
"142","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5572916666666666","0.5572916666666666","0.5572916666666666","0.2604166666666667","0.2604166666666667","0.2604166666666667","0.28515625","0.28515625","0.28515625"
"143","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"144","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5670572916666666","0.5670572916666666","0.5670572916666666","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.2890625","0.2890625","0.2890625"
"146","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"147","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5618489583333334","0.5618489583333334","0.5618489583333334","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"148","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"149","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5618489583333334","0.5618489583333334","0.5618489583333334","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"151","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5625","0.5625","0.5625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"152","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"153","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5709635416666666","0.5709635416666666","0.5709635416666666","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"154","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5748697916666666","0.5748697916666666","0.5748697916666666","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"156","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"157","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5703125","0.5703125","0.5703125","0.2975260416666667","0.2975260416666667","0.2975260416666667","0.28515625","0.28515625","0.28515625"
"158","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5703125","0.5703125","0.5703125","0.2975260416666667","0.2975260416666667","0.2975260416666667","0.28515625","0.28515625","0.28515625"
"159","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"161","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.56640625","0.56640625","0.56640625","0.3020833333333333","0.3020833333333333","0.3020833333333333","0.28515625","0.28515625","0.28515625"
"162","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5709635416666666","0.5709635416666666","0.5709635416666666","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"163","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5755208333333334","0.5755208333333334","0.5755208333333334","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"164","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5709635416666666","0.5709635416666666","0.5709635416666666","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.28515625","0.28515625","0.28515625"
"166","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5748697916666666","0.5748697916666666","0.5748697916666666","0.3020833333333333","0.3020833333333333","0.3020833333333333","0.28515625","0.28515625","0.28515625"
"167","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5748697916666666","0.5748697916666666","0.5748697916666666","0.2942708333333333","0.2942708333333333","0.2942708333333333","0.28515625","0.28515625","0.28515625"
"168","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5748697916666666","0.5748697916666666","0.5748697916666666","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.28515625","0.28515625","0.28515625"
"169","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5748697916666666","0.5748697916666666","0.5748697916666666","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.28515625","0.28515625","0.28515625"
"171","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.5794270833333334","0.5794270833333334","0.5794270833333334","0.2903645833333333","0.2903645833333333","0.2903645833333333","0.28515625","0.28515625","0.28515625"
