step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
50,59.770287,5788.35,6644.75,6644.75,16996.00,16005.50,16996.00,3764.89,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8141,0.8146,0.8143,0.8142,0.8151,0.8146,0.8143,0.8140,0.8143,0.8148,0.8130,0.8147,0.8151,0.8151,0.8158,0.8156,0.8154,0.8164,0.8155,0.8156,0.8154,0.8147,0.8153,0.8159,0.8164,0.8191,0.8182,0.8177,0.8185,0.8158,0.8199,0.8185,0.8179,0.8176,0.8186,0.8163,0.8218,0.8211,0.8212,0.8217,0.8211,0.8220,0.8214,0.8211,0.8219,0.8221,0.8213,0.8214,0.8233,0.8228,0.8226,0.8229,0.8230,0.8231,0.8231,0.8218,0.8228,0.8229,0.8229,0.8231,0.8230,0.8235,0.8237,0.8232,0.8232,0.8234,0.8235,0.8235,0.8227,0.8231,0.8242,0.8235,0.8240,0.8237,0.8228,0.8237,0.8234,0.8233,0.8233,0.8236,0.8233,0.8238,0.8234,0.8229,0.8233,0.8237,0.8239,0.8235,0.8234,0.8236,0.8229,0.8240,0.8242,0.8240,0.8233,0.8238,0.8236,0.8236,0.8245,0.8235,0.8239,0.8240,0.8233,0.8240,0.8238,0.8236,0.8235,0.8238,0.8242,0.8238,0.8236,0.8239,0.8238,0.8243,0.8238,0.8237,0.8239,0.8241,0.8238,0.8240,0.8237,0.8242,0.8249,0.8234,0.8241,0.8234,0.8239,0.8237,0.8239,0.8238,0.8234,0.8241,0.8238,0.8238,0.8238,0.8241,0.8236,0.8241,0.8243,0.8240,0.8243,0.8239,0.8243,0.8246,0.8242,0.8241,0.8237,0.8241,0.8239,0.8240,0.8239,0.8240,0.8241,0.8238,0.8244,0.8236,0.8241,0.8241,0.8244,0.8245,0.8237,0.8238,0.8238,0.8242,0.8241,0.8239,0.8240,0.8242,0.8244,0.8236,0.8235,0.8239,0.8238,0.8234,0.8247,0.8236,0.8245,0.8239,0.8240,0.8236,0.8244,0.8238,0.8238,0.8238,0.8243,0.8242,0.8241,0.8245,0.8233,0.8244,0.8245,0.8240",0.000000,512.00,,,,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.124512,0.195312,-0.098145,-0.028809|-0.154297,-0.124023,-0.114258,-0.129883|-0.025146,-0.222656,0.175781,0.185547|-0.009094,-0.236328,0.014893,-0.204102|0.016235,0.021118,0.060547,-0.103516|0.044434,-0.160156,-0.224609,-0.099609|0.064941,-0.219727,-0.159180,0.136719|-0.237305,0.291016,0.010925,-0.181641|-0.011108,0.074219,-0.040527,0.093750|0.494141,0.347656,-0.018433,0.474609|-0.059326,0.093262,0.079590,0.078125|0.345703,0.310547,-0.071777,-0.026611|-0.188477,0.076660,-0.281250,0.173828|-0.265625,0.023438,-0.285156,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.227539,-0.310547,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.54,9.29,0.00,8.19,391.70,
100,60.096962,6359.49,6644.75,6644.75,16996.00,16005.50,16996.00,3764.89,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8122,0.8133,0.8085,0.8084,0.8128,0.8127,0.8131,0.8126,0.8132,0.8132,0.8072,0.8133,0.8161,0.8160,0.8153,0.8158,0.8163,0.8158,0.8160,0.8155,0.8148,0.8153,0.8161,0.8156,0.8190,0.8207,0.8202,0.8206,0.8205,0.8193,0.8213,0.8199,0.8195,0.8207,0.8207,0.8193,0.8226,0.8228,0.8224,0.8226,0.8227,0.8230,0.8224,0.8220,0.8231,0.8223,0.8223,0.8223,0.8231,0.8235,0.8230,0.8237,0.8232,0.8242,0.8235,0.8235,0.8230,0.8234,0.8234,0.8233,0.8231,0.8235,0.8237,0.8236,0.8237,0.8237,0.8240,0.8236,0.8236,0.8237,0.8236,0.8235,0.8242,0.8233,0.8239,0.8234,0.8238,0.8242,0.8233,0.8236,0.8235,0.8238,0.8239,0.8240,0.8243,0.8239,0.8241,0.8236,0.8240,0.8239,0.8233,0.8237,0.8241,0.8233,0.8244,0.8242,0.8234,0.8237,0.8237,0.8238,0.8239,0.8233,0.8236,0.8236,0.8235,0.8244,0.8244,0.8236,0.8238,0.8238,0.8239,0.8237,0.8241,0.8242,0.8241,0.8239,0.8242,0.8242,0.8236,0.8235,0.8243,0.8247,0.8233,0.8242,0.8240,0.8240,0.8236,0.8236,0.8245,0.8240,0.8234,0.8236,0.8242,0.8243,0.8240,0.8238,0.8237,0.8242,0.8237,0.8234,0.8243,0.8241,0.8238,0.8241,0.8242,0.8242,0.8241,0.8239,0.8240,0.8239,0.8235,0.8236,0.8240,0.8236,0.8246,0.8238,0.8246,0.8244,0.8238,0.8232,0.8241,0.8246,0.8242,0.8240,0.8234,0.8237,0.8241,0.8241,0.8242,0.8237,0.8243,0.8231,0.8241,0.8240,0.8243,0.8240,0.8240,0.8243,0.8237,0.8239,0.8238,0.8236,0.8236,0.8242,0.8235,0.8240,0.8238,0.8239,0.8243,0.8242,0.8239,0.8235",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.124512,0.195312,-0.098145,-0.028809|-0.154297,-0.124023,-0.114258,-0.129883|-0.025146,-0.222656,0.175781,0.185547|-0.009094,-0.236328,0.014893,-0.204102|0.016235,0.021118,0.060547,-0.103516|0.044434,-0.160156,-0.224609,-0.099609|0.064941,-0.219727,-0.159180,0.136719|-0.237305,0.291016,0.010925,-0.181641|-0.011108,0.074219,-0.040527,0.093750|0.494141,0.347656,-0.018433,0.474609|-0.059326,0.093262,0.079590,0.078125|0.345703,0.310547,-0.071777,-0.026611|-0.188477,0.076660,-0.281250,0.173828|-0.265625,0.023438,-0.285156,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.227539,-0.310547,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.66,9.63,0.00,8.27,398.43,
150,45.189816,6322.30,6644.75,6644.75,16996.00,16005.50,16996.00,3764.89,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8114,0.8121,0.8043,0.7955,0.8043,0.8115,0.8134,0.8108,0.8136,0.8123,0.7886,0.8121,0.8155,0.8157,0.8160,0.8154,0.8151,0.8151,0.8148,0.8151,0.8149,0.8144,0.8157,0.8153,0.8208,0.8222,0.8216,0.8213,0.8219,0.8207,0.8224,0.8208,0.8215,0.8214,0.8211,0.8202,0.8232,0.8227,0.8227,0.8235,0.8231,0.8231,0.8236,0.8229,0.8234,0.8227,0.8233,0.8236,0.8238,0.8230,0.8232,0.8237,0.8234,0.8232,0.8234,0.8230,0.8235,0.8236,0.8237,0.8230,0.8235,0.8239,0.8239,0.8237,0.8235,0.8239,0.8241,0.8239,0.8232,0.8241,0.8235,0.8232,0.8242,0.8237,0.8241,0.8240,0.8236,0.8239,0.8238,0.8239,0.8239,0.8235,0.8232,0.8234,0.8238,0.8240,0.8239,0.8238,0.8242,0.8239,0.8240,0.8242,0.8239,0.8241,0.8243,0.8241,0.8243,0.8239,0.8240,0.8243,0.8242,0.8237,0.8241,0.8242,0.8238,0.8241,0.8240,0.8241,0.8238,0.8239,0.8239,0.8243,0.8242,0.8237,0.8241,0.8240,0.8240,0.8240,0.8241,0.8240,0.8234,0.8244,0.8245,0.8231,0.8242,0.8244,0.8240,0.8237,0.8237,0.8242,0.8239,0.8239,0.8239,0.8239,0.8236,0.8237,0.8239,0.8239,0.8236,0.8235,0.8242,0.8240,0.8238,0.8239,0.8240,0.8237,0.8238,0.8242,0.8243,0.8242,0.8236,0.8242,0.8236,0.8240,0.8246,0.8236,0.8243,0.8229,0.8237,0.8238,0.8237,0.8240,0.8243,0.8238,0.8242,0.8238,0.8240,0.8242,0.8243,0.8239,0.8234,0.8241,0.8238,0.8244,0.8245,0.8243,0.8237,0.8239,0.8243,0.8250,0.8243,0.8238,0.8240,0.8240,0.8236,0.8242,0.8244,0.8235,0.8237,0.8240,0.8242,0.8249",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.124512,0.195312,-0.098145,-0.028809|-0.154297,-0.124023,-0.114258,-0.129883|-0.025146,-0.222656,0.175781,0.185547|-0.009094,-0.236328,0.014893,-0.204102|0.016235,0.021118,0.060547,-0.103516|0.044434,-0.160156,-0.224609,-0.099609|0.064941,-0.219727,-0.159180,0.136719|-0.237305,0.291016,0.010925,-0.181641|-0.011108,0.074219,-0.040527,0.093750|0.494141,0.347656,-0.018433,0.474609|-0.059326,0.093262,0.079590,0.078125|0.345703,0.310547,-0.071777,-0.026611|-0.188477,0.076660,-0.281250,0.173828|-0.265625,0.023438,-0.285156,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.227539,-0.310547,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,5.97,8.87,0.00,7.44,367.25,
200,31.058254,6558.55,6644.75,6644.75,16996.00,16005.50,16996.00,3764.89,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8032,0.8064,0.8014,0.7786,0.8005,0.8100,0.8133,0.8043,0.8114,0.8062,0.7617,0.8069,0.8138,0.8141,0.8152,0.8138,0.8129,0.8131,0.8122,0.8131,0.8124,0.8138,0.8139,0.8138,0.8212,0.8220,0.8217,0.8212,0.8218,0.8210,0.8223,0.8208,0.8222,0.8213,0.8216,0.8211,0.8234,0.8233,0.8229,0.8236,0.8234,0.8234,0.8229,0.8232,0.8235,0.8237,0.8225,0.8235,0.8242,0.8235,0.8238,0.8232,0.8237,0.8236,0.8234,0.8241,0.8238,0.8235,0.8235,0.8238,0.8244,0.8232,0.8236,0.8239,0.8238,0.8244,0.8241,0.8237,0.8238,0.8235,0.8235,0.8231,0.8239,0.8240,0.8236,0.8243,0.8237,0.8240,0.8240,0.8239,0.8234,0.8240,0.8240,0.8234,0.8234,0.8239,0.8237,0.8240,0.8240,0.8239,0.8233,0.8235,0.8241,0.8235,0.8240,0.8243,0.8234,0.8236,0.8241,0.8244,0.8237,0.8240,0.8238,0.8242,0.8238,0.8234,0.8234,0.8240,0.8245,0.8240,0.8230,0.8240,0.8239,0.8244,0.8242,0.8243,0.8238,0.8238,0.8239,0.8240,0.8240,0.8241,0.8240,0.8239,0.8236,0.8243,0.8245,0.8234,0.8241,0.8244,0.8242,0.8241,0.8238,0.8240,0.8235,0.8248,0.8245,0.8238,0.8239,0.8237,0.8243,0.8238,0.8235,0.8240,0.8235,0.8236,0.8238,0.8244,0.8242,0.8239,0.8239,0.8240,0.8233,0.8243,0.8235,0.8238,0.8238,0.8238,0.8246,0.8239,0.8241,0.8237,0.8239,0.8239,0.8239,0.8241,0.8238,0.8242,0.8241,0.8243,0.8237,0.8239,0.8239,0.8240,0.8239,0.8235,0.8242,0.8245,0.8237,0.8238,0.8245,0.8234,0.8240,0.8236,0.8238,0.8243,0.8235,0.8230,0.8244,0.8238,0.8241,0.8240",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.124512,0.195312,-0.098145,-0.028809|-0.154297,-0.124023,-0.114258,-0.129883|-0.025146,-0.222656,0.175781,0.185547|-0.009094,-0.236328,0.014893,-0.204102|0.016235,0.021118,0.060547,-0.103516|0.044434,-0.160156,-0.224609,-0.099609|0.064941,-0.219727,-0.159180,0.136719|-0.237305,0.291016,0.010925,-0.181641|-0.011108,0.074219,-0.040527,0.093750|0.494141,0.347656,-0.018433,0.474609|-0.059326,0.093262,0.079590,0.078125|0.345703,0.310547,-0.071777,-0.026611|-0.188477,0.076660,-0.281250,0.173828|-0.265625,0.023438,-0.285156,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.227539,-0.310547,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.14,8.99,0.00,7.58,369.76,
