step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
50,59.222694,3620.64,6520.00,6520.00,16828.00,15880.75,16828.00,3387.25,1803.38,33091.85,386.72,2.22,4026.00,1796.62,1799.29,0.00,2872.30,56958.26,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8144,0.8144,0.8145,0.8135,0.8144,0.8141,0.8137,0.8141,0.8146,0.8138,0.8130,0.8141,0.8158,0.8144,0.8159,0.8154,0.8155,0.8159,0.8156,0.8154,0.8154,0.8151,0.8154,0.8160,0.8171,0.8192,0.8186,0.8171,0.8190,0.8168,0.8203,0.8184,0.8172,0.8181,0.8188,0.8161,0.8218,0.8219,0.8221,0.8216,0.8216,0.8225,0.8214,0.8205,0.8226,0.8211,0.8220,0.8209,0.8233,0.8225,0.8228,0.8229,0.8227,0.8231,0.8234,0.8232,0.8231,0.8231,0.8225,0.8231,0.8235,0.8236,0.8225,0.8232,0.8237,0.8228,0.8236,0.8233,0.8232,0.8231,0.8232,0.8234,0.8235,0.8241,0.8238,0.8232,0.8237,0.8238,0.8240,0.8237,0.8234,0.8231,0.8241,0.8235,0.8230,0.8241,0.8234,0.8235,0.8241,0.8238,0.8241,0.8237,0.8245,0.8233,0.8237,0.8243,0.8240,0.8240,0.8234,0.8237,0.8238,0.8239,0.8236,0.8235,0.8237,0.8238,0.8243,0.8242,0.8238,0.8241,0.8240,0.8241,0.8240,0.8240,0.8235,0.8240,0.8233,0.8243,0.8237,0.8238,0.8240,0.8232,0.8241,0.8239,0.8235,0.8238,0.8239,0.8243,0.8235,0.8239,0.8242,0.8237,0.8243,0.8239,0.8243,0.8241,0.8238,0.8243,0.8238,0.8238,0.8245,0.8239,0.8235,0.8246,0.8241,0.8241,0.8238,0.8234,0.8232,0.8242,0.8238,0.8238,0.8244,0.8240,0.8239,0.8242,0.8245,0.8247,0.8243,0.8235,0.8240,0.8238,0.8240,0.8240,0.8237,0.8241,0.8237,0.8242,0.8245,0.8242,0.8238,0.8237,0.8240,0.8240,0.8240,0.8238,0.8240,0.8242,0.8240,0.8240,0.8241,0.8242,0.8235,0.8243,0.8239,0.8248,0.8244,0.8244,0.8245,0.8237,0.8238,0.8234",0.000000,512.00,,,,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025269,-0.221680,0.173828,0.182617|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044922,-0.161133,-0.225586,-0.099121|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010620,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.347656,-0.017700,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.025024,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,2.70,4.05,0.00,3.41,232.09,
100,70.284607,3732.87,6520.00,6520.00,16828.00,15880.75,16828.00,3387.25,1803.49,33091.85,386.72,2.22,4026.01,1796.73,1799.40,0.00,2874.71,56958.26,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8137,0.8134,0.8134,0.8107,0.8133,0.8131,0.8136,0.8137,0.8134,0.8129,0.8069,0.8135,0.8156,0.8162,0.8162,0.8154,0.8163,0.8158,0.8158,0.8156,0.8144,0.8159,0.8161,0.8166,0.8193,0.8206,0.8212,0.8201,0.8203,0.8190,0.8213,0.8201,0.8191,0.8198,0.8205,0.8196,0.8226,0.8227,0.8228,0.8231,0.8231,0.8231,0.8229,0.8220,0.8228,0.8234,0.8228,0.8228,0.8234,0.8239,0.8234,0.8228,0.8231,0.8232,0.8237,0.8233,0.8232,0.8235,0.8234,0.8236,0.8236,0.8237,0.8239,0.8239,0.8234,0.8235,0.8235,0.8234,0.8236,0.8235,0.8239,0.8243,0.8242,0.8237,0.8239,0.8237,0.8236,0.8239,0.8237,0.8240,0.8240,0.8236,0.8234,0.8236,0.8235,0.8241,0.8239,0.8241,0.8238,0.8241,0.8238,0.8238,0.8237,0.8241,0.8243,0.8243,0.8243,0.8241,0.8238,0.8240,0.8236,0.8239,0.8232,0.8245,0.8240,0.8240,0.8233,0.8242,0.8241,0.8235,0.8241,0.8239,0.8242,0.8238,0.8237,0.8239,0.8237,0.8237,0.8236,0.8239,0.8237,0.8237,0.8239,0.8241,0.8233,0.8244,0.8240,0.8240,0.8244,0.8240,0.8240,0.8240,0.8240,0.8244,0.8245,0.8232,0.8243,0.8237,0.8241,0.8241,0.8241,0.8242,0.8240,0.8237,0.8237,0.8239,0.8238,0.8238,0.8236,0.8234,0.8239,0.8239,0.8238,0.8239,0.8240,0.8240,0.8242,0.8242,0.8237,0.8235,0.8244,0.8242,0.8237,0.8241,0.8241,0.8242,0.8236,0.8238,0.8242,0.8244,0.8238,0.8238,0.8243,0.8243,0.8238,0.8245,0.8239,0.8236,0.8237,0.8251,0.8241,0.8237,0.8240,0.8238,0.8240,0.8244,0.8238,0.8242,0.8241,0.8243,0.8239,0.8236",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025269,-0.221680,0.173828,0.182617|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044922,-0.161133,-0.225586,-0.099121|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010620,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.347656,-0.017700,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.025024,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,2.67,4.05,0.00,3.40,232.57,
150,41.745125,3658.58,6520.00,6520.00,16828.00,15880.75,16828.00,3387.25,1804.05,33091.85,387.27,2.22,4026.01,1797.30,1799.96,0.00,2871.55,56958.26,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8123,0.8119,0.8106,0.8005,0.8055,0.8109,0.8130,0.8111,0.8126,0.8118,0.7879,0.8121,0.8151,0.8158,0.8155,0.8149,0.8154,0.8151,0.8154,0.8148,0.8140,0.8153,0.8159,0.8160,0.8209,0.8218,0.8215,0.8210,0.8213,0.8208,0.8225,0.8211,0.8214,0.8207,0.8219,0.8204,0.8233,0.8231,0.8234,0.8229,0.8228,0.8231,0.8231,0.8225,0.8237,0.8230,0.8236,0.8230,0.8226,0.8238,0.8233,0.8231,0.8240,0.8237,0.8239,0.8234,0.8230,0.8236,0.8232,0.8233,0.8239,0.8241,0.8234,0.8235,0.8239,0.8241,0.8242,0.8239,0.8237,0.8239,0.8238,0.8237,0.8241,0.8235,0.8236,0.8233,0.8237,0.8239,0.8237,0.8236,0.8245,0.8239,0.8240,0.8238,0.8237,0.8240,0.8238,0.8241,0.8234,0.8236,0.8242,0.8244,0.8240,0.8237,0.8234,0.8235,0.8237,0.8237,0.8242,0.8242,0.8242,0.8237,0.8236,0.8240,0.8243,0.8240,0.8242,0.8235,0.8237,0.8235,0.8239,0.8238,0.8239,0.8233,0.8240,0.8237,0.8235,0.8237,0.8243,0.8240,0.8237,0.8237,0.8235,0.8237,0.8240,0.8232,0.8242,0.8240,0.8233,0.8241,0.8238,0.8240,0.8239,0.8240,0.8241,0.8244,0.8241,0.8239,0.8239,0.8242,0.8237,0.8242,0.8240,0.8240,0.8239,0.8236,0.8232,0.8242,0.8239,0.8239,0.8246,0.8243,0.8243,0.8245,0.8240,0.8238,0.8233,0.8246,0.8243,0.8237,0.8242,0.8250,0.8238,0.8242,0.8240,0.8242,0.8235,0.8245,0.8241,0.8243,0.8243,0.8237,0.8240,0.8237,0.8243,0.8240,0.8241,0.8240,0.8241,0.8243,0.8239,0.8243,0.8233,0.8238,0.8240,0.8242,0.8234,0.8245,0.8239,0.8239,0.8241,0.8242",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025269,-0.221680,0.173828,0.182617|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044922,-0.161133,-0.225586,-0.099121|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010620,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.347656,-0.017700,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.025024,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,2.68,4.04,0.00,3.39,231.84,
200,33.011150,3743.07,6520.00,6520.00,16828.00,15880.75,16828.00,3387.25,1804.07,33091.85,387.27,2.22,4026.01,1797.31,1799.97,0.00,2876.56,56958.26,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8011,0.8023,0.8026,0.7772,0.8021,0.8087,0.8133,0.8036,0.8114,0.8059,0.7657,0.8020,0.8132,0.8145,0.8138,0.8134,0.8139,0.8130,0.8132,0.8133,0.8125,0.8129,0.8142,0.8148,0.8211,0.8216,0.8221,0.8217,0.8218,0.8213,0.8224,0.8211,0.8220,0.8212,0.8225,0.8207,0.8233,0.8237,0.8234,0.8235,0.8230,0.8235,0.8237,0.8228,0.8228,0.8227,0.8233,0.8229,0.8238,0.8233,0.8234,0.8239,0.8234,0.8234,0.8229,0.8234,0.8234,0.8235,0.8236,0.8237,0.8239,0.8236,0.8240,0.8237,0.8234,0.8236,0.8241,0.8236,0.8238,0.8232,0.8242,0.8240,0.8238,0.8233,0.8241,0.8238,0.8254,0.8238,0.8237,0.8246,0.8242,0.8235,0.8233,0.8236,0.8244,0.8239,0.8240,0.8243,0.8236,0.8241,0.8240,0.8245,0.8238,0.8238,0.8236,0.8237,0.8237,0.8235,0.8237,0.8238,0.8239,0.8237,0.8239,0.8238,0.8235,0.8241,0.8237,0.8239,0.8240,0.8244,0.8238,0.8238,0.8243,0.8242,0.8239,0.8240,0.8240,0.8239,0.8243,0.8240,0.8238,0.8238,0.8244,0.8238,0.8239,0.8238,0.8231,0.8237,0.8236,0.8239,0.8238,0.8241,0.8237,0.8240,0.8244,0.8240,0.8243,0.8244,0.8235,0.8237,0.8236,0.8240,0.8241,0.8231,0.8239,0.8240,0.8236,0.8239,0.8237,0.8248,0.8239,0.8241,0.8241,0.8237,0.8238,0.8245,0.8239,0.8243,0.8241,0.8237,0.8242,0.8246,0.8240,0.8242,0.8247,0.8241,0.8241,0.8237,0.8237,0.8243,0.8244,0.8240,0.8239,0.8236,0.8239,0.8240,0.8242,0.8237,0.8242,0.8235,0.8240,0.8241,0.8239,0.8237,0.8236,0.8242,0.8241,0.8242,0.8237,0.8240,0.8237,0.8238",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025269,-0.221680,0.173828,0.182617|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044922,-0.161133,-0.225586,-0.099121|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010620,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.347656,-0.017700,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.025024,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,2.67,4.01,0.00,3.37,230.25,
