step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
50,54.529663,4970.81,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1732.56,25346.85,355.15,2.22,4004.45,1725.80,1728.47,0.00,2855.73,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,37.28,
100,37.043999,4693.85,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1732.68,25346.85,355.21,2.22,4004.46,1725.92,1728.59,0.00,2850.18,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,40.39,
150,28.535023,4696.44,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.42,25346.85,355.93,2.22,4004.46,1726.61,1729.29,0.00,2857.66,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,38.22,
200,24.702490,4583.92,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.46,25347.85,355.93,2.22,4005.46,1726.65,1729.33,0.00,2855.48,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,46.15,
250,19.708328,4735.33,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.51,25347.85,355.93,2.22,4005.46,1726.70,1729.38,0.00,2851.89,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,42.04,
300,16.916697,4656.13,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.52,25347.85,355.93,2.22,4005.46,1726.71,1729.39,0.00,2854.68,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,51.66,
350,16.108477,5057.67,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.52,25347.85,355.93,2.22,4005.46,1726.71,1729.39,0.00,2855.95,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,30.40,
400,14.135374,5095.94,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.54,25347.85,355.93,2.22,4005.46,1726.72,1729.41,0.00,2852.71,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,40.19,
450,12.984479,5163.46,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.54,25347.85,355.93,2.22,4005.46,1726.72,1729.41,0.00,2856.77,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,42.25,
500,11.719667,5095.92,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.54,25347.85,355.93,2.22,4005.46,1726.72,1729.41,0.00,2841.27,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,51.20,
500,,,,10.621924,41024.4623
550,11.331299,4756.86,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.56,25347.85,355.93,2.22,4005.46,1726.74,1729.42,0.00,2848.92,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,40.13,
600,10.798884,5063.49,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.56,25347.85,355.93,2.22,4005.46,1726.74,1729.42,0.00,2854.90,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,44.79,
650,10.577221,5105.29,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.56,25347.85,355.93,2.22,4005.46,1726.74,1729.42,0.00,2851.01,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,47.02,
700,10.323373,5105.83,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.61,25347.85,355.93,2.22,4005.46,1726.79,1729.47,0.00,2841.51,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,36.53,
750,10.470194,5157.71,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.62,25347.85,355.93,2.22,4005.46,1726.81,1729.49,0.00,2842.59,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,39.17,
800,10.009598,5095.10,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.62,25347.85,355.93,2.22,4005.46,1726.81,1729.49,0.00,2841.72,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,47.10,
850,9.502902,5063.60,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.62,25347.85,355.93,2.22,4005.46,1726.81,1729.49,0.00,2843.34,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,37.64,
900,9.686534,5151.11,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.62,25347.85,355.93,2.22,4005.46,1726.81,1729.49,0.00,2851.91,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,47.43,
950,9.323179,5175.58,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.65,25347.85,355.93,2.22,4005.46,1726.84,1729.52,0.00,2848.54,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,47.84,
1000,8.980265,5185.51,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.65,25347.85,355.93,2.22,4005.46,1726.84,1729.52,0.00,2856.63,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,40.42,
1000,,,,8.000809,2983.3720
1050,8.927814,4906.28,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.65,25347.85,355.93,2.22,4005.46,1726.84,1729.52,0.00,2842.29,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,47.80,
1100,8.849112,5172.50,1851.01,1851.01,8968.00,7465.68,8968.00,2042.95,1733.65,25347.85,355.93,2.22,4005.46,1726.84,1729.52,0.00,2851.01,56958.26,,,,,,77309411328.00,773094113280.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,43.76,
