step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
50,59.770287,5736.10,6644.75,6644.75,16996.00,16005.50,16996.00,3711.14,,,,,,,,,,,,,50331648.00,1.000000,0.000000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8141,0.8146,0.8143,0.8142,0.8151,0.8146,0.8143,0.8140,0.8143,0.8148,0.8130,0.8147,0.8151,0.8151,0.8158,0.8156,0.8154,0.8164,0.8155,0.8156,0.8154,0.8147,0.8153,0.8159,0.8164,0.8191,0.8182,0.8177,0.8185,0.8158,0.8199,0.8185,0.8179,0.8176,0.8186,0.8163,0.8218,0.8211,0.8212,0.8217,0.8211,0.8220,0.8214,0.8211,0.8219,0.8221,0.8213,0.8214,0.8233,0.8228,0.8226,0.8229,0.8230,0.8231,0.8231,0.8218,0.8228,0.8229,0.8229,0.8231,0.8230,0.8235,0.8237,0.8232,0.8232,0.8234,0.8235,0.8235,0.8227,0.8231,0.8242,0.8235,0.8240,0.8237,0.8228,0.8237,0.8234,0.8233,0.8233,0.8236,0.8233,0.8238,0.8234,0.8229,0.8233,0.8237,0.8239,0.8235,0.8234,0.8236,0.8229,0.8240,0.8242,0.8240,0.8233,0.8238,0.8236,0.8236,0.8245,0.8235,0.8239,0.8240,0.8233,0.8240,0.8238,0.8236,0.8235,0.8238,0.8242,0.8238,0.8236,0.8239,0.8238,0.8243,0.8238,0.8237,0.8239,0.8241,0.8238,0.8240,0.8237,0.8242,0.8249,0.8234,0.8241,0.8234,0.8239,0.8237,0.8239,0.8238,0.8234,0.8241,0.8238,0.8238,0.8238,0.8241,0.8236,0.8241,0.8243,0.8240,0.8243,0.8239,0.8243,0.8246,0.8242,0.8241,0.8237,0.8241,0.8239,0.8240,0.8239,0.8240,0.8241,0.8238,0.8244,0.8236,0.8241,0.8241,0.8244,0.8245,0.8237,0.8238,0.8238,0.8242,0.8241,0.8239,0.8240,0.8242,0.8244,0.8236,0.8235,0.8239,0.8238,0.8234,0.8247,0.8236,0.8245,0.8239,0.8240,0.8236,0.8244,0.8238,0.8238,0.8238,0.8243,0.8242,0.8241,0.8245,0.8233,0.8244,0.8245,0.8240",0.000000,512.00,,,,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.124512,0.195312,-0.098145,-0.028809|-0.154297,-0.124023,-0.114258,-0.129883|-0.025146,-0.222656,0.175781,0.185547|-0.009094,-0.236328,0.014893,-0.204102|0.016235,0.021118,0.060547,-0.103516|0.044434,-0.160156,-0.224609,-0.099609|0.064941,-0.219727,-0.159180,0.136719|-0.237305,0.291016,0.010925,-0.181641|-0.011108,0.074219,-0.040527,0.093750|0.494141,0.347656,-0.018433,0.474609|-0.059326,0.093262,0.079590,0.078125|0.345703,0.310547,-0.071777,-0.026611|-0.188477,0.076660,-0.281250,0.173828|-0.265625,0.023438,-0.285156,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.227539,-0.310547,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,512.00,512.00,512.00,512.00,5.86,8.84,,7.31,359.53,
100,60.096962,6699.07,6644.75,6644.75,16996.00,16005.50,16996.00,3711.14,,,,,,,,,,,,,50331648.00,1.000000,0.000000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8122,0.8133,0.8085,0.8084,0.8128,0.8127,0.8131,0.8126,0.8132,0.8132,0.8072,0.8133,0.8161,0.8160,0.8153,0.8158,0.8163,0.8158,0.8160,0.8155,0.8148,0.8153,0.8161,0.8156,0.8190,0.8207,0.8202,0.8206,0.8205,0.8193,0.8213,0.8199,0.8195,0.8207,0.8207,0.8193,0.8226,0.8228,0.8224,0.8226,0.8227,0.8230,0.8224,0.8220,0.8231,0.8223,0.8223,0.8223,0.8231,0.8235,0.8230,0.8237,0.8232,0.8242,0.8235,0.8235,0.8230,0.8234,0.8234,0.8233,0.8231,0.8235,0.8237,0.8236,0.8237,0.8237,0.8240,0.8236,0.8236,0.8237,0.8236,0.8235,0.8242,0.8233,0.8239,0.8234,0.8238,0.8242,0.8233,0.8236,0.8235,0.8238,0.8239,0.8240,0.8243,0.8239,0.8241,0.8236,0.8240,0.8239,0.8233,0.8237,0.8241,0.8233,0.8244,0.8242,0.8234,0.8237,0.8237,0.8238,0.8239,0.8233,0.8236,0.8236,0.8235,0.8244,0.8244,0.8236,0.8238,0.8238,0.8239,0.8237,0.8241,0.8242,0.8241,0.8239,0.8242,0.8242,0.8236,0.8235,0.8243,0.8247,0.8233,0.8242,0.8240,0.8240,0.8236,0.8236,0.8245,0.8240,0.8234,0.8236,0.8242,0.8243,0.8240,0.8238,0.8237,0.8242,0.8237,0.8234,0.8243,0.8241,0.8238,0.8241,0.8242,0.8242,0.8241,0.8239,0.8240,0.8239,0.8235,0.8236,0.8240,0.8236,0.8246,0.8238,0.8246,0.8244,0.8238,0.8232,0.8241,0.8246,0.8242,0.8240,0.8234,0.8237,0.8241,0.8241,0.8242,0.8237,0.8243,0.8231,0.8241,0.8240,0.8243,0.8240,0.8240,0.8243,0.8237,0.8239,0.8238,0.8236,0.8236,0.8242,0.8235,0.8240,0.8238,0.8239,0.8243,0.8242,0.8239,0.8235",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.124512,0.195312,-0.098145,-0.028809|-0.154297,-0.124023,-0.114258,-0.129883|-0.025146,-0.222656,0.175781,0.185547|-0.009094,-0.236328,0.014893,-0.204102|0.016235,0.021118,0.060547,-0.103516|0.044434,-0.160156,-0.224609,-0.099609|0.064941,-0.219727,-0.159180,0.136719|-0.237305,0.291016,0.010925,-0.181641|-0.011108,0.074219,-0.040527,0.093750|0.494141,0.347656,-0.018433,0.474609|-0.059326,0.093262,0.079590,0.078125|0.345703,0.310547,-0.071777,-0.026611|-0.188477,0.076660,-0.281250,0.173828|-0.265625,0.023438,-0.285156,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.227539,-0.310547,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,512.00,512.00,512.00,512.00,6.18,9.18,,7.69,372.85,
150,46.050190,6772.57,6647.51,6647.51,16998.00,16007.71,16998.00,3711.14,,,,,,,,,,,,,25165824.00,0.500000,0.500000,512,"128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512,512,512,512,512|256,256,256,256,256,256,256,256,256,256,256,256|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512","0.7094,0.7101,0.7022,0.6935,0.7024,0.7097,0.7112,0.7088,0.7109,0.7104,0.6868,0.7104,0.7843,0.7850,0.7849,0.7844,0.7841,0.7842,0.7839,0.7843,0.7841,0.7832,0.7849,0.7843,0.8208,0.8222,0.8216,0.8213,0.8220,0.8207,0.8224,0.8208,0.8215,0.8213,0.8211,0.8201,0.7922,0.7918,0.7918,0.7925,0.7922,0.7922,0.7927,0.7918,0.7924,0.7916,0.7924,0.7923,0.7931,0.7921,0.7922,0.7927,0.7923,0.7923,0.7922,0.7918,0.7923,0.7925,0.7927,0.7918,0.6301,0.6304,0.6304,0.6306,0.6299,0.6311,0.6310,0.6306,0.6301,0.6307,0.6299,0.6298,0.8242,0.8237,0.8241,0.8240,0.8236,0.8239,0.8238,0.8239,0.8239,0.8235,0.8232,0.8234,0.7216,0.7217,0.7216,0.7217,0.7223,0.7216,0.7216,0.7219,0.7213,0.7220,0.7218,0.7221,0.8243,0.8239,0.8240,0.8243,0.8242,0.8237,0.8241,0.8242,0.8238,0.8241,0.8240,0.8241,0.6308,0.6303,0.6304,0.6310,0.6308,0.6300,0.6309,0.6305,0.6306,0.6305,0.6310,0.6309,0.7211,0.7222,0.7222,0.7209,0.7220,0.7220,0.7215,0.7219,0.7216,0.7217,0.7217,0.7218,0.6302,0.6301,0.6300,0.6306,0.6302,0.6306,0.6302,0.6300,0.6304,0.6307,0.6310,0.6304,0.8240,0.8237,0.8238,0.8242,0.8243,0.8242,0.8236,0.8242,0.8236,0.8240,0.8246,0.8236,0.7219,0.7202,0.7212,0.7217,0.7216,0.7220,0.7220,0.7218,0.7217,0.7221,0.7215,0.7217,0.6308,0.6305,0.6303,0.6305,0.6303,0.6304,0.6314,0.6311,0.6306,0.6302,0.6305,0.6313,0.8243,0.8238,0.8240,0.8240,0.8236,0.8242,0.8244,0.8235,0.8237,0.8240,0.8242,0.8249",0.000000,256.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0",|||||||||||||||,|||||||||||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 0.25},256.00,256.00,256.00,64.00,512.00,0.00,9.12,,5.28,331.25,
200,27.476065,7196.39,6647.51,6647.51,16998.00,16007.71,16998.00,3711.14,,,,,,,,,,,,,25165824.00,0.500000,0.500000,512,"128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512,512,512,512,512|256,256,256,256,256,256,256,256,256,256,256,256|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512","0.7047,0.7040,0.7000,0.6800,0.7001,0.7077,0.7111,0.7042,0.7095,0.7058,0.6647,0.7047,0.7837,0.7840,0.7848,0.7841,0.7832,0.7834,0.7823,0.7838,0.7825,0.7839,0.7835,0.7839,0.8215,0.8221,0.8219,0.8214,0.8219,0.8213,0.8225,0.8211,0.8224,0.8216,0.8217,0.8215,0.7925,0.7923,0.7920,0.7925,0.7922,0.7921,0.7920,0.7923,0.7925,0.7927,0.7915,0.7923,0.7932,0.7925,0.7927,0.7921,0.7927,0.7924,0.7926,0.7930,0.7925,0.7926,0.7926,0.7927,0.6311,0.6300,0.6302,0.6308,0.6299,0.6308,0.6305,0.6303,0.6307,0.6301,0.6305,0.6292,0.8239,0.8240,0.8236,0.8243,0.8237,0.8240,0.8240,0.8239,0.8234,0.8240,0.8240,0.8235,0.7213,0.7212,0.7213,0.7219,0.7213,0.7219,0.7214,0.7211,0.7216,0.7215,0.7217,0.7220,0.8234,0.8236,0.8241,0.8244,0.8237,0.8240,0.8238,0.8242,0.8238,0.8234,0.8234,0.8240,0.6307,0.6307,0.6298,0.6306,0.6308,0.6306,0.6307,0.6314,0.6305,0.6305,0.6310,0.6305,0.7215,0.7219,0.7216,0.7219,0.7214,0.7222,0.7222,0.7210,0.7217,0.7220,0.7216,0.7218,0.6305,0.6307,0.6301,0.6312,0.6306,0.6306,0.6305,0.6307,0.6312,0.6303,0.6302,0.6306,0.8235,0.8236,0.8238,0.8244,0.8242,0.8239,0.8239,0.8240,0.8233,0.8243,0.8235,0.8238,0.7215,0.7214,0.7224,0.7219,0.7221,0.7215,0.7215,0.7215,0.7220,0.7220,0.7214,0.7219,0.6309,0.6314,0.6303,0.6303,0.6303,0.6306,0.6304,0.6301,0.6305,0.6310,0.6309,0.6310,0.8245,0.8234,0.8240,0.8236,0.8238,0.8243,0.8235,0.8230,0.8244,0.8238,0.8241,0.8240",0.000000,256.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0",|||||||||||||||,|||||||||||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 0.25},256.00,256.00,256.00,64.00,512.00,0.00,8.81,,5.05,322.59,
250,23.411243,6783.95,6647.51,6647.51,16998.00,16007.71,16998.00,3711.14,,,,,,,,,,,,,25165824.00,0.500000,0.500000,512,"128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512,512,512,512,512|256,256,256,256,256,256,256,256,256,256,256,256|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512","0.7042,0.6960,0.6913,0.6527,0.6867,0.7030,0.7100,0.6980,0.7086,0.7037,0.6417,0.6992,0.7831,0.7843,0.7842,0.7832,0.7827,0.7836,0.7822,0.7825,0.7827,0.7833,0.7833,0.7845,0.8214,0.8221,0.8221,0.8219,0.8220,0.8216,0.8222,0.8213,0.8220,0.8214,0.8223,0.8217,0.7922,0.7919,0.7927,0.7924,0.7924,0.7930,0.7925,0.7925,0.7920,0.7921,0.7921,0.7923,0.7933,0.7928,0.7923,0.7923,0.7924,0.7933,0.7925,0.7925,0.7925,0.7924,0.7924,0.7921,0.6298,0.6303,0.6309,0.6308,0.6304,0.6293,0.6303,0.6300,0.6301,0.6306,0.6312,0.6301,0.8240,0.8240,0.8241,0.8243,0.8234,0.8238,0.8242,0.8239,0.8237,0.8240,0.8237,0.8233,0.7219,0.7219,0.7213,0.7204,0.7214,0.7218,0.7223,0.7222,0.7225,0.7214,0.7214,0.7214,0.8241,0.8242,0.8246,0.8241,0.8245,0.8236,0.8242,0.8240,0.8232,0.8241,0.8234,0.8240,0.6304,0.6308,0.6306,0.6305,0.6309,0.6304,0.6300,0.6304,0.6307,0.6307,0.6302,0.6304,0.7215,0.7221,0.7212,0.7220,0.7213,0.7218,0.7220,0.7219,0.7214,0.7221,0.7214,0.7221,0.6305,0.6306,0.6305,0.6300,0.6303,0.6302,0.6308,0.6304,0.6306,0.6310,0.6300,0.6312,0.8239,0.8249,0.8237,0.8235,0.8236,0.8236,0.8236,0.8238,0.8248,0.8243,0.8240,0.8240,0.7222,0.7212,0.7218,0.7227,0.7221,0.7212,0.7225,0.7220,0.7213,0.7217,0.7220,0.7218,0.6312,0.6314,0.6312,0.6315,0.6296,0.6306,0.6302,0.6303,0.6307,0.6309,0.6312,0.6312,0.8243,0.8244,0.8242,0.8244,0.8239,0.8243,0.8244,0.8243,0.8237,0.8242,0.8236,0.8237",0.000000,256.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0",|||||||||||||||,|||||||||||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 0.25},256.00,256.00,256.00,64.00,512.00,0.00,9.41,,6.04,355.54,
300,20.651194,6894.33,6647.51,6647.51,16998.00,16007.71,16998.00,3711.14,,,,,,,,,,,,,25165824.00,0.500000,0.500000,512,"128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512,512,512,512,512|256,256,256,256,256,256,256,256,256,256,256,256|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512","0.6958,0.6795,0.6685,0.6025,0.6811,0.6883,0.7091,0.6901,0.7077,0.6927,0.5675,0.6956,0.7817,0.7839,0.7835,0.7817,0.7814,0.7815,0.7811,0.7810,0.7800,0.7818,0.7836,0.7836,0.8213,0.8219,0.8221,0.8222,0.8212,0.8216,0.8218,0.8212,0.8224,0.8213,0.8219,0.8217,0.7916,0.7928,0.7923,0.7927,0.7926,0.7921,0.7923,0.7921,0.7926,0.7920,0.7923,0.7928,0.7927,0.7927,0.7926,0.7926,0.7926,0.7930,0.7922,0.7928,0.7932,0.7929,0.7923,0.7926,0.6307,0.6307,0.6306,0.6303,0.6299,0.6303,0.6312,0.6304,0.6300,0.6302,0.6307,0.6307,0.8238,0.8234,0.8237,0.8237,0.8235,0.8235,0.8235,0.8243,0.8234,0.8233,0.8242,0.8244,0.7216,0.7212,0.7216,0.7217,0.7214,0.7215,0.7221,0.7219,0.7216,0.7217,0.7216,0.7215,0.8235,0.8241,0.8236,0.8235,0.8237,0.8239,0.8240,0.8238,0.8243,0.8240,0.8241,0.8237,0.6301,0.6307,0.6301,0.6305,0.6295,0.6307,0.6306,0.6305,0.6306,0.6297,0.6304,0.6305,0.7216,0.7223,0.7211,0.7218,0.7217,0.7216,0.7218,0.7215,0.7215,0.7217,0.7214,0.7219,0.6303,0.6306,0.6304,0.6307,0.6304,0.6301,0.6305,0.6308,0.6306,0.6306,0.6304,0.6307,0.8246,0.8242,0.8237,0.8241,0.8242,0.8232,0.8241,0.8239,0.8241,0.8236,0.8243,0.8235,0.7207,0.7215,0.7219,0.7216,0.7215,0.7212,0.7222,0.7220,0.7213,0.7213,0.7220,0.7217,0.6307,0.6308,0.6315,0.6301,0.6307,0.6303,0.6298,0.6308,0.6306,0.6303,0.6305,0.6304,0.8244,0.8239,0.8243,0.8241,0.8235,0.8238,0.8241,0.8237,0.8242,0.8235,0.8237,0.8242",0.000000,256.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0",|||||||||||||||,|||||||||||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 0.25},256.00,256.00,256.00,64.00,512.00,0.00,9.34,,5.33,339.20,
