step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,control_feature_time_ms,hierarchy_time_ms,window_select_time_ms,control_mapping_time_ms,diagnostics_pack_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s,val_group_count_total,val_group_count_level0,val_group_count_per_level,path_mode_freq,train_group_counts_per_level,controller_logits_std_per_level,win_idx_pre_clamp,win_idx_post_clamp,decision_logits_per_level,decision_logits_var_per_level,controller_input_per_level,controller_input_cos_sim_mean_per_level,controller_input_cos_sim_min_per_level,controller_input_l2_dist_mean_per_level,controller_input_dim_var_mean_per_level,decision_logits_margin_mean_per_level,decision_logits_margin_min_per_level,decision_argmax_diversity_frac_per_level,sibling_feature_delta_norm_mean_per_level,sibling_feature_delta_norm_min_per_level,sibling_feature_delta_norm_max_per_level,sibling_feature_cos_mean_per_level,sibling_feature_cos_min_per_level,sibling_logit_delta_l2_mean_per_level,sibling_logit_delta_l2_max_per_level,sibling_logit_delta_abs_mean_per_level,sibling_logit_delta_abs_max_per_level,sibling_ranking_diff_frac_per_level,sibling_top1_differ_frac_per_level,sibling_top1_ids_per_level,pairwise_bias_l2_mean_per_level,pairwise_bias_l2_max_per_level,pairwise_bias_abs_mean_per_level,pairwise_bias_abs_max_per_level,pairwise_bias_top1_changed_frac_per_level,pairwise_base_top1_ids_per_level,joint_pair_count_per_level,joint_output_delta_l2_mean_per_level,joint_output_delta_l2_max_per_level,joint_output_abs_delta_mean_per_level,joint_output_abs_delta_max_per_level,joint_top1_changed_frac_per_level,joint_base_top1_ids_per_level,joint_output_scale_per_level,decision_raw_idx_per_level,decision_parent_idx_per_level,decision_post_parent_idx_per_level,decision_differ_from_parent_frac_per_level,decision_unique_raw_idx_per_level,decision_unique_post_parent_idx_per_level,decision_non_one_raw_count_per_level,decision_non_one_post_parent_count_per_level,decision_head_idx_before_execution_mapping,decision_head_idx_after_execution_mapping,decision_unique_head_idx_before_execution_mapping,decision_unique_head_idx_after_execution_mapping,decision_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_head_idx_before_execution_mapping,decision_all_layers_unique_head_idx_after_execution_mapping,decision_all_layers_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_raw_idx_per_level,decision_all_layers_unique_post_parent_idx_per_level,all_layers_sibling_ranking_diff_frac_per_level,all_layers_sibling_top1_differ_frac_per_level,all_layers_sibling_top1_ids_per_level,all_layers_joint_pair_count_per_level,all_layers_joint_output_delta_l2_mean_per_level,all_layers_joint_output_abs_delta_mean_per_level,all_layers_joint_top1_changed_frac_per_level,all_layers_joint_base_top1_ids_per_level,hierarchy_head_group_map_per_level,hierarchy_group_members_per_level,cluster_metric_per_level,cluster_threshold_kind_per_level,cluster_threshold_per_level,cluster_item_count_per_level,cluster_groups_before_merge_per_level,cluster_groups_after_merge_per_level,cluster_groups_merged_per_level,cluster_sim_min_per_level,cluster_sim_mean_per_level,cluster_sim_max_per_level,cluster_sim_std_per_level,cluster_forced_bipartition_per_level,cluster_force_split_anchor_similarity_per_level,cluster_origin_per_level,cluster_forced_bipartition_allowed_per_level,cluster_groups_before_force_per_level,cluster_feature_norm_mean_per_level,cluster_feature_norm_std_per_level,cluster_feature_dim_var_mean_per_level,cluster_feature_dim_var_std_per_level,cluster_feature_l2_dist_mean_per_level,cluster_feature_l2_dist_std_per_level,cluster_feature_top_singular_ratio_per_level,hierarchy_level_added_per_level,hierarchy_growth_stopped_per_level,hierarchy_stop_reason_per_level,cluster_forced_bipartition_level0,cluster_force_split_anchor_similarity_level0
50,61.062637,7105.08,6520.51,6520.51,16828.00,15881.27,16828.00,3324.81,2214.20,33394.26,389.25,2.22,4408.07,1112.71,1479.83,0.00,3453.07,56958.48,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8146,0.8136,0.8148,0.8146,0.8133,0.8146,0.8145,0.8144,0.8126,0.8145,0.8138,0.8143,0.8150,0.8157,0.8151,0.8157,0.8158,0.8152,0.8157,0.8154,0.8153,0.8141,0.8153,0.8152,0.8185,0.8180,0.8180,0.8197,0.8157,0.8177,0.8191,0.8177,0.8191,0.8161,0.8198,0.8190,0.8212,0.8206,0.8191,0.8210,0.8226,0.8203,0.8216,0.8224,0.8223,0.8218,0.8218,0.8210,0.8229,0.8237,0.8231,0.8234,0.8227,0.8231,0.8230,0.8221,0.8228,0.8230,0.8228,0.8224,0.8239,0.8236,0.8233,0.8232,0.8238,0.8233,0.8235,0.8231,0.8236,0.8237,0.8236,0.8233,0.8235,0.8230,0.8234,0.8238,0.8236,0.8233,0.8240,0.8241,0.8236,0.8238,0.8237,0.8243,0.8237,0.8237,0.8241,0.8240,0.8236,0.8240,0.8237,0.8241,0.8236,0.8242,0.8237,0.8244,0.8239,0.8235,0.8237,0.8238,0.8237,0.8241,0.8243,0.8239,0.8236,0.8247,0.8239,0.8237,0.8236,0.8240,0.8235,0.8241,0.8239,0.8245,0.8240,0.8247,0.8240,0.8241,0.8244,0.8234,0.8240,0.8238,0.8238,0.8238,0.8244,0.8248,0.8241,0.8243,0.8240,0.8242,0.8245,0.8240,0.8241,0.8238,0.8239,0.8240,0.8238,0.8239,0.8247,0.8232,0.8237,0.8239,0.8242,0.8244,0.8233,0.8237,0.8236,0.8242,0.8238,0.8241,0.8237,0.8245,0.8241,0.8237,0.8236,0.8241,0.8238,0.8238,0.8238,0.8237,0.8239,0.8236,0.8243,0.8244,0.8238,0.8235,0.8240,0.8242,0.8234,0.8238,0.8241,0.8239,0.8239,0.8238,0.8241,0.8243,0.8234,0.8241,0.8236,0.8236,0.8238,0.8241,0.8238,0.8244,0.8239,0.8238,0.8241,0.8237,0.8238,0.8242,0.8239,0.8242",0.000000,512.00,,,,"0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,0,1,1,0,1","3,0,3,0,3,0,3,0,3,0,3,0|2,1,2,1,2,1,2,1,2,1,2,1|2,3,2,3,2,3,2,3,2,3,2,3|2,1,2,1,2,1,2,1,2,1,2,1|0,0,0,0,0,0,0,0,0,0,0,0|0,2,0,2,0,2,0,2,0,2,0,2|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|1,1,1,1,1,1,1,1,1,1,1,1|2,3,2,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|1,2,1,2,1,2,1,2,1,2,1,2|0,1,0,1,0,1,0,1,0,1,0,1|2,1,2,1,2,1,2,1,2,1,2,1|0,0,0,0,0,0,0,0,0,0,0,0","-0.050659,0.190430,-0.169922,-0.055786|0.335938,-0.259766,-0.361328,0.097656|1.015625,0.118164,0.458008,0.078613|-0.574219,-0.443359,-0.373047,-0.030762|0.276367,0.263672,-0.582031,-1.695312|-0.759766,-0.375977,-0.331055,0.037109|-0.541016,-0.247559,0.092773,-0.693359|-0.269531,1.140625,-0.894531,0.574219|-0.178223,-0.650391,0.077148,-0.419922|0.120117,-1.050781,0.362305,0.361328|1.164062,-0.742188,-0.609375,-0.625000|-0.873047,0.589844,-1.089844,0.464844|-0.582031,0.177734,0.824219,-1.171875|-1.046875,-1.675781,-0.262695,0.130371|-0.482422,0.251953,-0.009277,-0.949219|-0.595703,-0.958984,-0.816406,-1.179688","{0: [0, 2, 4, 6, 8, 10], 1: [1, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,14.38,0.00,0.00,0.00,0.00,0.02,4.15,0.00,15.06,425.74,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.13131015002727509],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.8597621917724609],[0.8597621917724609],[0.8597621917724609],[0.0],[False],[None],['collapsed'],[False],[1],[1.813507080078125],[0.00798255205154419],[1.970939956663642e-05],[5.4767111578257754e-05],[0.026637161150574684],[0.0],[0.9999971985816956],[False],[True],['upper_level_collapsed'],0.0,
100,73.840149,6913.39,6520.51,6520.51,16828.00,15881.27,16828.00,3324.81,2214.39,33395.26,389.25,2.22,4409.07,1113.90,1480.68,0.00,3455.41,56958.48,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8142,0.8127,0.8140,0.8127,0.8129,0.8135,0.8131,0.8132,0.8076,0.8132,0.8134,0.8119,0.8153,0.8155,0.8153,0.8157,0.8159,0.8155,0.8162,0.8154,0.8153,0.8151,0.8161,0.8154,0.8203,0.8208,0.8209,0.8210,0.8197,0.8202,0.8207,0.8204,0.8209,0.8195,0.8219,0.8209,0.8232,0.8226,0.8223,0.8227,0.8228,0.8222,0.8226,0.8233,0.8225,0.8231,0.8229,0.8226,0.8234,0.8233,0.8233,0.8235,0.8234,0.8236,0.8229,0.8236,0.8232,0.8239,0.8234,0.8238,0.8235,0.8242,0.8239,0.8235,0.8233,0.8238,0.8239,0.8238,0.8237,0.8234,0.8240,0.8237,0.8235,0.8237,0.8235,0.8234,0.8237,0.8236,0.8236,0.8236,0.8238,0.8237,0.8239,0.8236,0.8241,0.8231,0.8241,0.8238,0.8240,0.8238,0.8241,0.8242,0.8239,0.8238,0.8241,0.8232,0.8240,0.8240,0.8236,0.8240,0.8236,0.8237,0.8235,0.8233,0.8240,0.8236,0.8237,0.8239,0.8240,0.8243,0.8240,0.8239,0.8239,0.8236,0.8235,0.8236,0.8239,0.8237,0.8236,0.8242,0.8233,0.8239,0.8238,0.8236,0.8238,0.8244,0.8237,0.8234,0.8244,0.8245,0.8239,0.8242,0.8237,0.8239,0.8244,0.8238,0.8237,0.8242,0.8239,0.8231,0.8236,0.8244,0.8244,0.8243,0.8237,0.8240,0.8239,0.8238,0.8244,0.8235,0.8241,0.8236,0.8239,0.8240,0.8240,0.8234,0.8239,0.8244,0.8238,0.8242,0.8237,0.8243,0.8242,0.8242,0.8243,0.8244,0.8245,0.8240,0.8236,0.8242,0.8236,0.8244,0.8242,0.8241,0.8238,0.8243,0.8236,0.8242,0.8237,0.8243,0.8241,0.8236,0.8238,0.8236,0.8239,0.8240,0.8241,0.8240,0.8238,0.8235,0.8241,0.8243",0.000000,512.00,1.000000,0.000000,1.000000,"0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,0,1,1,0,1","3,0,3,0,3,0,3,0,3,0,3,0|2,1,2,1,2,1,2,1,2,1,2,1|2,3,2,3,2,3,2,3,2,3,2,3|2,1,2,1,2,1,2,1,2,1,2,1|0,3,0,3,0,3,0,3,0,3,0,3|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|1,1,1,1,1,1,1,1,1,1,1,1|2,3,2,3,2,3,2,3,2,3,2,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|1,2,1,2,1,2,1,2,1,2,1,2|0,1,0,1,0,1,0,1,0,1,0,1|2,1,2,1,2,1,2,1,2,1,2,1|2,0,2,0,2,0,2,2,0,0,2,0","-0.050659,0.189453,-0.170410,-0.055908|0.332031,-0.249512,-0.355469,0.094238|1.167969,0.107910,0.515625,0.070312|-0.751953,-0.511719,-0.433594,0.004395|0.271484,0.281250,-0.714844,-2.078125|-0.839844,-0.405273,-0.391602,0.075195|-0.603516,-0.353516,0.070312,-0.857422|-0.288086,1.316406,-1.039062,0.625000|-0.197266,-0.730469,0.080566,-0.466797|0.138672,-1.187500,0.402344,0.443359|1.367188,-0.837891,-0.699219,-0.724609|-0.980469,0.707031,-1.230469,0.509766|-0.699219,0.206055,0.917969,-1.367188|-1.164062,-1.863281,-0.274414,0.100830|-0.568359,0.251953,0.004883,-1.070312|-0.701172,-1.164062,-1.007812,-1.363281","{0: [0, 2, 4, 6, 8, 10], 1: [1, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,14.23,0.00,0.00,0.00,0.00,0.01,4.16,0.00,14.90,423.71,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.13106253743171692],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.8064221143722534],[0.8064221143722534],[0.8064221143722534],[0.0],[False],[None],['collapsed'],[False],[1],[1.8306159973144531],[0.011141359806060791],[3.932653271476738e-05],[0.00011018885561497882],[0.03762651979923248],[0.0],[0.9999986290931702],[False],[True],['upper_level_collapsed'],0.0,
