step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
50,59.032120,2225.26,6644.75,6644.75,16996.00,16005.50,16996.00,3745.62,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8144,0.8146,0.8143,0.8140,0.8150,0.8147,0.8142,0.8139,0.8143,0.8146,0.8133,0.8143,0.8150,0.8155,0.8160,0.8157,0.8150,0.8165,0.8155,0.8159,0.8152,0.8153,0.8156,0.8157,0.8166,0.8195,0.8181,0.8177,0.8182,0.8163,0.8199,0.8184,0.8176,0.8173,0.8184,0.8166,0.8217,0.8212,0.8213,0.8217,0.8212,0.8220,0.8216,0.8210,0.8218,0.8219,0.8216,0.8215,0.8234,0.8228,0.8226,0.8228,0.8231,0.8231,0.8231,0.8218,0.8228,0.8230,0.8229,0.8232,0.8230,0.8235,0.8237,0.8231,0.8231,0.8234,0.8236,0.8235,0.8227,0.8231,0.8242,0.8236,0.8240,0.8236,0.8228,0.8237,0.8235,0.8233,0.8233,0.8236,0.8233,0.8238,0.8234,0.8230,0.8233,0.8237,0.8239,0.8235,0.8234,0.8235,0.8230,0.8240,0.8242,0.8240,0.8233,0.8238,0.8236,0.8236,0.8245,0.8235,0.8239,0.8240,0.8233,0.8240,0.8238,0.8235,0.8235,0.8238,0.8241,0.8238,0.8235,0.8239,0.8237,0.8243,0.8238,0.8237,0.8239,0.8240,0.8238,0.8240,0.8237,0.8242,0.8249,0.8234,0.8241,0.8234,0.8238,0.8237,0.8239,0.8238,0.8234,0.8241,0.8238,0.8238,0.8238,0.8241,0.8236,0.8241,0.8243,0.8240,0.8243,0.8239,0.8243,0.8246,0.8242,0.8241,0.8237,0.8241,0.8239,0.8240,0.8239,0.8240,0.8241,0.8238,0.8244,0.8236,0.8241,0.8241,0.8244,0.8245,0.8237,0.8238,0.8238,0.8242,0.8241,0.8239,0.8240,0.8242,0.8244,0.8235,0.8235,0.8239,0.8238,0.8234,0.8247,0.8236,0.8245,0.8239,0.8240,0.8236,0.8244,0.8238,0.8238,0.8238,0.8243,0.8242,0.8241,0.8245,0.8233,0.8244,0.8245,0.8240",0.000000,512.00,,,,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025635,-0.221680,0.173828,0.183594|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044678,-0.160156,-0.225586,-0.099609|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010864,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.345703,-0.018921,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.024536,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.48,8.94,0.00,8.01,375.91,
100,46.746460,2256.85,6644.75,6644.75,16996.00,16005.50,16996.00,3745.62,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8123,0.8137,0.8121,0.8101,0.8138,0.8127,0.8132,0.8132,0.8134,0.8132,0.8077,0.8139,0.8161,0.8162,0.8152,0.8161,0.8160,0.8162,0.8164,0.8159,0.8152,0.8156,0.8165,0.8160,0.8193,0.8208,0.8204,0.8205,0.8205,0.8191,0.8215,0.8197,0.8191,0.8205,0.8207,0.8193,0.8225,0.8227,0.8224,0.8225,0.8229,0.8229,0.8224,0.8219,0.8230,0.8223,0.8225,0.8223,0.8231,0.8234,0.8229,0.8237,0.8233,0.8241,0.8233,0.8235,0.8229,0.8235,0.8234,0.8232,0.8231,0.8235,0.8237,0.8236,0.8236,0.8237,0.8240,0.8236,0.8236,0.8238,0.8236,0.8235,0.8242,0.8233,0.8239,0.8234,0.8238,0.8241,0.8233,0.8236,0.8235,0.8238,0.8239,0.8241,0.8243,0.8238,0.8241,0.8236,0.8239,0.8239,0.8233,0.8237,0.8241,0.8233,0.8244,0.8242,0.8234,0.8236,0.8237,0.8238,0.8239,0.8233,0.8236,0.8236,0.8235,0.8243,0.8244,0.8236,0.8238,0.8238,0.8239,0.8237,0.8241,0.8243,0.8241,0.8240,0.8242,0.8242,0.8236,0.8235,0.8243,0.8247,0.8233,0.8241,0.8240,0.8240,0.8236,0.8236,0.8245,0.8240,0.8234,0.8236,0.8242,0.8243,0.8240,0.8238,0.8237,0.8242,0.8237,0.8235,0.8243,0.8241,0.8238,0.8241,0.8242,0.8242,0.8241,0.8239,0.8240,0.8239,0.8235,0.8236,0.8240,0.8236,0.8246,0.8238,0.8246,0.8244,0.8238,0.8232,0.8241,0.8246,0.8242,0.8240,0.8234,0.8237,0.8241,0.8240,0.8242,0.8237,0.8243,0.8231,0.8241,0.8240,0.8243,0.8240,0.8240,0.8243,0.8237,0.8239,0.8238,0.8236,0.8236,0.8242,0.8235,0.8240,0.8238,0.8239,0.8243,0.8242,0.8239,0.8235",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025635,-0.221680,0.173828,0.183594|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044678,-0.160156,-0.225586,-0.099609|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010864,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.345703,-0.018921,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.024536,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.63,9.17,0.00,8.20,385.32,
150,52.090839,2258.84,6644.75,6644.75,16996.00,16005.50,16996.00,3745.62,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8115,0.8111,0.8097,0.7986,0.8068,0.8110,0.8135,0.8117,0.8133,0.8121,0.7880,0.8122,0.8152,0.8153,0.8150,0.8151,0.8149,0.8147,0.8147,0.8159,0.8147,0.8144,0.8155,0.8155,0.8209,0.8221,0.8218,0.8209,0.8214,0.8204,0.8224,0.8206,0.8212,0.8212,0.8212,0.8200,0.8233,0.8227,0.8228,0.8235,0.8233,0.8231,0.8237,0.8228,0.8235,0.8228,0.8234,0.8235,0.8238,0.8230,0.8232,0.8237,0.8234,0.8232,0.8234,0.8231,0.8234,0.8236,0.8236,0.8230,0.8235,0.8239,0.8239,0.8237,0.8235,0.8240,0.8241,0.8239,0.8232,0.8241,0.8235,0.8232,0.8243,0.8237,0.8241,0.8240,0.8237,0.8239,0.8237,0.8239,0.8239,0.8235,0.8232,0.8234,0.8238,0.8240,0.8239,0.8238,0.8242,0.8239,0.8240,0.8242,0.8239,0.8241,0.8243,0.8241,0.8243,0.8239,0.8240,0.8243,0.8242,0.8238,0.8241,0.8242,0.8238,0.8241,0.8240,0.8241,0.8238,0.8239,0.8239,0.8243,0.8241,0.8237,0.8241,0.8240,0.8241,0.8240,0.8241,0.8240,0.8234,0.8244,0.8245,0.8231,0.8242,0.8244,0.8240,0.8237,0.8237,0.8242,0.8239,0.8239,0.8239,0.8240,0.8236,0.8237,0.8239,0.8239,0.8236,0.8235,0.8242,0.8240,0.8238,0.8239,0.8240,0.8237,0.8238,0.8242,0.8243,0.8242,0.8236,0.8242,0.8236,0.8240,0.8246,0.8236,0.8242,0.8229,0.8237,0.8238,0.8237,0.8240,0.8243,0.8238,0.8242,0.8239,0.8240,0.8242,0.8243,0.8239,0.8234,0.8241,0.8238,0.8244,0.8245,0.8243,0.8237,0.8239,0.8243,0.8250,0.8243,0.8239,0.8239,0.8240,0.8236,0.8242,0.8244,0.8235,0.8237,0.8240,0.8242,0.8249",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025635,-0.221680,0.173828,0.183594|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044678,-0.160156,-0.225586,-0.099609|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010864,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.345703,-0.018921,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.024536,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.03,8.53,0.00,7.52,356.45,
200,29.300011,2261.96,6644.75,6644.75,16996.00,16005.50,16996.00,3745.62,,,,,,,,,,,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8033,0.8016,0.8038,0.7775,0.8036,0.8102,0.8135,0.8047,0.8113,0.8086,0.7666,0.8060,0.8127,0.8139,0.8137,0.8129,0.8120,0.8127,0.8122,0.8147,0.8122,0.8134,0.8140,0.8131,0.8216,0.8218,0.8218,0.8209,0.8216,0.8208,0.8222,0.8210,0.8217,0.8215,0.8215,0.8212,0.8234,0.8233,0.8229,0.8235,0.8234,0.8234,0.8230,0.8231,0.8235,0.8236,0.8226,0.8235,0.8242,0.8234,0.8238,0.8231,0.8238,0.8236,0.8234,0.8241,0.8237,0.8235,0.8234,0.8238,0.8244,0.8232,0.8236,0.8239,0.8237,0.8244,0.8241,0.8237,0.8238,0.8235,0.8235,0.8231,0.8239,0.8240,0.8236,0.8243,0.8237,0.8240,0.8240,0.8239,0.8235,0.8240,0.8240,0.8235,0.8235,0.8239,0.8237,0.8240,0.8240,0.8239,0.8233,0.8235,0.8241,0.8235,0.8241,0.8243,0.8234,0.8236,0.8241,0.8244,0.8237,0.8240,0.8238,0.8242,0.8238,0.8234,0.8234,0.8240,0.8245,0.8240,0.8230,0.8240,0.8239,0.8244,0.8242,0.8243,0.8238,0.8238,0.8239,0.8240,0.8240,0.8241,0.8240,0.8239,0.8236,0.8244,0.8245,0.8234,0.8241,0.8244,0.8241,0.8241,0.8238,0.8240,0.8235,0.8248,0.8245,0.8238,0.8239,0.8238,0.8243,0.8238,0.8235,0.8240,0.8235,0.8236,0.8238,0.8244,0.8242,0.8239,0.8239,0.8240,0.8233,0.8243,0.8235,0.8238,0.8238,0.8238,0.8246,0.8240,0.8240,0.8237,0.8238,0.8238,0.8239,0.8241,0.8238,0.8242,0.8241,0.8243,0.8237,0.8239,0.8239,0.8240,0.8239,0.8235,0.8242,0.8245,0.8237,0.8238,0.8245,0.8234,0.8240,0.8236,0.8238,0.8243,0.8235,0.8230,0.8244,0.8238,0.8241,0.8240",0.000000,512.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","1,1,1,1,1,1,1,1,1,1,1,1|2,2,2,2,2,2,2,2,2,2,2,2|3,3,3,3,3,3,3,3,3,3,3,3|2,2,2,2,2,2,2,2,2,2,2,2|2,2,2,2,2,2,2,2,2,2,2,2|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|3,3,3,3,3,3,3,3,3,3,3,3","-0.122070,0.195312,-0.098633,-0.028564|-0.152344,-0.123535,-0.116211,-0.131836|-0.025635,-0.221680,0.173828,0.183594|-0.008728,-0.236328,0.014465,-0.202148|0.017334,0.020630,0.059326,-0.102539|0.044678,-0.160156,-0.225586,-0.099609|0.062256,-0.218750,-0.159180,0.134766|-0.236328,0.291016,0.010864,-0.181641|-0.011780,0.074219,-0.040039,0.094238|0.492188,0.345703,-0.018921,0.476562|-0.059570,0.094238,0.079102,0.077148|0.345703,0.308594,-0.071289,-0.028320|-0.188477,0.077148,-0.281250,0.174805|-0.265625,0.024536,-0.287109,-0.273438|0.218750,-0.134766,0.106445,0.076660|-0.228516,-0.312500,-0.195312,-0.026367","{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]}",{0: 1.0},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,6.48,8.84,0.00,7.99,375.33,
