step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,control_feature_time_ms,hierarchy_time_ms,window_select_time_ms,control_mapping_time_ms,diagnostics_pack_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s,val_group_count_total,val_group_count_level0,val_group_count_per_level,path_mode_freq,train_group_counts_per_level,controller_logits_std_per_level,win_idx_pre_clamp,win_idx_post_clamp,decision_logits_per_level,decision_logits_var_per_level,controller_input_per_level,controller_input_cos_sim_mean_per_level,controller_input_cos_sim_min_per_level,controller_input_l2_dist_mean_per_level,controller_input_dim_var_mean_per_level,decision_logits_margin_mean_per_level,decision_logits_margin_min_per_level,decision_argmax_diversity_frac_per_level,sibling_feature_delta_norm_mean_per_level,sibling_feature_delta_norm_min_per_level,sibling_feature_delta_norm_max_per_level,sibling_feature_cos_mean_per_level,sibling_feature_cos_min_per_level,sibling_logit_delta_l2_mean_per_level,sibling_logit_delta_l2_max_per_level,sibling_logit_delta_abs_mean_per_level,sibling_logit_delta_abs_max_per_level,sibling_ranking_diff_frac_per_level,sibling_top1_differ_frac_per_level,sibling_top1_ids_per_level,pairwise_bias_l2_mean_per_level,pairwise_bias_l2_max_per_level,pairwise_bias_abs_mean_per_level,pairwise_bias_abs_max_per_level,pairwise_bias_top1_changed_frac_per_level,pairwise_base_top1_ids_per_level,joint_pair_count_per_level,joint_output_delta_l2_mean_per_level,joint_output_delta_l2_max_per_level,joint_output_abs_delta_mean_per_level,joint_output_abs_delta_max_per_level,joint_top1_changed_frac_per_level,joint_base_top1_ids_per_level,joint_output_scale_per_level,decision_raw_idx_per_level,decision_parent_idx_per_level,decision_post_parent_idx_per_level,decision_differ_from_parent_frac_per_level,decision_unique_raw_idx_per_level,decision_unique_post_parent_idx_per_level,decision_non_one_raw_count_per_level,decision_non_one_post_parent_count_per_level,decision_head_idx_before_execution_mapping,decision_head_idx_after_execution_mapping,decision_unique_head_idx_before_execution_mapping,decision_unique_head_idx_after_execution_mapping,decision_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_head_idx_before_execution_mapping,decision_all_layers_unique_head_idx_after_execution_mapping,decision_all_layers_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_raw_idx_per_level,decision_all_layers_unique_post_parent_idx_per_level,all_layers_sibling_ranking_diff_frac_per_level,all_layers_sibling_top1_differ_frac_per_level,all_layers_sibling_top1_ids_per_level,all_layers_joint_pair_count_per_level,all_layers_joint_output_delta_l2_mean_per_level,all_layers_joint_output_abs_delta_mean_per_level,all_layers_joint_top1_changed_frac_per_level,all_layers_joint_base_top1_ids_per_level,hierarchy_head_group_map_per_level,hierarchy_group_members_per_level,cluster_metric_per_level,cluster_threshold_kind_per_level,cluster_threshold_per_level,cluster_item_count_per_level,cluster_groups_before_merge_per_level,cluster_groups_after_merge_per_level,cluster_groups_merged_per_level,cluster_sim_min_per_level,cluster_sim_mean_per_level,cluster_sim_max_per_level,cluster_sim_std_per_level,cluster_forced_bipartition_per_level,cluster_force_split_anchor_similarity_per_level,cluster_origin_per_level,cluster_forced_bipartition_allowed_per_level,cluster_groups_before_force_per_level,cluster_feature_norm_mean_per_level,cluster_feature_norm_std_per_level,cluster_feature_dim_var_mean_per_level,cluster_feature_dim_var_std_per_level,cluster_feature_l2_dist_mean_per_level,cluster_feature_l2_dist_std_per_level,cluster_feature_top_singular_ratio_per_level,hierarchy_level_added_per_level,hierarchy_growth_stopped_per_level,hierarchy_stop_reason_per_level,cluster_forced_bipartition_level0,cluster_force_split_anchor_similarity_level0
50,60.011787,7120.23,6520.51,6520.51,16828.00,15881.27,16828.00,3289.58,2217.52,33395.79,389.80,2.22,4411.78,1114.65,1482.19,0.00,3453.65,56958.48,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8139,0.8150,0.8145,0.8133,0.8137,0.8153,0.8124,0.8147,0.8149,0.8143,0.8136,0.8143,0.8155,0.8155,0.8151,0.8151,0.8153,0.8161,0.8159,0.8157,0.8149,0.8160,0.8152,0.8158,0.8178,0.8177,0.8168,0.8183,0.8174,0.8175,0.8175,0.8171,0.8194,0.8181,0.8191,0.8181,0.8215,0.8207,0.8218,0.8220,0.8205,0.8211,0.8218,0.8212,0.8212,0.8215,0.8216,0.8223,0.8231,0.8237,0.8225,0.8227,0.8228,0.8225,0.8232,0.8226,0.8229,0.8230,0.8233,0.8228,0.8237,0.8232,0.8236,0.8232,0.8239,0.8230,0.8237,0.8236,0.8240,0.8232,0.8234,0.8235,0.8230,0.8241,0.8237,0.8233,0.8238,0.8231,0.8227,0.8235,0.8231,0.8237,0.8246,0.8240,0.8234,0.8235,0.8238,0.8237,0.8240,0.8235,0.8233,0.8236,0.8241,0.8240,0.8248,0.8239,0.8238,0.8241,0.8237,0.8234,0.8238,0.8235,0.8239,0.8232,0.8235,0.8231,0.8240,0.8239,0.8234,0.8240,0.8239,0.8244,0.8241,0.8239,0.8245,0.8240,0.8240,0.8241,0.8236,0.8237,0.8244,0.8241,0.8243,0.8245,0.8245,0.8239,0.8242,0.8236,0.8241,0.8242,0.8237,0.8241,0.8239,0.8239,0.8235,0.8240,0.8239,0.8238,0.8238,0.8242,0.8240,0.8238,0.8237,0.8238,0.8239,0.8236,0.8236,0.8244,0.8238,0.8236,0.8238,0.8234,0.8239,0.8240,0.8241,0.8236,0.8235,0.8237,0.8236,0.8243,0.8239,0.8246,0.8240,0.8241,0.8243,0.8242,0.8235,0.8245,0.8239,0.8242,0.8236,0.8237,0.8240,0.8242,0.8241,0.8247,0.8246,0.8244,0.8244,0.8239,0.8239,0.8230,0.8236,0.8244,0.8238,0.8239,0.8242,0.8240,0.8242,0.8232,0.8239,0.8239",0.000000,512.00,,,,"0,1,0,0,1,0,1,0,1,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,0,1,0,1,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1","0,2,0,0,2,0,2,0,2,2,0,2|0,0,0,0,0,0,0,0,0,0,0,0|0,1,0,1,0,1,0,1,0,1,0,1|1,1,1,1,1,1,1,1,1,1,1,1|3,0,3,0,3,0,3,0,3,0,3,0|1,2,1,2,1,2,1,2,1,2,1,2|2,2,2,2,2,2,2,2,2,2,2,2|1,0,1,0,1,0,1,1,0,1,0,0|0,0,0,0,0,0,0,0,0,0,0,0|3,1,3,1,3,1,3,1,3,1,3,1|2,0,2,0,2,0,2,0,2,0,2,0|0,0,0,0,0,0,0,0,0,0,0,0|3,1,3,1,3,1,3,1,3,1,3,1|0,2,0,2,0,2,0,2,0,2,0,2|3,0,3,0,3,0,3,0,3,0,3,0|1,0,1,0,1,0,1,0,1,0,1,0","-0.261719,-0.011963,-0.106934,0.096680|0.247070,0.142090,-0.374023,0.159180|0.070068,0.464844,0.859375,-0.294922|-0.096191,0.217773,-0.656250,0.164062|0.019043,0.972656,0.381836,0.496094|0.927734,0.127930,-0.382812,1.250000|0.000488,0.094971,0.738281,-0.404297|0.182617,-0.761719,0.867188,-0.552734|0.980469,0.818359,-0.062500,-0.646484|0.166504,0.640625,-0.761719,0.051758|0.110352,-0.498047,0.375977,0.427734|1.398438,0.597656,0.482422,-0.277344|0.996094,0.432617,0.535156,-0.388672|-0.155762,-0.570312,-0.740234,0.242188|-0.347656,0.804688,-0.215820,0.308594|-0.214355,-1.117188,-0.845703,-0.138672","{0: [0, 2, 3, 5, 7, 10], 1: [1, 4, 6, 8, 9, 11]}","{0: 1.0, 1: 1.0}",512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,13.16,0.00,0.00,0.00,0.00,0.02,4.20,0.00,13.89,408.60,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.13159313797950745],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.8773479461669922],[0.8773479461669922],[0.8773479461669922],[0.0],[False],[None],['collapsed'],[False],[1],[1.8587688207626343],[0.00715184211730957],[1.745837835187558e-05],[4.921356958220713e-05],[0.025069933384656906],[0.0],[0.9999968409538269],[False],[True],['upper_level_collapsed'],0.0,
100,53.245377,6944.27,6520.51,6520.51,16828.00,15881.27,16828.00,3289.58,2217.70,33396.79,389.80,2.22,4412.78,1115.83,1483.04,0.00,3456.63,56958.48,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8136,0.8140,0.8134,0.8090,0.8126,0.8142,0.8075,0.8144,0.8137,0.8135,0.8122,0.8126,0.8157,0.8157,0.8161,0.8147,0.8161,0.8158,0.8148,0.8159,0.8158,0.8149,0.8161,0.8155,0.8202,0.8207,0.8198,0.8201,0.8196,0.8201,0.8203,0.8190,0.8204,0.8199,0.8213,0.8197,0.8228,0.8224,0.8226,0.8228,0.8222,0.8227,0.8224,0.8220,0.8230,0.8222,0.8233,0.8229,0.8232,0.8236,0.8231,0.8239,0.8236,0.8237,0.8240,0.8231,0.8234,0.8235,0.8237,0.8231,0.8240,0.8238,0.8231,0.8236,0.8236,0.8231,0.8237,0.8236,0.8234,0.8236,0.8230,0.8238,0.8240,0.8234,0.8238,0.8238,0.8234,0.8235,0.8232,0.8232,0.8236,0.8239,0.8233,0.8238,0.8237,0.8238,0.8241,0.8242,0.8233,0.8239,0.8232,0.8234,0.8234,0.8239,0.8235,0.8238,0.8245,0.8241,0.8235,0.8237,0.8236,0.8239,0.8239,0.8241,0.8239,0.8234,0.8235,0.8237,0.8238,0.8239,0.8241,0.8238,0.8238,0.8234,0.8242,0.8232,0.8242,0.8233,0.8237,0.8239,0.8243,0.8238,0.8240,0.8238,0.8240,0.8237,0.8239,0.8237,0.8239,0.8240,0.8243,0.8244,0.8242,0.8239,0.8235,0.8237,0.8245,0.8237,0.8239,0.8240,0.8241,0.8239,0.8249,0.8241,0.8241,0.8239,0.8237,0.8236,0.8240,0.8239,0.8239,0.8236,0.8241,0.8242,0.8239,0.8245,0.8241,0.8242,0.8241,0.8240,0.8242,0.8240,0.8235,0.8242,0.8238,0.8236,0.8237,0.8236,0.8236,0.8240,0.8244,0.8246,0.8243,0.8241,0.8241,0.8234,0.8235,0.8239,0.8237,0.8247,0.8236,0.8247,0.8245,0.8239,0.8243,0.8242,0.8238,0.8242,0.8240,0.8246,0.8236,0.8241",0.000000,512.00,1.000000,0.000000,1.000000,"0,1,0,0,1,0,1,0,1,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,0,1,0,1,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1","0,2,0,0,2,0,2,0,2,2,0,2|0,0,0,0,0,0,0,0,0,0,0,0|0,1,0,1,0,1,0,1,0,1,0,1|1,1,1,1,1,1,1,1,1,1,1,1|1,0,1,0,1,0,1,0,1,0,1,0|1,2,1,2,1,2,1,2,1,2,1,2|2,3,2,3,2,3,2,3,2,3,2,3|1,0,1,0,1,0,1,1,0,1,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,1,1,1,1,1,1,1,1,1,1,1|2,0,2,0,2,0,2,0,2,0,2,0|0,3,0,3,0,3,0,3,0,3,0,3|3,1,3,1,3,1,3,1,3,1,3,1|1,2,1,2,1,2,1,2,1,2,1,2|3,0,3,0,3,0,3,0,3,0,3,0|1,0,1,0,1,0,1,0,1,0,1,0","-0.262695,-0.010498,-0.105957,0.098633|0.231934,0.134766,-0.371094,0.144043|0.064087,0.513672,0.941406,-0.341797|-0.160156,0.240234,-0.757812,0.104492|0.057617,1.156250,0.404297,0.574219|1.054688,0.184570,-0.458984,1.414062|0.014160,0.093018,0.863281,-0.478516|0.206055,-0.882812,1.000000,-0.628906|1.140625,0.988281,-0.079102,-0.681641|0.167969,0.708984,-0.914062,0.084961|0.133789,-0.558594,0.430664,0.486328|1.578125,0.664062,0.529297,-0.314453|1.152344,0.489258,0.601562,-0.427734|-0.152344,-0.636719,-0.890625,0.318359|-0.431641,0.908203,-0.198242,0.358398|-0.214355,-1.246094,-0.910156,-0.158203","{0: [0, 2, 3, 5, 7, 10], 1: [1, 4, 6, 8, 9, 11]}","{0: 1.0, 1: 1.0}",512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,15.46,0.00,0.00,0.00,0.00,0.02,4.16,0.00,16.16,445.04,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.13266834616661072],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.789900541305542],[0.789900541305542],[0.789900541305542],[0.0],[False],[None],['collapsed'],[False],[1],[1.8940277099609375],[0.01251763105392456],[5.334545494406484e-05],[0.00015048126806505024],[0.04382278397679329],[0.0],[0.9999989867210388],[False],[True],['upper_level_collapsed'],0.0,
