step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,step_time_ms,eval_time_s
850,9.614269,2394.12,2053.50,,,2053.50,120.86,407281.38,,,,81.19,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6563,0.5891,0.5233,0.5364,0.6035,0.6106,0.6008,0.6375,0.6207,0.6093,0.5810,0.5862,0.5946,0.6284,0.5688,0.5870,0.7204,0.7208,0.7207,0.7217,0.7212,0.7205,0.7202,0.7214,0.8235,0.8239,0.8240,0.8237,0.8238,0.8243,0.8234,0.8238,0.8241,0.8244,0.8237,0.8245,0.8243,0.8241,0.8234,0.8242,0.6303,0.6305,0.6307,0.6307,0.6309,0.6307,0.6311,0.6304,0.7932,0.7923,0.7930,0.7931,0.7927,0.7931,0.7933,0.7926,0.8233,0.8241,0.8244,0.8237,0.8240,0.8238,0.8234,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},772.32,
900,9.737288,3940.68,2053.50,,,2053.50,105.44,407285.92,,,,69.69,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6416,0.5789,0.5120,0.5471,0.5990,0.6082,0.5895,0.6481,0.6173,0.6240,0.5890,0.6043,0.5895,0.6440,0.5911,0.5984,0.7204,0.7211,0.7204,0.7214,0.7212,0.7210,0.7159,0.7210,0.8241,0.8239,0.8238,0.8240,0.8236,0.8232,0.8236,0.8236,0.8238,0.8241,0.8234,0.8236,0.8240,0.8238,0.8233,0.8238,0.6303,0.6305,0.6300,0.6303,0.6307,0.6315,0.6308,0.6303,0.7931,0.7921,0.7929,0.7927,0.7929,0.7926,0.7928,0.7930,0.8243,0.8243,0.8239,0.8248,0.8243,0.8240,0.8242,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},956.48,
950,9.771361,3444.55,2053.50,,,2053.50,109.55,407288.92,,,,71.80,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6368,0.5723,0.5152,0.5373,0.5944,0.6025,0.5921,0.6391,0.6172,0.6249,0.5987,0.6107,0.5896,0.6428,0.6051,0.6065,0.7197,0.7210,0.7197,0.7215,0.7210,0.7202,0.7065,0.7202,0.8233,0.8233,0.8238,0.8242,0.8237,0.8239,0.8234,0.8239,0.8237,0.8239,0.8243,0.8238,0.8240,0.8238,0.8238,0.8237,0.6309,0.6305,0.6307,0.6307,0.6308,0.6309,0.6304,0.6307,0.7922,0.7931,0.7924,0.7931,0.7929,0.7929,0.7925,0.7928,0.8242,0.8241,0.8243,0.8241,0.8238,0.8242,0.8234,0.8240",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},992.96,
1000,9.088369,3436.94,2053.50,,,2053.50,110.95,407294.92,,,,72.75,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6346,0.5681,0.5055,0.5371,0.5813,0.5939,0.5819,0.6344,0.6257,0.6526,0.6244,0.6239,0.6013,0.6554,0.6267,0.6278,0.7201,0.7204,0.7209,0.7212,0.7215,0.7207,0.7100,0.7206,0.8241,0.8237,0.8240,0.8239,0.8237,0.8238,0.8241,0.8237,0.8242,0.8236,0.8240,0.8230,0.8237,0.8236,0.8236,0.8237,0.6306,0.6307,0.6304,0.6306,0.6303,0.6300,0.6298,0.6311,0.7923,0.7928,0.7927,0.7929,0.7936,0.7929,0.7935,0.7925,0.8240,0.8241,0.8238,0.8238,0.8244,0.8244,0.8241,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},838.11,
1000,,,,8.290041,3983.9975
1050,9.733971,2031.83,2053.50,,,2053.50,114.50,407302.38,,,,74.75,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6343,0.5578,0.4999,0.5424,0.5738,0.5962,0.5867,0.6408,0.6377,0.6631,0.6309,0.6289,0.6103,0.6637,0.6391,0.6392,0.7204,0.7213,0.7195,0.7206,0.7209,0.7212,0.7080,0.7212,0.8236,0.8236,0.8240,0.8244,0.8242,0.8243,0.8242,0.8239,0.8241,0.8239,0.8235,0.8246,0.8245,0.8242,0.8244,0.8236,0.6302,0.6308,0.6306,0.6302,0.6299,0.6301,0.6305,0.6305,0.7934,0.7927,0.7927,0.7927,0.7932,0.7927,0.7935,0.7933,0.8241,0.8240,0.8244,0.8235,0.8240,0.8233,0.8241,0.8238",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},906.93,
1100,9.241631,3821.33,2053.50,,,2053.50,133.59,407305.39,,,,90.58,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6252,0.5515,0.4899,0.5298,0.5739,0.5966,0.5770,0.6401,0.6257,0.6586,0.6275,0.6195,0.6037,0.6544,0.6320,0.6321,0.7199,0.7210,0.7196,0.7207,0.7215,0.7202,0.7021,0.7206,0.8236,0.8239,0.8236,0.8238,0.8235,0.8228,0.8235,0.8236,0.8242,0.8238,0.8241,0.8245,0.8244,0.8242,0.8242,0.8239,0.6303,0.6303,0.6312,0.6306,0.6299,0.6296,0.6303,0.6305,0.7925,0.7925,0.7935,0.7927,0.7927,0.7937,0.7927,0.7926,0.8237,0.8237,0.8236,0.8240,0.8242,0.8238,0.8235,0.8234",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},729.49,
1150,9.043612,2863.25,2053.50,,,2053.50,78.50,407310.94,,,,52.44,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6242,0.5514,0.4764,0.5337,0.5622,0.6084,0.5754,0.6300,0.6190,0.6641,0.6327,0.6245,0.6042,0.6532,0.6387,0.6394,0.7202,0.7207,0.7190,0.7217,0.7212,0.7210,0.6734,0.7212,0.8233,0.8234,0.8236,0.8241,0.8236,0.8234,0.8244,0.8241,0.8229,0.8235,0.8241,0.8240,0.8240,0.8239,0.8245,0.8231,0.6299,0.6306,0.6307,0.6313,0.6309,0.6308,0.6309,0.6302,0.7928,0.7928,0.7929,0.7936,0.7929,0.7922,0.7938,0.7927,0.8243,0.8247,0.8237,0.8239,0.8238,0.8238,0.8247,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},1940.47,
1200,9.507734,3257.90,2053.50,,,2053.50,113.44,407315.39,,,,75.66,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6228,0.5516,0.4813,0.5408,0.5583,0.6029,0.5758,0.6377,0.6391,0.6745,0.6457,0.6391,0.6208,0.6615,0.6508,0.6531,0.7203,0.7210,0.7197,0.7220,0.7217,0.7206,0.7019,0.7211,0.8240,0.8237,0.8235,0.8244,0.8228,0.8242,0.8237,0.8235,0.8243,0.8243,0.8239,0.8235,0.8240,0.8240,0.8241,0.8240,0.6305,0.6300,0.6309,0.6305,0.6301,0.6309,0.6307,0.6303,0.7927,0.7933,0.7930,0.7932,0.7931,0.7926,0.7936,0.7931,0.8240,0.8245,0.8242,0.8239,0.8244,0.8243,0.8240,0.8240",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},741.98,
1200,,,,8.012254,3017.7127
1250,9.474102,2651.28,2053.50,,,2053.50,121.50,407323.39,,,,81.36,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6186,0.5427,0.4698,0.5299,0.5582,0.5935,0.5750,0.6256,0.6313,0.6715,0.6459,0.6318,0.6063,0.6567,0.6487,0.6489,0.7197,0.7215,0.7195,0.7216,0.7209,0.7206,0.6610,0.7206,0.8241,0.8240,0.8241,0.8235,0.8239,0.8244,0.8237,0.8240,0.8238,0.8231,0.8240,0.8238,0.8242,0.8238,0.8236,0.8231,0.6310,0.6309,0.6302,0.6303,0.6310,0.6304,0.6308,0.6302,0.7923,0.7934,0.7931,0.7932,0.7931,0.7933,0.7927,0.7930,0.8238,0.8238,0.8239,0.8233,0.8240,0.8241,0.8242,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},726.98,
1300,9.031248,4151.36,2053.50,,,2053.50,123.75,407326.84,,,,82.91,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6158,0.5487,0.4741,0.5261,0.5479,0.5869,0.5640,0.6285,0.6301,0.6748,0.6494,0.6346,0.6168,0.6492,0.6541,0.6489,0.7203,0.7210,0.7185,0.7212,0.7216,0.7201,0.6883,0.7210,0.8234,0.8236,0.8240,0.8232,0.8241,0.8234,0.8243,0.8241,0.8242,0.8234,0.8234,0.8244,0.8238,0.8243,0.8227,0.8238,0.6301,0.6302,0.6311,0.6308,0.6308,0.6302,0.6303,0.6295,0.7927,0.7932,0.7930,0.7924,0.7930,0.7927,0.7928,0.7939,0.8240,0.8244,0.8243,0.8241,0.8241,0.8239,0.8244,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},762.84,
1350,9.176014,4123.31,2053.50,,,2053.50,124.08,407333.94,,,,84.16,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6139,0.5497,0.4642,0.5280,0.5427,0.5860,0.5695,0.6269,0.6397,0.6815,0.6586,0.6445,0.6234,0.6546,0.6586,0.6580,0.7202,0.7211,0.7189,0.7221,0.7210,0.7212,0.7079,0.7212,0.8239,0.8234,0.8236,0.8240,0.8240,0.8239,0.8239,0.8241,0.8244,0.8235,0.8235,0.8239,0.8243,0.8235,0.8241,0.8242,0.6309,0.6304,0.6305,0.6303,0.6298,0.6304,0.6310,0.6310,0.7932,0.7928,0.7930,0.7919,0.7920,0.7931,0.7928,0.7924,0.8244,0.8239,0.8243,0.8240,0.8236,0.8243,0.8243,0.8243",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},744.84,
1400,9.134695,4053.86,2053.50,,,2053.50,120.33,407336.94,,,,80.91,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6138,0.5494,0.4626,0.5380,0.5414,0.5960,0.5678,0.6270,0.6304,0.6760,0.6537,0.6394,0.6104,0.6368,0.6592,0.6555,0.7195,0.7206,0.7177,0.7212,0.7204,0.7212,0.6507,0.7207,0.8238,0.8238,0.8238,0.8239,0.8244,0.8240,0.8238,0.8240,0.8241,0.8236,0.8240,0.8238,0.8237,0.8236,0.8238,0.8238,0.6306,0.6302,0.6307,0.6311,0.6304,0.6315,0.6307,0.6305,0.7922,0.7930,0.7930,0.7925,0.7916,0.7927,0.7935,0.7934,0.8245,0.8239,0.8240,0.8235,0.8237,0.8239,0.8243,0.8239",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},805.11,
1400,,,,7.876925,2635.7560
1450,9.286604,2545.33,2053.50,,,2053.50,137.86,407343.84,,,,94.97,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6218,0.5560,0.4528,0.5268,0.5343,0.5935,0.5757,0.6188,0.6327,0.6776,0.6533,0.6383,0.6139,0.6445,0.6574,0.6590,0.7193,0.7205,0.7178,0.7212,0.7214,0.7209,0.6030,0.7205,0.8238,0.8237,0.8239,0.8242,0.8232,0.8240,0.8238,0.8239,0.8240,0.8237,0.8237,0.8238,0.8242,0.8239,0.8234,0.8238,0.6307,0.6314,0.6311,0.6311,0.6303,0.6308,0.6313,0.6302,0.7927,0.7933,0.7932,0.7929,0.7928,0.7929,0.7929,0.7933,0.8238,0.8241,0.8239,0.8239,0.8237,0.8235,0.8247,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},784.01,
1500,9.024065,3948.36,2053.50,,,2053.50,122.89,407348.84,,,,83.98,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6064,0.5517,0.4523,0.5259,0.5426,0.5928,0.5666,0.6194,0.6269,0.6746,0.6512,0.6367,0.6137,0.6318,0.6577,0.6545,0.7196,0.7210,0.7159,0.7218,0.7216,0.7209,0.6573,0.7207,0.8236,0.8246,0.8242,0.8231,0.8238,0.8247,0.8232,0.8242,0.8239,0.8246,0.8239,0.8242,0.8237,0.8237,0.8244,0.8237,0.6305,0.6306,0.6299,0.6301,0.6310,0.6305,0.6304,0.6295,0.7931,0.7929,0.7927,0.7933,0.7927,0.7924,0.7929,0.7926,0.8242,0.8241,0.8237,0.8240,0.8246,0.8241,0.8240,0.8239",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},783.48,
1550,8.850462,3924.98,2053.50,,,2053.50,107.89,407353.39,,,,71.77,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6056,0.5478,0.4648,0.5161,0.5334,0.5942,0.5612,0.6191,0.6129,0.6623,0.6373,0.6249,0.5987,0.6214,0.6436,0.6477,0.7182,0.7210,0.7148,0.7212,0.7208,0.7201,0.5864,0.7210,0.8238,0.8237,0.8237,0.8239,0.8231,0.8235,0.8241,0.8242,0.8240,0.8237,0.8243,0.8233,0.8237,0.8239,0.8244,0.8241,0.6307,0.6302,0.6298,0.6309,0.6308,0.6301,0.6303,0.6297,0.7931,0.7925,0.7926,0.7929,0.7927,0.7928,0.7931,0.7931,0.8236,0.8243,0.8244,0.8237,0.8238,0.8235,0.8238,0.8243",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},854.24,
1600,8.771946,3921.83,2053.50,,,2053.50,122.80,407357.39,,,,84.77,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6060,0.5464,0.4436,0.5249,0.5425,0.5930,0.5616,0.6102,0.6172,0.6715,0.6443,0.6291,0.5980,0.6300,0.6512,0.6525,0.7197,0.7209,0.7144,0.7202,0.7215,0.7204,0.6298,0.7212,0.8237,0.8235,0.8240,0.8242,0.8230,0.8236,0.8239,0.8240,0.8237,0.8241,0.8240,0.8233,0.8242,0.8238,0.8240,0.8244,0.6310,0.6305,0.6310,0.6309,0.6305,0.6310,0.6301,0.6304,0.7926,0.7929,0.7926,0.7928,0.7924,0.7928,0.7925,0.7933,0.8246,0.8235,0.8243,0.8242,0.8237,0.8241,0.8240,0.8236",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},795.01,
1600,,,,7.804971,2452.7655
1650,8.896659,2558.61,2053.50,,,2053.50,137.41,407365.39,,,,96.94,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6067,0.5433,0.4416,0.5295,0.5332,0.5885,0.5652,0.6109,0.6264,0.6773,0.6517,0.6375,0.6096,0.6285,0.6559,0.6599,0.7195,0.7206,0.7155,0.7212,0.7212,0.7203,0.6492,0.7214,0.8239,0.8237,0.8238,0.8239,0.8231,0.8242,0.8233,0.8240,0.8239,0.8236,0.8234,0.8240,0.8244,0.8241,0.8243,0.8244,0.6310,0.6303,0.6300,0.6300,0.6310,0.6305,0.6308,0.6299,0.7927,0.7929,0.7925,0.7924,0.7929,0.7926,0.7929,0.7930,0.8240,0.8234,0.8242,0.8236,0.8233,0.8236,0.8238,0.8235",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},787.46,
1700,9.081833,3956.57,2053.50,,,2053.50,130.64,407370.39,,,,92.47,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6090,0.5511,0.4422,0.5209,0.5356,0.5843,0.5634,0.6104,0.6184,0.6747,0.6493,0.6351,0.6068,0.6178,0.6554,0.6593,0.7194,0.7209,0.7144,0.7214,0.7211,0.7207,0.6261,0.7209,0.8240,0.8242,0.8241,0.8239,0.8241,0.8235,0.8234,0.8239,0.8233,0.8243,0.8241,0.8237,0.8237,0.8238,0.8241,0.8237,0.6306,0.6304,0.6305,0.6316,0.6302,0.6310,0.6303,0.6303,0.7931,0.7924,0.7924,0.7933,0.7937,0.7929,0.7928,0.7930,0.8241,0.8242,0.8235,0.8239,0.8248,0.8240,0.8241,0.8235",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},810.97,
1750,8.675665,3949.54,2053.50,,,2053.50,137.23,407373.94,,,,98.22,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.6116,0.5532,0.4605,0.5211,0.5367,0.5906,0.5628,0.6067,0.6218,0.6758,0.6503,0.6343,0.6097,0.6310,0.6539,0.6562,0.7194,0.7204,0.7153,0.7208,0.7214,0.7202,0.6187,0.7213,0.8237,0.8238,0.8240,0.8243,0.8240,0.8242,0.8234,0.8240,0.8239,0.8241,0.8244,0.8235,0.8245,0.8233,0.8235,0.8242,0.6298,0.6299,0.6302,0.6310,0.6309,0.6306,0.6301,0.6310,0.7939,0.7928,0.7925,0.7928,0.7927,0.7933,0.7929,0.7928,0.8237,0.8242,0.8241,0.8241,0.8238,0.8242,0.8239,0.8243",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},803.27,
