step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
7750,6.370034,4087.82,2015.08,,,2015.08,140.33,407953.27,,,,100.02,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5737,0.5932,0.4235,0.4988,0.5846,0.5224,0.5163,0.5443,0.4859,0.5948,0.5979,0.4396,0.4504,0.5653,0.5253,0.5487,0.6836,0.5662,0.6813,0.6853,0.5933,0.6918,0.6597,0.6859,0.8238,0.8014,0.7734,0.7473,0.8241,0.8223,0.8245,0.8003,0.8232,0.8237,0.8239,0.8239,0.8242,0.8239,0.8246,0.8234,0.6296,0.6310,0.6137,0.6284,0.6283,0.6304,0.6250,0.6291,0.7214,0.7217,0.7216,0.7222,0.7215,0.7213,0.7220,0.7219,0.8240,0.8241,0.8240,0.8238,0.8241,0.8240,0.8241,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.13,,11.31,740.55,
7800,6.364640,4078.78,2015.08,,,2015.08,144.44,407958.27,,,,103.88,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5721,0.5878,0.4081,0.5033,0.5867,0.5277,0.5137,0.5468,0.4840,0.5878,0.5897,0.4131,0.4489,0.5394,0.4943,0.5488,0.6810,0.5466,0.6693,0.6900,0.5666,0.6863,0.6636,0.6920,0.8230,0.8034,0.7732,0.7618,0.8238,0.8228,0.8238,0.7976,0.8240,0.8243,0.8238,0.8238,0.8240,0.8240,0.8235,0.8235,0.6285,0.6300,0.6122,0.6273,0.6282,0.6299,0.6244,0.6271,0.7225,0.7224,0.7214,0.7219,0.7215,0.7218,0.7219,0.7215,0.8241,0.8238,0.8239,0.8239,0.8238,0.8241,0.8239,0.8244",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.11,,11.78,733.57,
7850,6.459369,4094.70,2015.08,,,2015.08,141.16,407963.27,,,,101.09,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5746,0.5918,0.4182,0.5020,0.5903,0.5271,0.5161,0.5496,0.4860,0.5824,0.5970,0.3950,0.3863,0.5522,0.5279,0.5449,0.6848,0.5948,0.6923,0.6924,0.5499,0.6978,0.6808,0.6992,0.8239,0.7837,0.7585,0.7625,0.8237,0.8226,0.8234,0.7751,0.8237,0.8243,0.8240,0.8239,0.8243,0.8240,0.8244,0.8234,0.6292,0.6297,0.6113,0.6279,0.6283,0.6300,0.6243,0.6286,0.7221,0.7227,0.7219,0.7219,0.7221,0.7218,0.7218,0.7213,0.8237,0.8238,0.8242,0.8241,0.8237,0.8239,0.8242,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.29,,11.74,731.36,
7900,6.344809,4082.62,2015.08,,,2015.08,144.39,407967.27,,,,104.25,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5831,0.5947,0.4276,0.5066,0.5864,0.5158,0.5328,0.5564,0.4842,0.5843,0.5922,0.4125,0.4902,0.5527,0.5218,0.5587,0.6695,0.6119,0.6865,0.6940,0.6012,0.6640,0.6641,0.6974,0.8238,0.8080,0.7928,0.7834,0.8239,0.8236,0.8241,0.7830,0.8240,0.8235,0.8238,0.8239,0.8239,0.8235,0.8230,0.8236,0.6299,0.6303,0.6090,0.6273,0.6268,0.6307,0.6244,0.6279,0.7225,0.7220,0.7216,0.7219,0.7223,0.7214,0.7221,0.7224,0.8236,0.8244,0.8240,0.8238,0.8241,0.8243,0.8239,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.37,,12.36,750.54,
7950,6.466130,4082.08,2015.08,,,2015.08,147.41,407972.27,,,,106.80,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5762,0.5912,0.4176,0.5064,0.5849,0.5309,0.5147,0.5565,0.4736,0.5870,0.6004,0.4224,0.4270,0.5534,0.5267,0.5596,0.6838,0.5888,0.6993,0.6924,0.5880,0.6904,0.6668,0.6906,0.8235,0.8000,0.7602,0.7639,0.8239,0.8225,0.8233,0.7894,0.8238,0.8243,0.8243,0.8235,0.8244,0.8242,0.8237,0.8237,0.6288,0.6301,0.6074,0.6281,0.6284,0.6306,0.6235,0.6281,0.7214,0.7212,0.7220,0.7218,0.7223,0.7216,0.7219,0.7217,0.8237,0.8240,0.8241,0.8241,0.8238,0.8237,0.8236,0.8241",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,27.26,,10.85,737.21,
8000,6.467146,4078.82,2015.08,,,2015.08,144.27,407976.27,,,,104.09,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5739,0.5881,0.4137,0.5135,0.5914,0.5363,0.5169,0.5586,0.4770,0.5877,0.6000,0.4347,0.4326,0.5503,0.5072,0.5506,0.6776,0.6042,0.7011,0.6869,0.6181,0.6966,0.6487,0.6924,0.8236,0.7665,0.7466,0.7612,0.8238,0.8224,0.8234,0.7560,0.8239,0.8245,0.8239,0.8236,0.8239,0.8237,0.8239,0.8226,0.6291,0.6309,0.6029,0.6278,0.6262,0.6299,0.6226,0.6281,0.7218,0.7222,0.7224,0.7212,0.7218,0.7217,0.7223,0.7221,0.8238,0.8240,0.8241,0.8233,0.8237,0.8240,0.8242,0.8243",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.94,,11.29,765.84,
8000,,,,6.522866,680.5262
8050,6.845325,2624.72,2015.08,,,2015.08,143.64,407982.72,,,,103.30,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5808,0.5988,0.4237,0.5200,0.5966,0.5307,0.5260,0.5596,0.4903,0.5814,0.6039,0.4317,0.4098,0.5382,0.5120,0.5520,0.6688,0.6258,0.6880,0.6956,0.6288,0.6873,0.6811,0.7076,0.8238,0.8038,0.7843,0.7754,0.8241,0.8235,0.8239,0.8016,0.8236,0.8236,0.8241,0.8238,0.8233,0.8242,0.8237,0.8229,0.6278,0.6300,0.6033,0.6271,0.6261,0.6300,0.6228,0.6282,0.7222,0.7220,0.7219,0.7222,0.7221,0.7212,0.7215,0.7216,0.8239,0.8245,0.8239,0.8247,0.8244,0.8237,0.8243,0.8241",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.95,,10.93,749.94,
8100,6.470476,4075.82,2015.08,,,2015.08,151.28,407986.72,,,,111.08,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5830,0.5993,0.4116,0.5058,0.5928,0.5291,0.5158,0.5541,0.4788,0.5868,0.6001,0.4431,0.4154,0.5488,0.5183,0.5589,0.6611,0.6215,0.6851,0.6927,0.5632,0.6716,0.6873,0.7104,0.8240,0.8138,0.8046,0.8017,0.8242,0.8229,0.8238,0.8084,0.8243,0.8242,0.8240,0.8242,0.8240,0.8238,0.8247,0.8236,0.6289,0.6293,0.6005,0.6268,0.6271,0.6306,0.6211,0.6282,0.7220,0.7213,0.7220,0.7220,0.7215,0.7216,0.7210,0.7221,0.8241,0.8241,0.8242,0.8241,0.8243,0.8243,0.8245,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.99,,11.29,767.18,
8150,6.493999,4077.12,2015.08,,,2015.08,146.97,407992.27,,,,106.52,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5764,0.5925,0.4204,0.5041,0.5856,0.5257,0.5237,0.5523,0.4709,0.5914,0.5951,0.3717,0.4360,0.5325,0.4884,0.5408,0.6764,0.6104,0.6753,0.6859,0.6125,0.6862,0.6618,0.6942,0.8242,0.7703,0.7423,0.7283,0.8240,0.8226,0.8232,0.7750,0.8240,0.8243,0.8242,0.8243,0.8238,0.8230,0.8248,0.8230,0.6279,0.6304,0.5907,0.6261,0.6265,0.6298,0.6177,0.6269,0.7221,0.7220,0.7218,0.7216,0.7218,0.7223,0.7219,0.7221,0.8239,0.8240,0.8245,0.8238,0.8240,0.8243,0.8238,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.81,,11.26,736.17,
8200,6.631625,4085.26,2015.08,,,2015.08,155.25,408003.27,,,,114.59,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5725,0.5879,0.4125,0.5126,0.5884,0.5335,0.5026,0.5473,0.4816,0.5920,0.6043,0.4183,0.3707,0.5794,0.5630,0.5448,0.6881,0.6045,0.6913,0.7000,0.5069,0.6951,0.6976,0.7098,0.8232,0.8144,0.8104,0.8010,0.8236,0.8236,0.8238,0.8104,0.8241,0.8239,0.8243,0.8243,0.8234,0.8241,0.8238,0.8237,0.6290,0.6291,0.5988,0.6271,0.6260,0.6305,0.6207,0.6276,0.7221,0.7217,0.7221,0.7224,0.7223,0.7226,0.7213,0.7222,0.8242,0.8234,0.8243,0.8240,0.8234,0.8245,0.8239,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.75,,12.75,757.09,
8250,6.367090,4100.36,2015.08,,,2015.08,149.56,408007.27,,,,109.16,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5727,0.5896,0.4096,0.5098,0.5910,0.5306,0.5150,0.5508,0.4698,0.5601,0.5937,0.4196,0.4010,0.5594,0.5116,0.5495,0.6761,0.5853,0.6686,0.6947,0.5461,0.6893,0.6673,0.6943,0.8232,0.8077,0.7955,0.7694,0.8241,0.8227,0.8241,0.8041,0.8237,0.8237,0.8239,0.8238,0.8238,0.8240,0.8238,0.8234,0.6286,0.6296,0.5953,0.6266,0.6257,0.6300,0.6192,0.6271,0.7223,0.7217,0.7223,0.7216,0.7219,0.7214,0.7213,0.7217,0.8244,0.8238,0.8241,0.8243,0.8240,0.8245,0.8240,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.59,,12.38,750.08,
8300,6.520954,3707.91,2015.08,,,2015.08,146.77,408013.27,,,,106.31,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5776,0.5960,0.4180,0.5115,0.5945,0.5237,0.5203,0.5492,0.4660,0.5761,0.5949,0.4113,0.4265,0.5589,0.5207,0.5471,0.6783,0.5715,0.6791,0.6893,0.5946,0.6843,0.6468,0.6804,0.8236,0.7674,0.7304,0.7400,0.8239,0.8234,0.8238,0.7470,0.8237,0.8234,0.8240,0.8236,0.8240,0.8237,0.8233,0.8234,0.6285,0.6298,0.5857,0.6255,0.6245,0.6303,0.6163,0.6262,0.7215,0.7221,0.7219,0.7218,0.7214,0.7216,0.7213,0.7216,0.8236,0.8244,0.8243,0.8237,0.8236,0.8243,0.8235,0.8242",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,27.35,,12.07,788.45,
8350,6.180106,4068.16,2015.08,,,2015.08,131.00,408016.27,,,,91.52,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5685,0.5854,0.4233,0.4933,0.5827,0.5257,0.5165,0.5531,0.4641,0.5657,0.5781,0.4416,0.4567,0.5325,0.4918,0.5538,0.6599,0.5085,0.6721,0.6854,0.5427,0.6653,0.6372,0.6797,0.8229,0.7427,0.7077,0.7403,0.8239,0.8227,0.8231,0.7282,0.8239,0.8235,0.8233,0.8239,0.8236,0.8234,0.8236,0.8225,0.6274,0.6295,0.5853,0.6256,0.6249,0.6305,0.6154,0.6262,0.7219,0.7216,0.7218,0.7219,0.7214,0.7219,0.7215,0.7221,0.8243,0.8240,0.8235,0.8245,0.8242,0.8236,0.8243,0.8236",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.17,,10.77,726.89,
8400,6.207197,4043.77,2015.08,,,2015.08,141.28,408021.27,,,,101.72,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5750,0.5897,0.4190,0.5023,0.5893,0.5301,0.5105,0.5514,0.4803,0.5733,0.5917,0.4323,0.3960,0.5508,0.5138,0.5495,0.6792,0.5864,0.6887,0.6930,0.5803,0.6906,0.6508,0.6812,0.8234,0.7822,0.7396,0.7424,0.8238,0.8222,0.8240,0.7801,0.8236,0.8237,0.8240,0.8237,0.8243,0.8239,0.8243,0.8234,0.6289,0.6300,0.5885,0.6247,0.6252,0.6302,0.6164,0.6262,0.7222,0.7224,0.7215,0.7210,0.7222,0.7220,0.7219,0.7227,0.8238,0.8233,0.8245,0.8240,0.8241,0.8235,0.8238,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.94,,11.22,760.14,
8450,6.602015,4081.66,2015.08,,,2015.08,152.89,408025.72,,,,112.72,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5756,0.5839,0.4277,0.5027,0.5824,0.5298,0.5155,0.5543,0.4815,0.5869,0.6002,0.4183,0.4046,0.5494,0.5154,0.5459,0.6846,0.5671,0.6842,0.6931,0.5075,0.6791,0.6861,0.7021,0.8234,0.8075,0.7846,0.7857,0.8238,0.8225,0.8235,0.8052,0.8237,0.8240,0.8246,0.8238,0.8240,0.8236,0.8237,0.8233,0.6287,0.6307,0.5869,0.6260,0.6251,0.6297,0.6147,0.6268,0.7219,0.7212,0.7213,0.7221,0.7223,0.7218,0.7222,0.7220,0.8242,0.8238,0.8237,0.8244,0.8240,0.8239,0.8242,0.8240",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.81,,12.19,749.11,
8500,6.484082,4073.36,2015.08,,,2015.08,154.44,408030.27,,,,114.23,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5762,0.5851,0.4224,0.5034,0.5896,0.5375,0.5136,0.5599,0.4893,0.5887,0.5950,0.4371,0.4240,0.5702,0.5389,0.5634,0.6865,0.5930,0.6827,0.6910,0.5326,0.6939,0.6718,0.6950,0.8232,0.7511,0.7275,0.7545,0.8239,0.8230,0.8240,0.7364,0.8235,0.8238,0.8239,0.8237,0.8242,0.8238,0.8238,0.8234,0.6284,0.6301,0.5887,0.6249,0.6245,0.6301,0.6150,0.6267,0.7219,0.7218,0.7213,0.7220,0.7217,0.7210,0.7219,0.7215,0.8238,0.8237,0.8242,0.8245,0.8241,0.8243,0.8239,0.8238",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,26.10,,11.80,746.99,
8500,,,,6.517324,676.7646
8550,6.295071,2629.04,2015.08,,,2015.08,160.80,408036.72,,,,119.23,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5715,0.5901,0.4199,0.4973,0.5817,0.5210,0.5167,0.5499,0.4674,0.5776,0.5972,0.3918,0.4192,0.5360,0.4918,0.5400,0.6719,0.5993,0.6788,0.6848,0.5751,0.6946,0.6693,0.6926,0.8240,0.7895,0.7704,0.7732,0.8236,0.8229,0.8233,0.7801,0.8241,0.8243,0.8236,0.8235,0.8235,0.8236,0.8238,0.8232,0.6276,0.6294,0.5773,0.6246,0.6236,0.6296,0.6117,0.6258,0.7216,0.7219,0.7218,0.7223,0.7219,0.7220,0.7221,0.7218,0.8240,0.8243,0.8242,0.8241,0.8239,0.8237,0.8239,0.8244",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.79,,11.37,756.40,
8600,6.493338,4090.87,2015.08,,,2015.08,146.61,408049.27,,,,106.61,,,,,8650752.00,0.515625,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512","0.5770,0.5796,0.4179,0.5058,0.5929,0.5328,0.5184,0.5577,0.4718,0.5778,0.5923,0.4236,0.3925,0.5318,0.4892,0.5557,0.6829,0.5553,0.6967,0.6870,0.5493,0.6911,0.6730,0.6929,0.8231,0.8091,0.7894,0.7709,0.8236,0.8225,0.8238,0.8039,0.8239,0.8242,0.8233,0.8239,0.8233,0.8241,0.8242,0.8243,0.6284,0.6300,0.5821,0.6252,0.6238,0.6306,0.6125,0.6271,0.7220,0.7219,0.7216,0.7218,0.7217,0.7218,0.7226,0.7219,0.8239,0.8239,0.8245,0.8245,0.8233,0.8241,0.8243,0.8239",0.000000,264.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},264.00,264.00,264.00,64.00,512.00,0.00,25.22,,11.25,738.75,
