step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
2500,,,,7.007358,1104.7317
2550,7.761128,2643.53,2015.08,,,2015.08,150.31,407981.75,,,,108.53,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5026,0.5960,0.3518,0.4861,0.5553,0.5311,0.4933,0.5323,0.5323,0.6766,0.6551,0.6421,0.4315,0.5364,0.6700,0.5707,0.7064,0.7143,0.6779,0.7187,0.7163,0.7172,0.4615,0.7042,0.8243,0.8230,0.8239,0.8235,0.8234,0.8240,0.8242,0.8238,0.8234,0.8237,0.8241,0.8236,0.8240,0.8237,0.8242,0.8237,0.6306,0.6306,0.6302,0.6312,0.6307,0.6301,0.6307,0.6299,0.7930,0.7926,0.7929,0.7927,0.7930,0.7932,0.7929,0.7930,0.8234,0.8232,0.8232,0.8243,0.8242,0.8243,0.8240,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.78,,13.43,747.29,
2600,7.474282,4085.82,2015.08,,,2015.08,162.14,407986.75,,,,120.11,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5131,0.6060,0.3544,0.4913,0.5637,0.5270,0.5103,0.5429,0.5403,0.6689,0.6451,0.6351,0.4390,0.5327,0.6702,0.5009,0.6968,0.7052,0.6734,0.7198,0.7155,0.7150,0.6233,0.7161,0.8239,0.8238,0.8238,0.8235,0.8236,0.8238,0.8239,0.8234,0.8241,0.8238,0.8244,0.8244,0.8241,0.8238,0.8240,0.8245,0.6308,0.6308,0.6297,0.6305,0.6305,0.6309,0.6302,0.6314,0.7925,0.7930,0.7933,0.7931,0.7930,0.7936,0.7922,0.7924,0.8247,0.8244,0.8242,0.8239,0.8238,0.8241,0.8236,0.8237",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.86,,12.28,743.03,
2650,7.200265,4075.01,2015.08,,,2015.08,166.83,407990.75,,,,124.72,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5028,0.5959,0.3589,0.4808,0.5574,0.5289,0.5000,0.5338,0.4785,0.6377,0.6250,0.6147,0.3690,0.5357,0.6623,0.5341,0.6795,0.7056,0.6222,0.7190,0.7147,0.7131,0.6339,0.7128,0.8234,0.8236,0.8232,0.8234,0.8241,0.8233,0.8236,0.8237,0.8237,0.8240,0.8237,0.8236,0.8244,0.8239,0.8233,0.8238,0.6296,0.6299,0.6298,0.6314,0.6300,0.6301,0.6308,0.6298,0.7927,0.7925,0.7928,0.7926,0.7932,0.7938,0.7929,0.7932,0.8240,0.8236,0.8237,0.8237,0.8237,0.8243,0.8247,0.8232",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.84,,11.67,746.08,
2700,7.439047,4074.20,2015.08,,,2015.08,152.72,407993.75,,,,111.23,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5096,0.5923,0.3538,0.4734,0.5618,0.5212,0.4859,0.5316,0.5036,0.6672,0.6176,0.6193,0.3731,0.5832,0.6766,0.5259,0.7087,0.7124,0.7054,0.7187,0.7171,0.7167,0.4754,0.7102,0.8235,0.8241,0.8238,0.8239,0.8234,0.8237,0.8233,0.8237,0.8243,0.8236,0.8245,0.8238,0.8240,0.8241,0.8242,0.8240,0.6308,0.6310,0.6305,0.6309,0.6293,0.6307,0.6303,0.6305,0.7928,0.7927,0.7934,0.7931,0.7930,0.7932,0.7934,0.7927,0.8241,0.8235,0.8246,0.8241,0.8238,0.8245,0.8240,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,28.37,,12.00,768.02,
2750,7.353543,4089.96,2015.08,,,2015.08,148.75,407998.75,,,,107.11,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5152,0.5959,0.3630,0.4880,0.5615,0.5181,0.4927,0.5237,0.5883,0.6365,0.6367,0.6242,0.3448,0.5894,0.6786,0.5460,0.7123,0.7104,0.7034,0.7192,0.7182,0.7168,0.6299,0.7016,0.8237,0.8234,0.8240,0.8242,0.8240,0.8237,0.8237,0.8239,0.8245,0.8243,0.8239,0.8230,0.8248,0.8240,0.8238,0.8241,0.6310,0.6308,0.6302,0.6306,0.6316,0.6307,0.6309,0.6307,0.7927,0.7926,0.7935,0.7929,0.7933,0.7929,0.7934,0.7932,0.8234,0.8236,0.8243,0.8238,0.8238,0.8235,0.8235,0.8244",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.16,,11.40,742.15,
2800,7.151429,4098.80,2015.08,,,2015.08,165.67,408011.75,,,,123.17,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5029,0.5966,0.3725,0.4865,0.5605,0.5218,0.4865,0.5168,0.5510,0.6749,0.6264,0.6362,0.2802,0.5789,0.6761,0.5715,0.7054,0.7074,0.6879,0.7181,0.7189,0.7142,0.6176,0.7090,0.8241,0.8234,0.8232,0.8233,0.8239,0.8238,0.8237,0.8238,0.8240,0.8242,0.8238,0.8239,0.8236,0.8239,0.8237,0.8245,0.6303,0.6308,0.6302,0.6312,0.6310,0.6309,0.6314,0.6311,0.7926,0.7929,0.7928,0.7935,0.7929,0.7935,0.7929,0.7930,0.8237,0.8242,0.8244,0.8237,0.8244,0.8237,0.8243,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.57,,11.09,745.11,
2850,7.186631,4097.38,2015.08,,,2015.08,154.52,408016.75,,,,112.89,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5061,0.5895,0.3644,0.4833,0.5629,0.5207,0.4829,0.5234,0.4785,0.6687,0.6483,0.6062,0.2730,0.5861,0.6688,0.5551,0.7016,0.7015,0.6846,0.7170,0.7177,0.7140,0.6645,0.7192,0.8243,0.8237,0.8220,0.8243,0.8241,0.8241,0.8241,0.8243,0.8237,0.8238,0.8245,0.8242,0.8240,0.8240,0.8237,0.8234,0.6300,0.6303,0.6308,0.6306,0.6295,0.6304,0.6306,0.6306,0.7926,0.7925,0.7930,0.7931,0.7928,0.7931,0.7931,0.7923,0.8246,0.8238,0.8240,0.8242,0.8238,0.8240,0.8239,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.10,,11.76,751.96,
2900,7.164952,4076.86,2015.08,,,2015.08,155.64,408020.75,,,,113.98,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5176,0.5960,0.3623,0.4838,0.5697,0.5272,0.5044,0.5296,0.5373,0.6768,0.6196,0.6003,0.2630,0.5824,0.6794,0.5133,0.7095,0.7037,0.6990,0.7186,0.7185,0.7164,0.5830,0.7187,0.8237,0.8237,0.8228,0.8238,0.8235,0.8243,0.8234,0.8240,0.8240,0.8238,0.8245,0.8237,0.8244,0.8237,0.8237,0.8240,0.6314,0.6300,0.6309,0.6306,0.6307,0.6312,0.6311,0.6306,0.7930,0.7931,0.7929,0.7925,0.7932,0.7931,0.7926,0.7932,0.8236,0.8242,0.8237,0.8237,0.8243,0.8241,0.8244,0.8235",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.23,,11.64,738.25,
2950,7.121367,4070.30,2015.08,,,2015.08,164.25,408024.75,,,,121.66,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5225,0.5949,0.3669,0.4995,0.5687,0.5232,0.5011,0.5347,0.5222,0.6765,0.6431,0.6411,0.3157,0.5887,0.6852,0.5039,0.7123,0.7056,0.7057,0.7193,0.7190,0.7178,0.6486,0.7147,0.8242,0.8237,0.8236,0.8234,0.8233,0.8241,0.8238,0.8238,0.8238,0.8238,0.8236,0.8240,0.8236,0.8244,0.8247,0.8242,0.6304,0.6306,0.6302,0.6300,0.6307,0.6310,0.6310,0.6304,0.7927,0.7929,0.7932,0.7930,0.7927,0.7930,0.7931,0.7933,0.8240,0.8239,0.8244,0.8236,0.8239,0.8244,0.8239,0.8236",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.54,,12.35,769.38,
3000,7.011803,3738.17,2015.08,,,2015.08,156.86,408028.75,,,,114.58,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5269,0.5949,0.3866,0.4892,0.5769,0.5237,0.5084,0.5274,0.5269,0.6642,0.6510,0.6200,0.3698,0.6030,0.6848,0.5219,0.7096,0.7094,0.6978,0.7180,0.7172,0.7149,0.6368,0.7160,0.8240,0.8236,0.8236,0.8237,0.8236,0.8239,0.8242,0.8233,0.8238,0.8244,0.8243,0.8237,0.8237,0.8239,0.8242,0.8235,0.6303,0.6301,0.6306,0.6306,0.6306,0.6310,0.6309,0.6304,0.7934,0.7932,0.7928,0.7933,0.7927,0.7931,0.7933,0.7930,0.8244,0.8239,0.8238,0.8243,0.8238,0.8238,0.8242,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.49,,11.63,776.19,
3000,,,,6.871008,963.9193
3050,7.262804,2643.22,2015.08,,,2015.08,162.28,408036.20,,,,120.00,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5352,0.6057,0.3824,0.5010,0.5851,0.5344,0.5076,0.5351,0.5548,0.6698,0.6589,0.5821,0.3813,0.5881,0.6849,0.5665,0.7109,0.6976,0.6961,0.7178,0.7167,0.7068,0.5955,0.7097,0.8241,0.8238,0.8232,0.8234,0.8240,0.8245,0.8237,0.8235,0.8242,0.8238,0.8239,0.8242,0.8241,0.8239,0.8233,0.8237,0.6302,0.6303,0.6297,0.6304,0.6314,0.6308,0.6306,0.6306,0.7930,0.7923,0.7927,0.7933,0.7930,0.7938,0.7925,0.7932,0.8248,0.8249,0.8241,0.8247,0.8238,0.8242,0.8243,0.8242",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.68,,11.37,743.01,
3100,6.880984,4083.24,2015.08,,,2015.08,154.39,408040.20,,,,112.23,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5213,0.5930,0.3721,0.4898,0.5750,0.5243,0.4950,0.5238,0.5351,0.6692,0.6482,0.6256,0.3194,0.5834,0.6842,0.5374,0.7106,0.7067,0.6932,0.7161,0.7145,0.6991,0.6595,0.6998,0.8244,0.8227,0.8226,0.8235,0.8237,0.8236,0.8241,0.8237,0.8241,0.8240,0.8241,0.8238,0.8241,0.8240,0.8234,0.8237,0.6304,0.6306,0.6311,0.6304,0.6312,0.6313,0.6303,0.6313,0.7930,0.7934,0.7925,0.7931,0.7928,0.7934,0.7936,0.7923,0.8242,0.8242,0.8234,0.8235,0.8239,0.8239,0.8244,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.80,,10.17,784.85,
3150,6.959032,4076.16,2015.08,,,2015.08,170.95,408045.20,,,,127.73,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5204,0.5963,0.3762,0.4831,0.5730,0.5184,0.4979,0.5169,0.5448,0.6760,0.6495,0.6073,0.2858,0.5904,0.6805,0.5223,0.7117,0.7001,0.6936,0.7154,0.7156,0.7069,0.6100,0.7182,0.8239,0.8233,0.8232,0.8235,0.8239,0.8241,0.8239,0.8236,0.8246,0.8239,0.8232,0.8236,0.8238,0.8242,0.8240,0.8237,0.6303,0.6308,0.6307,0.6309,0.6306,0.6300,0.6311,0.6306,0.7930,0.7935,0.7934,0.7928,0.7927,0.7930,0.7934,0.7934,0.8235,0.8243,0.8238,0.8239,0.8238,0.8240,0.8244,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.76,,11.71,740.58,
3200,6.948909,4086.71,2015.08,,,2015.08,163.06,408049.75,,,,120.83,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5245,0.5888,0.3805,0.4815,0.5789,0.5264,0.5100,0.5310,0.4719,0.6591,0.6366,0.6145,0.3817,0.5873,0.6785,0.5275,0.7142,0.7082,0.6990,0.7066,0.7183,0.6987,0.5880,0.7179,0.8236,0.8239,0.8219,0.8241,0.8237,0.8238,0.8236,0.8247,0.8240,0.8241,0.8242,0.8242,0.8245,0.8240,0.8242,0.8234,0.6302,0.6305,0.6310,0.6309,0.6309,0.6306,0.6315,0.6297,0.7934,0.7927,0.7931,0.7930,0.7925,0.7926,0.7930,0.7927,0.8242,0.8237,0.8245,0.8245,0.8238,0.8240,0.8240,0.8245",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.16,,11.55,756.69,
3250,6.801464,4084.38,2015.08,,,2015.08,147.20,408052.75,,,,106.05,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5294,0.5923,0.3800,0.4839,0.5727,0.5239,0.5058,0.5259,0.4988,0.6558,0.6431,0.6116,0.3703,0.5582,0.6746,0.5661,0.7006,0.6970,0.6789,0.7028,0.7147,0.7029,0.6418,0.6947,0.8239,0.8222,0.8215,0.8236,0.8239,0.8239,0.8241,0.8230,0.8241,0.8238,0.8240,0.8243,0.8239,0.8241,0.8240,0.8237,0.6295,0.6304,0.6300,0.6307,0.6308,0.6307,0.6305,0.6311,0.7926,0.7928,0.7934,0.7929,0.7927,0.7931,0.7935,0.7929,0.8241,0.8244,0.8230,0.8244,0.8240,0.8238,0.8240,0.8232",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.33,,12.16,737.89,
3300,6.911336,4094.25,2015.08,,,2015.08,147.69,408057.75,,,,106.64,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5360,0.5980,0.3693,0.4897,0.5818,0.5228,0.5046,0.5320,0.4664,0.6428,0.6380,0.5924,0.4166,0.5874,0.6693,0.5427,0.7098,0.7068,0.6730,0.7026,0.7152,0.6955,0.5805,0.7165,0.8243,0.8215,0.8223,0.8234,0.8239,0.8238,0.8233,0.8210,0.8238,0.8237,0.8238,0.8240,0.8238,0.8242,0.8241,0.8239,0.6308,0.6305,0.6308,0.6303,0.6305,0.6309,0.6308,0.6305,0.7929,0.7930,0.7931,0.7928,0.7932,0.7926,0.7932,0.7928,0.8240,0.8239,0.8239,0.8237,0.8238,0.8240,0.8238,0.8241",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.95,,11.60,776.16,
3350,7.181866,4050.06,2015.08,,,2015.08,146.69,408062.75,,,,105.78,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5424,0.5974,0.3721,0.5044,0.5888,0.5321,0.5140,0.5329,0.5130,0.6586,0.6466,0.5992,0.3772,0.6055,0.6764,0.5675,0.7117,0.7127,0.6896,0.7030,0.7171,0.7099,0.5820,0.7139,0.8246,0.8207,0.8225,0.8232,0.8240,0.8239,0.8237,0.8183,0.8234,0.8232,0.8243,0.8234,0.8240,0.8237,0.8239,0.8235,0.6303,0.6304,0.6307,0.6304,0.6298,0.6309,0.6311,0.6308,0.7926,0.7933,0.7928,0.7931,0.7931,0.7931,0.7935,0.7925,0.8242,0.8240,0.8243,0.8241,0.8240,0.8240,0.8242,0.8236",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,26.29,,10.62,746.14,
3400,6.791933,4079.51,2015.08,,,2015.08,152.80,408067.20,,,,111.42,,,,,9175040.00,0.546875,512,"128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512|64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256|512,512,512,512,512,512,512,512","0.5398,0.5902,0.3856,0.4798,0.5789,0.5246,0.5118,0.5312,0.4627,0.6418,0.6249,0.5780,0.4035,0.5504,0.6642,0.5360,0.6940,0.7037,0.6942,0.6925,0.7128,0.6960,0.5389,0.6905,0.8241,0.8187,0.8217,0.8235,0.8234,0.8239,0.8235,0.8182,0.8241,0.8244,0.8238,0.8238,0.8234,0.8235,0.8239,0.8237,0.6311,0.6307,0.6311,0.6305,0.6300,0.6309,0.6314,0.6305,0.7930,0.7934,0.7932,0.7932,0.7927,0.7927,0.7929,0.7925,0.8238,0.8240,0.8241,0.8243,0.8237,0.8237,0.8243,0.8244",0.000000,280.00,1.000000,0.000000,1.000000,"0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0",|||||||,|||||||,"{0: [0, 1, 2, 3, 4, 5, 6, 7]}",{0: 0.25},280.00,280.00,280.00,64.00,512.00,0.00,25.19,,11.71,739.41,
