step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,control_feature_time_ms,hierarchy_time_ms,window_select_time_ms,control_mapping_time_ms,diagnostics_pack_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s,val_group_count_total,val_group_count_level0,val_group_count_per_level,path_mode_freq,train_group_counts_per_level,controller_logits_std_per_level,win_idx_pre_clamp,win_idx_post_clamp,decision_logits_per_level,decision_logits_var_per_level,controller_input_per_level,controller_input_cos_sim_mean_per_level,controller_input_cos_sim_min_per_level,controller_input_l2_dist_mean_per_level,controller_input_dim_var_mean_per_level,decision_logits_margin_mean_per_level,decision_logits_margin_min_per_level,decision_argmax_diversity_frac_per_level,sibling_feature_delta_norm_mean_per_level,sibling_feature_delta_norm_min_per_level,sibling_feature_delta_norm_max_per_level,sibling_feature_cos_mean_per_level,sibling_feature_cos_min_per_level,sibling_logit_delta_l2_mean_per_level,sibling_logit_delta_l2_max_per_level,sibling_logit_delta_abs_mean_per_level,sibling_logit_delta_abs_max_per_level,sibling_ranking_diff_frac_per_level,sibling_top1_differ_frac_per_level,sibling_top1_ids_per_level,pairwise_bias_l2_mean_per_level,pairwise_bias_l2_max_per_level,pairwise_bias_abs_mean_per_level,pairwise_bias_abs_max_per_level,pairwise_bias_top1_changed_frac_per_level,pairwise_base_top1_ids_per_level,joint_pair_count_per_level,joint_output_delta_l2_mean_per_level,joint_output_delta_l2_max_per_level,joint_output_abs_delta_mean_per_level,joint_output_abs_delta_max_per_level,joint_top1_changed_frac_per_level,joint_base_top1_ids_per_level,joint_output_scale_per_level,decision_raw_idx_per_level,decision_parent_idx_per_level,decision_post_parent_idx_per_level,decision_differ_from_parent_frac_per_level,decision_unique_raw_idx_per_level,decision_unique_post_parent_idx_per_level,decision_non_one_raw_count_per_level,decision_non_one_post_parent_count_per_level,decision_head_idx_before_execution_mapping,decision_head_idx_after_execution_mapping,decision_unique_head_idx_before_execution_mapping,decision_unique_head_idx_after_execution_mapping,decision_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_head_idx_before_execution_mapping,decision_all_layers_unique_head_idx_after_execution_mapping,decision_all_layers_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_raw_idx_per_level,decision_all_layers_unique_post_parent_idx_per_level,all_layers_sibling_ranking_diff_frac_per_level,all_layers_sibling_top1_differ_frac_per_level,all_layers_sibling_top1_ids_per_level,all_layers_joint_pair_count_per_level,all_layers_joint_output_delta_l2_mean_per_level,all_layers_joint_output_abs_delta_mean_per_level,all_layers_joint_top1_changed_frac_per_level,all_layers_joint_base_top1_ids_per_level,hierarchy_head_group_map_per_level,hierarchy_group_members_per_level,cluster_metric_per_level,cluster_threshold_kind_per_level,cluster_threshold_per_level,cluster_item_count_per_level,cluster_groups_before_merge_per_level,cluster_groups_after_merge_per_level,cluster_groups_merged_per_level,cluster_sim_min_per_level,cluster_sim_mean_per_level,cluster_sim_max_per_level,cluster_sim_std_per_level,cluster_forced_bipartition_per_level,cluster_force_split_anchor_similarity_per_level,cluster_origin_per_level,cluster_forced_bipartition_allowed_per_level,cluster_groups_before_force_per_level,cluster_feature_norm_mean_per_level,cluster_feature_norm_std_per_level,cluster_feature_dim_var_mean_per_level,cluster_feature_dim_var_std_per_level,cluster_feature_l2_dist_mean_per_level,cluster_feature_l2_dist_std_per_level,cluster_feature_top_singular_ratio_per_level,hierarchy_level_added_per_level,hierarchy_growth_stopped_per_level,hierarchy_stop_reason_per_level,cluster_forced_bipartition_level0,cluster_force_split_anchor_similarity_level0
50,67.340286,3947.99,6383.22,6383.22,13570.00,12939.97,13570.00,3290.46,2210.54,30547.74,388.52,2.22,4402.50,1107.38,1475.09,0.00,3452.73,56958.48,,,201326592.00,1.000000,0.000000,206158430208.00,2061584302080.00,1.000000,0.0000,1024,"1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024","0.8331,0.8326,0.8320,0.8329,0.8321,0.8328,0.8332,0.8322,0.8327,0.8328,0.8326,0.8326,0.8329,0.8332,0.8329,0.8336,0.8333,0.8338,0.8331,0.8332,0.8337,0.8342,0.8340,0.8341,0.8349,0.8348,0.8371,0.8354,0.8369,0.8334,0.8358,0.8355,0.8364,0.8361,0.8339,0.8362,0.8394,0.8392,0.8381,0.8389,0.8394,0.8386,0.8393,0.8399,0.8392,0.8393,0.8391,0.8399,0.8412,0.8401,0.8400,0.8399,0.8403,0.8405,0.8405,0.8400,0.8398,0.8401,0.8403,0.8405,0.8409,0.8399,0.8408,0.8406,0.8402,0.8405,0.8399,0.8409,0.8410,0.8405,0.8407,0.8408,0.8403,0.8409,0.8407,0.8406,0.8405,0.8410,0.8411,0.8406,0.8406,0.8409,0.8402,0.8409,0.8410,0.8411,0.8412,0.8411,0.8403,0.8402,0.8406,0.8403,0.8407,0.8408,0.8409,0.8410,0.8405,0.8401,0.8412,0.8407,0.8405,0.8413,0.8411,0.8408,0.8411,0.8408,0.8413,0.8409,0.8407,0.8410,0.8410,0.8408,0.8406,0.8407,0.8414,0.8407,0.8409,0.8407,0.8413,0.8405,0.8413,0.8413,0.8411,0.8407,0.8408,0.8409,0.8409,0.8415,0.8410,0.8415,0.8409,0.8404,0.8410,0.8413,0.8410,0.8410,0.8412,0.8405,0.8405,0.8412,0.8406,0.8407,0.8415,0.8407,0.8410,0.8414,0.8412,0.8412,0.8416,0.8408,0.8412,0.8407,0.8410,0.8404,0.8404,0.8415,0.8413,0.8407,0.8414,0.8408,0.8415,0.8413,0.8416,0.8417,0.8408,0.8408,0.8407,0.8412,0.8411,0.8410,0.8413,0.8415,0.8410,0.8407,0.8414,0.8405,0.8412,0.8412,0.8415,0.8411,0.8412,0.8409,0.8404,0.8409,0.8406,0.8413,0.8415,0.8410,0.8407,0.8413,0.8409,0.8410",0.000000,1024.00,,,,"0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,0,1,0,1,0,1,0,1,0,1,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1","0,3,0,3,0,3,0,3,0,3,0,3|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|2,1,2,1,2,1,2,1,2,1,2,1|3,2,3,2,3,2,3,2,3,2,3,2|0,3,0,3,0,3,0,3,0,3,0,3|1,1,1,1,1,1,1,1,1,1,1,1|1,0,1,0,1,0,1,0,1,0,1,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,0,1,0,1,0,1,0,1,0,1,0|0,0,0,0,0,0,0,0,0,0,0,0|0,3,0,3,0,3,0,3,0,3,0,3|0,0,0,0,0,0,0,0,0,0,0,0|2,0,2,0,2,0,2,0,2,0,2,0","0.246094,-0.111816,0.022217,-0.202637|-0.288086,-0.099121,0.074707,0.253906|0.200684,0.222656,0.269531,-0.683594|0.562500,-0.470703,-0.039551,0.128906|-0.498047,-0.933594,0.190430,1.015625|-0.886719,-0.414062,-0.259766,-1.796875|-0.820312,0.266602,0.025879,-0.728516|-0.366211,0.323242,-0.855469,0.476562|-1.050781,0.753906,-0.726562,0.068359|0.233398,-0.278320,-0.090332,0.054688|1.503906,-0.390625,-0.459961,0.000977|0.294922,0.601562,-0.365234,0.582031|0.763672,-0.517578,0.521484,0.375000|-0.194336,-0.306641,-1.109375,-0.157227|1.507812,-0.165527,1.019531,-0.587891|0.369141,-0.270508,-0.474609,0.291016","{0: [0, 2, 4, 6, 8, 10], 1: [1, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",1024.00,0.00,0.00,1.00,0.00,1.00,,{'1024': 1.0},0.00,0.00,1024.00,1024.00,1024.00,1024.00,1024.00,14.61,0.00,0.00,0.00,0.00,0.01,3.99,0.00,15.19,387.84,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.16888493299484253],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.9419459104537964],[0.9419459104537964],[0.9419459104537964],[0.0],[False],[None],['collapsed'],[False],[1],[1.7764768600463867],[0.0032287240028381348],[4.2073525037267245e-06],[1.1679465387715027e-05],[0.012307099997997284],[0.0],[0.9999868273735046],[False],[True],['upper_level_collapsed'],0.0,
100,70.824806,3790.15,6383.22,6383.22,13570.00,12939.97,13570.00,3290.46,2210.75,30548.74,388.52,2.22,4403.50,1108.61,1475.97,0.00,3458.29,56958.48,,,201326592.00,1.000000,0.000000,206158430208.00,2061584302080.00,1.000000,0.0000,1024,"1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024","0.8326,0.8323,0.8319,0.8321,0.8324,0.8322,0.8301,0.8318,0.8314,0.8324,0.8322,0.8324,0.8340,0.8331,0.8319,0.8337,0.8334,0.8324,0.8334,0.8341,0.8332,0.8339,0.8338,0.8341,0.8369,0.8365,0.8382,0.8376,0.8377,0.8362,0.8378,0.8370,0.8387,0.8372,0.8364,0.8383,0.8409,0.8402,0.8403,0.8409,0.8404,0.8396,0.8401,0.8399,0.8396,0.8401,0.8405,0.8400,0.8406,0.8409,0.8414,0.8404,0.8404,0.8401,0.8406,0.8408,0.8405,0.8405,0.8403,0.8401,0.8407,0.8413,0.8405,0.8407,0.8409,0.8413,0.8411,0.8408,0.8404,0.8410,0.8408,0.8412,0.8409,0.8410,0.8412,0.8408,0.8405,0.8412,0.8408,0.8416,0.8413,0.8412,0.8406,0.8411,0.8408,0.8411,0.8414,0.8419,0.8408,0.8407,0.8412,0.8411,0.8407,0.8409,0.8417,0.8413,0.8412,0.8410,0.8410,0.8412,0.8410,0.8411,0.8414,0.8414,0.8413,0.8410,0.8410,0.8416,0.8406,0.8407,0.8411,0.8414,0.8411,0.8407,0.8410,0.8410,0.8414,0.8408,0.8419,0.8408,0.8414,0.8409,0.8404,0.8408,0.8409,0.8414,0.8409,0.8414,0.8406,0.8409,0.8407,0.8413,0.8412,0.8406,0.8411,0.8414,0.8401,0.8408,0.8402,0.8413,0.8413,0.8413,0.8410,0.8407,0.8412,0.8410,0.8408,0.8412,0.8411,0.8412,0.8412,0.8409,0.8412,0.8412,0.8414,0.8411,0.8413,0.8410,0.8407,0.8410,0.8410,0.8409,0.8407,0.8416,0.8410,0.8409,0.8413,0.8408,0.8413,0.8410,0.8413,0.8405,0.8409,0.8412,0.8415,0.8408,0.8403,0.8413,0.8406,0.8411,0.8416,0.8409,0.8411,0.8411,0.8414,0.8413,0.8414,0.8411,0.8413,0.8411,0.8414,0.8405",0.000000,1024.00,1.000000,0.000000,1.000000,"0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,0,1,0,1,0,1,0,1,0,1,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1","0,3,0,3,0,3,0,3,0,3,0,3|3,3,3,3,3,3,3,3,3,3,3,3|0,0,0,0,0,0,0,0,0,0,0,0|2,1,2,1,2,1,2,1,2,1,2,1|3,2,3,2,3,2,3,2,3,2,3,2|0,2,0,2,0,2,0,2,0,2,0,2|1,1,1,1,1,1,1,1,1,1,1,1|1,0,1,0,1,0,1,0,1,0,1,0|0,1,0,1,0,1,0,1,0,1,0,1|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,0,1,0,1,0,1,0,1,0,1,0|0,0,0,0,0,0,0,0,0,0,0,0|0,3,0,3,0,3,0,3,0,3,0,3|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0","0.246582,-0.113281,0.022339,-0.202637|-0.285156,-0.096680,0.070801,0.253906|0.234863,0.232422,0.353516,-0.769531|0.658203,-0.500000,-0.064941,0.187500|-0.626953,-1.125000,0.274414,1.128906|-1.019531,-0.476562,-0.312500,-2.046875|-0.910156,0.293945,-0.012695,-0.830078|-0.418945,0.347656,-1.000000,0.558594|-1.210938,0.847656,-0.861328,0.061768|0.306641,-0.325195,-0.122070,0.073242|1.695312,-0.431641,-0.517578,-0.043945|0.329102,0.656250,-0.357422,0.712891|0.867188,-0.570312,0.595703,0.441406|-0.233398,-0.382812,-1.312500,-0.170898|1.699219,-0.173828,1.148438,-0.689453|0.365234,-0.334961,-0.554688,0.351562","{0: [0, 2, 4, 6, 8, 10], 1: [1, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",1024.00,0.00,0.00,1.00,0.00,1.00,,{'1024': 1.0},0.00,0.00,1024.00,1024.00,1024.00,1024.00,1024.00,16.39,0.00,0.00,0.00,0.00,0.02,4.01,0.00,16.97,417.37,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.16929657757282257],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.841717541217804],[0.841717541217804],[0.841717541217804],[0.0],[False],[None],['collapsed'],[False],[1],[1.7910597324371338],[0.008903205394744873],[3.082309922319837e-05],[8.68401475599967e-05],[0.033311132341623306],[0.0],[0.9999982118606567],[False],[True],['upper_level_collapsed'],0.0,
