step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,control_feature_time_ms,hierarchy_time_ms,window_select_time_ms,control_mapping_time_ms,diagnostics_pack_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s,val_group_count_total,val_group_count_level0,val_group_count_per_level,path_mode_freq,train_group_counts_per_level,controller_logits_std_per_level,win_idx_pre_clamp,win_idx_post_clamp,decision_logits_per_level,decision_logits_var_per_level,controller_input_per_level,controller_input_cos_sim_mean_per_level,controller_input_cos_sim_min_per_level,controller_input_l2_dist_mean_per_level,controller_input_dim_var_mean_per_level,decision_logits_margin_mean_per_level,decision_logits_margin_min_per_level,decision_argmax_diversity_frac_per_level,sibling_feature_delta_norm_mean_per_level,sibling_feature_delta_norm_min_per_level,sibling_feature_delta_norm_max_per_level,sibling_feature_cos_mean_per_level,sibling_feature_cos_min_per_level,sibling_logit_delta_l2_mean_per_level,sibling_logit_delta_l2_max_per_level,sibling_logit_delta_abs_mean_per_level,sibling_logit_delta_abs_max_per_level,sibling_ranking_diff_frac_per_level,sibling_top1_differ_frac_per_level,sibling_top1_ids_per_level,pairwise_bias_l2_mean_per_level,pairwise_bias_l2_max_per_level,pairwise_bias_abs_mean_per_level,pairwise_bias_abs_max_per_level,pairwise_bias_top1_changed_frac_per_level,pairwise_base_top1_ids_per_level,joint_pair_count_per_level,joint_output_delta_l2_mean_per_level,joint_output_delta_l2_max_per_level,joint_output_abs_delta_mean_per_level,joint_output_abs_delta_max_per_level,joint_top1_changed_frac_per_level,joint_base_top1_ids_per_level,joint_output_scale_per_level,decision_raw_idx_per_level,decision_parent_idx_per_level,decision_post_parent_idx_per_level,decision_differ_from_parent_frac_per_level,decision_unique_raw_idx_per_level,decision_unique_post_parent_idx_per_level,decision_non_one_raw_count_per_level,decision_non_one_post_parent_count_per_level,decision_head_idx_before_execution_mapping,decision_head_idx_after_execution_mapping,decision_unique_head_idx_before_execution_mapping,decision_unique_head_idx_after_execution_mapping,decision_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_head_idx_before_execution_mapping,decision_all_layers_unique_head_idx_after_execution_mapping,decision_all_layers_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_raw_idx_per_level,decision_all_layers_unique_post_parent_idx_per_level,all_layers_sibling_ranking_diff_frac_per_level,all_layers_sibling_top1_differ_frac_per_level,all_layers_sibling_top1_ids_per_level,all_layers_joint_pair_count_per_level,all_layers_joint_output_delta_l2_mean_per_level,all_layers_joint_output_abs_delta_mean_per_level,all_layers_joint_top1_changed_frac_per_level,all_layers_joint_base_top1_ids_per_level,hierarchy_head_group_map_per_level,hierarchy_group_members_per_level,cluster_metric_per_level,cluster_threshold_kind_per_level,cluster_threshold_per_level,cluster_item_count_per_level,cluster_groups_before_merge_per_level,cluster_groups_after_merge_per_level,cluster_groups_merged_per_level,cluster_sim_min_per_level,cluster_sim_mean_per_level,cluster_sim_max_per_level,cluster_sim_std_per_level,cluster_forced_bipartition_per_level,cluster_force_split_anchor_similarity_per_level,cluster_origin_per_level,cluster_forced_bipartition_allowed_per_level,cluster_groups_before_force_per_level,cluster_feature_norm_mean_per_level,cluster_feature_norm_std_per_level,cluster_feature_dim_var_mean_per_level,cluster_feature_dim_var_std_per_level,cluster_feature_l2_dist_mean_per_level,cluster_feature_l2_dist_std_per_level,cluster_feature_top_singular_ratio_per_level,hierarchy_level_added_per_level,hierarchy_growth_stopped_per_level,hierarchy_stop_reason_per_level,cluster_forced_bipartition_level0,cluster_force_split_anchor_similarity_level0
50,63.152004,4192.56,6383.21,6383.21,13570.00,12939.96,13570.00,3313.37,2233.29,30572.45,387.82,2.22,4425.10,1104.36,1480.73,0.00,3476.55,56958.48,,,201326592.00,1.000000,0.000000,206158430208.00,2061584302080.00,1.000000,0.0000,1024,"1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024","0.8323,0.8326,0.8318,0.8331,0.8325,0.8323,0.8331,0.8321,0.8325,0.8330,0.8329,0.8326,0.8326,0.8326,0.8331,0.8333,0.8339,0.8339,0.8333,0.8336,0.8316,0.8346,0.8334,0.8318,0.8364,0.8369,0.8364,0.8367,0.8358,0.8355,0.8367,0.8353,0.8362,0.8367,0.8333,0.8337,0.8398,0.8392,0.8393,0.8390,0.8389,0.8390,0.8386,0.8398,0.8395,0.8400,0.8391,0.8395,0.8406,0.8399,0.8397,0.8404,0.8406,0.8406,0.8404,0.8398,0.8403,0.8400,0.8407,0.8404,0.8409,0.8399,0.8408,0.8408,0.8403,0.8406,0.8402,0.8409,0.8411,0.8405,0.8405,0.8410,0.8403,0.8410,0.8409,0.8406,0.8406,0.8408,0.8411,0.8408,0.8405,0.8409,0.8402,0.8408,0.8410,0.8411,0.8411,0.8411,0.8403,0.8403,0.8407,0.8404,0.8407,0.8407,0.8410,0.8410,0.8405,0.8401,0.8413,0.8407,0.8405,0.8412,0.8410,0.8409,0.8410,0.8407,0.8414,0.8409,0.8408,0.8410,0.8410,0.8408,0.8406,0.8407,0.8415,0.8407,0.8410,0.8406,0.8414,0.8405,0.8413,0.8414,0.8411,0.8406,0.8407,0.8409,0.8408,0.8414,0.8410,0.8414,0.8410,0.8404,0.8410,0.8413,0.8411,0.8410,0.8412,0.8406,0.8405,0.8412,0.8406,0.8407,0.8415,0.8408,0.8410,0.8413,0.8412,0.8412,0.8416,0.8408,0.8412,0.8407,0.8410,0.8404,0.8404,0.8415,0.8413,0.8407,0.8413,0.8408,0.8415,0.8413,0.8416,0.8417,0.8408,0.8408,0.8407,0.8412,0.8411,0.8409,0.8413,0.8415,0.8410,0.8407,0.8413,0.8405,0.8411,0.8412,0.8414,0.8411,0.8412,0.8409,0.8404,0.8409,0.8406,0.8413,0.8414,0.8410,0.8407,0.8413,0.8410,0.8410",0.000000,1024.00,,,,"0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,0,1,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,0,1,0,1,1,0,1,0,1","2,0,2,0,2,0,2,0,2,0,2,0|2,0,2,0,2,0,2,0,2,0,2,0|1,2,1,2,1,2,1,2,1,2,1,2|1,2,1,2,1,2,1,2,1,2,1,2|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|2,2,2,2,2,2,2,2,2,2,2,2|0,2,0,2,0,2,0,2,0,0,2,2|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,0,1,0,1,0,1,0,1,0,1,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|2,0,2,0,2,0,2,0,2,0,2,0|2,2,2,2,2,2,2,2,2,2,2,2|1,1,1,1,1,1,1,1,1,1,1,1","0.053711,-0.267578,0.192871|-0.182617,-0.162598,0.119629|-0.712891,-0.372070,1.015625|0.722656,-0.626953,-0.286133|0.875000,-0.851562,0.550781|0.303711,-0.288086,-0.516602|0.664062,-1.062500,-0.047119|-0.434570,-1.113281,0.808594|-0.595703,0.508789,1.097656|0.564453,0.022690,-0.029785|0.164062,1.203125,0.621094|-0.501953,-0.120605,0.683594|0.135742,-0.261719,-0.621094|0.137207,-0.244141,-0.029968|-0.207031,-0.053223,0.656250|-0.327148,-0.513672,-0.413086","{0: [0, 2, 4, 6, 8, 10], 1: [1, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",1024.00,0.00,0.00,1.00,0.00,1.00,,{'1024': 1.0},0.00,0.00,1024.00,1024.00,1024.00,1024.00,1024.00,13.16,0.00,0.00,0.00,0.00,0.01,3.94,0.00,13.72,361.66,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.19281744956970215],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",[2],[2],0.0,"[[2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2]]","[[2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.9312859773635864],[0.9312859773635864],[0.9312859773635864],[0.0],[False],[None],['collapsed'],[False],[1],[1.7595820426940918],[0.0037865042686462402],[8.721556696400512e-06],[2.4476665203110315e-05],[0.017719369381666183],[0.0],[0.999993622303009],[False],[True],['upper_level_collapsed'],0.0,
100,68.458549,4033.92,6383.21,6383.21,13570.00,12939.96,13570.00,3313.37,2233.48,30572.45,387.82,2.22,4425.10,1105.47,1481.54,0.00,3475.23,56958.48,,,201326592.00,1.000000,0.000000,206158430208.00,2061584302080.00,1.000000,0.0000,1024,"1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024|1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024","0.8331,0.8326,0.8290,0.8317,0.8329,0.8321,0.8318,0.8324,0.8324,0.8321,0.8325,0.8322,0.8343,0.8334,0.8335,0.8334,0.8339,0.8331,0.8336,0.8345,0.8331,0.8345,0.8333,0.8339,0.8371,0.8378,0.8380,0.8377,0.8377,0.8369,0.8383,0.8372,0.8379,0.8375,0.8367,0.8374,0.8410,0.8403,0.8409,0.8407,0.8401,0.8400,0.8397,0.8399,0.8396,0.8404,0.8405,0.8401,0.8404,0.8408,0.8412,0.8407,0.8405,0.8401,0.8405,0.8408,0.8406,0.8405,0.8405,0.8400,0.8407,0.8412,0.8405,0.8407,0.8409,0.8414,0.8412,0.8408,0.8404,0.8411,0.8407,0.8412,0.8408,0.8410,0.8413,0.8407,0.8406,0.8411,0.8408,0.8417,0.8414,0.8413,0.8406,0.8411,0.8408,0.8411,0.8414,0.8418,0.8409,0.8407,0.8412,0.8411,0.8407,0.8409,0.8418,0.8413,0.8411,0.8410,0.8410,0.8412,0.8411,0.8411,0.8414,0.8414,0.8413,0.8410,0.8410,0.8416,0.8406,0.8407,0.8411,0.8414,0.8411,0.8407,0.8410,0.8411,0.8415,0.8408,0.8420,0.8407,0.8414,0.8409,0.8404,0.8407,0.8409,0.8415,0.8409,0.8414,0.8406,0.8409,0.8407,0.8413,0.8413,0.8406,0.8411,0.8414,0.8401,0.8409,0.8402,0.8413,0.8413,0.8413,0.8410,0.8408,0.8412,0.8410,0.8408,0.8412,0.8411,0.8412,0.8412,0.8409,0.8412,0.8412,0.8415,0.8411,0.8412,0.8409,0.8407,0.8410,0.8410,0.8409,0.8407,0.8416,0.8410,0.8409,0.8413,0.8408,0.8413,0.8410,0.8413,0.8406,0.8409,0.8412,0.8415,0.8408,0.8403,0.8413,0.8406,0.8411,0.8416,0.8409,0.8411,0.8411,0.8414,0.8414,0.8413,0.8411,0.8413,0.8412,0.8414,0.8405",0.000000,1024.00,1.000000,0.000000,1.000000,"0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,0,1,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,1,0,1,0,1,0,1,0,1|0,1,0,0,1,0,1,1,0,1,0,1","2,0,2,0,2,0,2,0,2,0,2,0|2,0,2,0,2,0,2,0,2,0,2,0|1,2,1,2,1,2,1,2,1,2,1,2|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|2,2,2,2,2,2,2,2,2,2,2,2|0,2,0,2,0,2,0,2,0,0,2,2|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|1,0,1,0,1,0,1,0,1,0,1,0|1,1,1,1,1,1,1,1,1,1,1,1|0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0|2,2,2,2,2,2,2,2,2,2,2,2|1,1,1,1,1,1,1,1,1,1,1,1","0.054077,-0.271484,0.193359|-0.179688,-0.164062,0.118652|-0.755859,-0.418945,1.140625|0.855469,-0.746094,-0.325195|1.011719,-0.962891,0.630859|0.380859,-0.324219,-0.652344|0.822266,-1.218750,-0.070068|-0.508789,-1.269531,0.923828|-0.705078,0.523438,1.250000|0.605469,0.036041,-0.011383|0.151367,1.335938,0.695312|-0.582031,-0.155273,0.810547|0.155762,-0.333008,-0.765625|0.140625,-0.288086,-0.024231|-0.254883,-0.007843,0.777344|-0.363281,-0.597656,-0.458008","{0: [0, 2, 4, 6, 8, 10], 1: [1, 3, 5, 7, 9, 11]}","{0: 1.0, 1: 1.0}",1024.00,0.00,0.00,1.00,0.00,1.00,,{'1024': 1.0},0.00,0.00,1024.00,1024.00,1024.00,1024.00,1024.00,15.57,0.00,0.00,0.00,0.00,0.01,3.95,0.00,16.12,400.84,,,,,{'warmup_or_disabled_control': 1.0},[2],[0.19478465616703033],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",[2],[2],0.0,"[[2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2]]","[[2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2], [2]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],['cosine_normdiff'],['super_threshold'],[0.76],[2],[1],[1],[0],[0.9976493716239929],[0.9976493716239929],[0.9976493716239929],[0.0],[False],[None],['collapsed'],[False],[1],[1.7841689586639404],[0.00013107061386108398],[8.795487360657717e-08],[5.446944228992834e-08],[0.0017794311279430985],[0.0],[0.9993687868118286],[False],[True],['upper_level_collapsed'],0.0,
