step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
8350,6.356078,5361.87,2029.14,,,2029.14,99.53,407192.59,,,,64.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.91,
8400,6.513794,5350.70,2029.14,,,2029.14,103.66,407192.59,,,,68.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.94,
8450,6.404727,5356.80,2029.14,,,2029.14,92.91,407192.05,,,,59.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.37,
8500,6.464722,5303.11,2029.14,,,2029.14,93.59,407192.59,,,,59.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.71,
8500,,,,6.533475,687.7840
8550,6.429578,3603.17,2029.14,,,2029.14,102.86,407192.59,,,,67.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.07,
8600,6.411908,5384.02,2029.14,,,2029.14,98.25,407192.59,,,,63.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.18,
8650,6.546905,5351.64,2029.14,,,2029.14,102.19,407192.59,,,,66.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.20,
8700,6.435621,5396.44,2029.14,,,2029.14,100.89,407192.59,,,,65.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.95,
8750,6.730575,5392.86,2029.14,,,2029.14,102.48,407192.59,,,,66.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.25,
8800,6.346028,5423.25,2029.14,,,2029.14,104.14,407192.59,,,,68.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.31,
8850,6.598050,5378.74,2029.14,,,2029.14,99.98,407193.14,,,,64.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.78,
8900,6.496476,4577.94,2029.14,,,2029.14,103.25,407192.59,,,,67.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.89,
8950,6.346530,5375.63,2029.14,,,2029.14,103.19,407192.59,,,,67.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.06,
9000,6.267057,5374.15,2029.14,,,2029.14,101.88,407193.14,,,,66.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.61,
9000,,,,6.532235,686.9315
9050,6.397068,3766.87,2029.14,,,2029.14,105.94,407064.59,,,,71.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.20,
9100,6.550454,5370.27,2029.14,,,2029.14,97.12,407192.05,,,,62.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.49,
9150,6.230126,5404.25,2029.14,,,2029.14,103.91,407192.59,,,,68.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.62,
9200,6.583527,5389.81,2029.14,,,2029.14,103.94,407192.59,,,,68.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.41,
9250,6.313115,5378.48,2029.14,,,2029.14,101.70,407192.59,,,,66.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.90,
9300,6.406264,5390.87,2029.14,,,2029.14,101.75,407192.59,,,,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.81,
9350,6.465157,5403.08,2029.14,,,2029.14,105.30,407192.05,,,,69.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.47,
9400,6.642468,5389.37,2029.14,,,2029.14,104.73,407192.05,,,,69.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.62,
9450,6.368711,5415.30,2029.14,,,2029.14,103.33,407192.05,,,,68.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.96,
9500,6.557219,4603.95,2029.14,,,2029.14,103.02,407192.59,,,,68.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.50,
9500,,,,6.527363,683.5934
9550,6.470877,3789.38,2029.14,,,2029.14,103.08,407064.59,,,,67.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.56,
9600,6.391822,5388.45,2029.14,,,2029.14,102.83,407064.59,,,,67.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.51,
9650,6.368024,5384.16,2029.14,,,2029.14,96.75,407064.59,,,,62.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.99,
9700,6.468148,5421.61,2029.14,,,2029.14,101.52,407064.05,,,,66.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.13,
9750,6.438032,5390.18,2029.14,,,2029.14,104.36,407192.05,,,,69.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.41,
9800,6.329881,5405.06,2029.14,,,2029.14,100.59,407192.59,,,,65.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.30,
9850,6.519504,5373.80,2029.14,,,2029.14,96.84,407192.59,,,,62.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568.93,
9900,6.737419,5355.44,2029.14,,,2029.14,102.59,407192.59,,,,67.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.83,
9950,6.454915,5367.20,2029.14,,,2029.14,104.56,407192.59,,,,69.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.68,
10000,6.460567,5420.28,2029.14,,,2029.14,103.36,407192.59,,,,68.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.74,
10000,,,,6.527180,683.4684
