step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,control_feature_time_ms,hierarchy_time_ms,window_select_time_ms,control_mapping_time_ms,diagnostics_pack_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s,val_group_count_total,val_group_count_level0,val_group_count_per_level,path_mode_freq,train_group_counts_per_level,controller_logits_std_per_level,win_idx_pre_clamp,win_idx_post_clamp,decision_logits_per_level,decision_logits_var_per_level,controller_input_per_level,controller_input_cos_sim_mean_per_level,controller_input_cos_sim_min_per_level,controller_input_l2_dist_mean_per_level,controller_input_dim_var_mean_per_level,decision_logits_margin_mean_per_level,decision_logits_margin_min_per_level,decision_argmax_diversity_frac_per_level,sibling_feature_delta_norm_mean_per_level,sibling_feature_delta_norm_min_per_level,sibling_feature_delta_norm_max_per_level,sibling_feature_cos_mean_per_level,sibling_feature_cos_min_per_level,sibling_logit_delta_l2_mean_per_level,sibling_logit_delta_l2_max_per_level,sibling_logit_delta_abs_mean_per_level,sibling_logit_delta_abs_max_per_level,sibling_ranking_diff_frac_per_level,sibling_top1_differ_frac_per_level,sibling_top1_ids_per_level,pairwise_bias_l2_mean_per_level,pairwise_bias_l2_max_per_level,pairwise_bias_abs_mean_per_level,pairwise_bias_abs_max_per_level,pairwise_bias_top1_changed_frac_per_level,pairwise_base_top1_ids_per_level,joint_pair_count_per_level,joint_output_delta_l2_mean_per_level,joint_output_delta_l2_max_per_level,joint_output_abs_delta_mean_per_level,joint_output_abs_delta_max_per_level,joint_top1_changed_frac_per_level,joint_base_top1_ids_per_level,joint_output_scale_per_level,decision_raw_idx_per_level,decision_parent_idx_per_level,decision_post_parent_idx_per_level,decision_differ_from_parent_frac_per_level,decision_unique_raw_idx_per_level,decision_unique_post_parent_idx_per_level,decision_non_one_raw_count_per_level,decision_non_one_post_parent_count_per_level,decision_head_idx_before_execution_mapping,decision_head_idx_after_execution_mapping,decision_unique_head_idx_before_execution_mapping,decision_unique_head_idx_after_execution_mapping,decision_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_head_idx_before_execution_mapping,decision_all_layers_unique_head_idx_after_execution_mapping,decision_all_layers_head_idx_changed_by_execution_mapping_frac,decision_all_layers_unique_raw_idx_per_level,decision_all_layers_unique_post_parent_idx_per_level,all_layers_sibling_ranking_diff_frac_per_level,all_layers_sibling_top1_differ_frac_per_level,all_layers_sibling_top1_ids_per_level,all_layers_joint_pair_count_per_level,all_layers_joint_output_delta_l2_mean_per_level,all_layers_joint_output_abs_delta_mean_per_level,all_layers_joint_top1_changed_frac_per_level,all_layers_joint_base_top1_ids_per_level,hierarchy_head_group_map_per_level,hierarchy_group_members_per_level,cluster_metric_per_level,cluster_threshold_kind_per_level,cluster_threshold_per_level,cluster_item_count_per_level,cluster_groups_before_merge_per_level,cluster_groups_after_merge_per_level,cluster_groups_merged_per_level,cluster_sim_min_per_level,cluster_sim_mean_per_level,cluster_sim_max_per_level,cluster_sim_std_per_level,cluster_forced_bipartition_per_level,cluster_force_split_anchor_similarity_per_level,cluster_origin_per_level,cluster_forced_bipartition_allowed_per_level,cluster_groups_before_force_per_level,cluster_feature_norm_mean_per_level,cluster_feature_norm_std_per_level,cluster_feature_dim_var_mean_per_level,cluster_feature_dim_var_std_per_level,cluster_feature_l2_dist_mean_per_level,cluster_feature_l2_dist_std_per_level,cluster_feature_top_singular_ratio_per_level,hierarchy_level_added_per_level,hierarchy_growth_stopped_per_level,hierarchy_stop_reason_per_level,cluster_forced_bipartition_level0,cluster_force_split_anchor_similarity_level0
50,61.062637,10569.62,6520.85,6520.85,16756.00,15881.05,16756.00,3326.41,2202.42,33017.21,366.42,2.22,4426.28,928.38,1353.00,0.00,3287.25,56958.48,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8146,0.8136,0.8148,0.8146,0.8133,0.8146,0.8145,0.8144,0.8126,0.8145,0.8138,0.8143,0.8150,0.8157,0.8151,0.8157,0.8158,0.8152,0.8157,0.8154,0.8153,0.8141,0.8153,0.8152,0.8185,0.8180,0.8180,0.8197,0.8157,0.8177,0.8191,0.8177,0.8191,0.8161,0.8198,0.8190,0.8212,0.8206,0.8191,0.8210,0.8226,0.8203,0.8216,0.8224,0.8223,0.8218,0.8218,0.8210,0.8229,0.8237,0.8231,0.8234,0.8227,0.8231,0.8230,0.8221,0.8228,0.8230,0.8228,0.8224,0.8239,0.8236,0.8233,0.8232,0.8238,0.8233,0.8235,0.8231,0.8236,0.8237,0.8236,0.8233,0.8235,0.8230,0.8234,0.8238,0.8236,0.8233,0.8240,0.8241,0.8236,0.8238,0.8237,0.8243,0.8237,0.8237,0.8241,0.8240,0.8236,0.8240,0.8237,0.8241,0.8236,0.8242,0.8237,0.8244,0.8239,0.8235,0.8237,0.8238,0.8237,0.8241,0.8243,0.8239,0.8236,0.8247,0.8239,0.8237,0.8236,0.8240,0.8235,0.8241,0.8239,0.8245,0.8240,0.8247,0.8240,0.8241,0.8244,0.8234,0.8240,0.8238,0.8238,0.8238,0.8244,0.8248,0.8241,0.8243,0.8240,0.8242,0.8245,0.8240,0.8241,0.8238,0.8239,0.8240,0.8238,0.8239,0.8247,0.8232,0.8237,0.8239,0.8242,0.8244,0.8233,0.8237,0.8236,0.8242,0.8238,0.8241,0.8237,0.8245,0.8241,0.8237,0.8236,0.8241,0.8238,0.8238,0.8238,0.8237,0.8239,0.8236,0.8243,0.8244,0.8238,0.8235,0.8240,0.8242,0.8234,0.8238,0.8241,0.8239,0.8239,0.8238,0.8241,0.8243,0.8234,0.8241,0.8236,0.8236,0.8238,0.8241,0.8238,0.8244,0.8239,0.8238,0.8241,0.8237,0.8238,0.8242,0.8239,0.8242",,512.00,,,,|||||||||||||||,|||||||||||||||,|||||||||||||||,{},{},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,0.07,0.00,0.00,0.00,0.00,0.01,4.19,0.00,2.88,223.59,,,,,{'warmup_or_disabled_control': 1.0},[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,
100,73.840149,10681.24,6520.85,6520.85,16756.00,15881.05,16756.00,3326.41,2202.53,33017.21,366.42,2.22,4426.28,929.58,1353.84,0.00,3289.38,56958.48,,,50331648.00,1.000000,0.000000,206158430208.00,3917010173952.00,1.000000,0.0000,512,"512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512|512,512,512,512,512,512,512,512,512,512,512,512","0.8142,0.8127,0.8140,0.8127,0.8129,0.8135,0.8131,0.8132,0.8076,0.8132,0.8134,0.8119,0.8153,0.8155,0.8153,0.8157,0.8159,0.8155,0.8162,0.8154,0.8153,0.8151,0.8161,0.8154,0.8203,0.8208,0.8209,0.8210,0.8197,0.8202,0.8207,0.8204,0.8209,0.8195,0.8219,0.8209,0.8232,0.8226,0.8223,0.8227,0.8228,0.8222,0.8226,0.8233,0.8225,0.8231,0.8229,0.8226,0.8234,0.8233,0.8233,0.8235,0.8234,0.8236,0.8229,0.8236,0.8232,0.8239,0.8234,0.8238,0.8235,0.8242,0.8239,0.8235,0.8233,0.8238,0.8239,0.8238,0.8237,0.8234,0.8240,0.8237,0.8235,0.8237,0.8235,0.8234,0.8237,0.8236,0.8236,0.8236,0.8238,0.8237,0.8239,0.8236,0.8241,0.8231,0.8241,0.8238,0.8240,0.8238,0.8241,0.8242,0.8239,0.8238,0.8241,0.8232,0.8240,0.8240,0.8236,0.8240,0.8236,0.8237,0.8235,0.8233,0.8240,0.8236,0.8237,0.8239,0.8240,0.8243,0.8240,0.8239,0.8239,0.8236,0.8235,0.8236,0.8239,0.8237,0.8236,0.8242,0.8233,0.8239,0.8238,0.8236,0.8238,0.8244,0.8237,0.8234,0.8244,0.8245,0.8239,0.8242,0.8237,0.8239,0.8244,0.8238,0.8237,0.8242,0.8239,0.8231,0.8236,0.8244,0.8244,0.8243,0.8237,0.8240,0.8239,0.8238,0.8244,0.8235,0.8241,0.8236,0.8239,0.8240,0.8240,0.8234,0.8239,0.8244,0.8238,0.8242,0.8237,0.8243,0.8242,0.8242,0.8243,0.8244,0.8245,0.8240,0.8236,0.8242,0.8236,0.8244,0.8242,0.8241,0.8238,0.8243,0.8236,0.8242,0.8237,0.8243,0.8241,0.8236,0.8238,0.8236,0.8239,0.8240,0.8241,0.8240,0.8238,0.8235,0.8241,0.8243",,512.00,,,,|||||||||||||||,|||||||||||||||,|||||||||||||||,{},{},512.00,0.00,0.00,1.00,0.00,1.00,,{'512': 1.0},0.00,0.00,512.00,512.00,512.00,512.00,512.00,0.07,0.00,0.00,0.00,0.00,0.01,4.25,0.00,2.88,228.57,,,,,{'warmup_or_disabled_control': 1.0},[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]",[3],[3],0.0,"[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[[3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3], [3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,
150,40.415546,9506.04,6524.12,6524.12,16764.00,15887.09,16764.00,3326.41,2220.28,33203.86,383.90,2.22,4426.81,1059.81,1446.56,0.00,3407.89,56958.48,,,22413312.00,0.445312,0.554688,91804925952.00,3802656669696.00,0.970806,2.9194,512,"128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|128,512,128,512,512,512,512,128,128,512,512,512","0.7112,0.7082,0.7109,0.7110,0.7109,0.7121,0.7082,0.7113,0.6958,0.7111,0.7092,0.7069,0.7843,0.7838,0.7843,0.7842,0.7839,0.7832,0.7844,0.7839,0.7837,0.7828,0.7844,0.7840,0.6283,0.6283,0.6280,0.6292,0.6269,0.6278,0.6281,0.6284,0.6282,0.6279,0.6296,0.6289,0.7214,0.7208,0.7208,0.7209,0.7204,0.7206,0.7212,0.7209,0.7212,0.7207,0.7210,0.7209,0.7922,0.7925,0.7929,0.7930,0.7923,0.7922,0.7928,0.7924,0.7923,0.7923,0.7921,0.7923,0.6300,0.6301,0.6303,0.6301,0.6304,0.6303,0.6304,0.6303,0.6305,0.6311,0.6303,0.6300,0.7922,0.7929,0.7926,0.7929,0.7931,0.7923,0.7920,0.7929,0.7929,0.7935,0.7924,0.7929,0.7216,0.7213,0.7216,0.7218,0.7216,0.7215,0.7221,0.7215,0.7214,0.7212,0.7220,0.7209,0.8241,0.8238,0.8234,0.8239,0.8241,0.8241,0.8240,0.8235,0.8237,0.8231,0.8243,0.8241,0.7217,0.7213,0.7215,0.7219,0.7210,0.7222,0.7214,0.7217,0.7212,0.7225,0.7217,0.7222,0.7213,0.7217,0.7215,0.7224,0.7218,0.7214,0.7215,0.7221,0.7217,0.7213,0.7219,0.7215,0.6309,0.6307,0.6313,0.6303,0.6311,0.6308,0.6308,0.6307,0.6301,0.6300,0.6306,0.6302,0.8238,0.8241,0.8241,0.8246,0.8240,0.8242,0.8238,0.8245,0.8241,0.8240,0.8239,0.8241,0.7217,0.7218,0.7213,0.7217,0.7223,0.7218,0.7222,0.7215,0.7221,0.7219,0.7219,0.7218,0.8238,0.8239,0.8235,0.8234,0.8234,0.8241,0.8236,0.8244,0.8241,0.8240,0.8244,0.8245,0.7215,0.8244,0.7214,0.8239,0.8245,0.8241,0.8237,0.7222,0.7224,0.8240,0.8237,0.8240",,228.00,,,,|||||||||||||||,|||||||||||||||,|||||||||||||||,{},{},228.00,11.31,0.19,0.23,0.19,0.19,0.01,"{'128': 0.3958333333333333, '256': 0.1875, '64': 0.1875, '512': 0.22916666666666666}",0.26,0.01,228.00,236.00,228.00,64.00,512.00,4.76,4.20,0.00,0.20,0.00,0.01,4.25,0.00,5.46,271.66,,,,,{'ungrouped_control_update': 1.0},[12],[0.15115094184875488],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[1],[1],0.0,"[[1], [2], [0], [1], [2], [0], [2], [1], [3], [1], [1], [0], [3], [1], [3], [1, 3]]","[[1], [2], [0], [1], [2], [0], [2], [1], [3], [1], [1], [0], [3], [1], [3], [1, 3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,
200,29.129406,9490.40,6524.12,6524.12,16764.00,15887.09,16764.00,3326.41,2220.29,33203.86,383.90,2.22,4426.82,1060.22,1446.84,0.00,3409.93,56958.48,,,22413312.00,0.445312,0.554688,91804925952.00,3802656669696.00,0.970806,2.9194,512,"128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|128,128,128,128,128,128,128,128,128,128,128,128|256,256,256,256,256,256,256,256,256,256,256,256|64,64,64,64,64,64,64,64,64,64,64,64|256,256,256,256,256,256,256,256,256,256,256,256|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|128,128,128,128,128,128,128,128,128,128,128,128|64,64,64,64,64,64,64,64,64,64,64,64|512,512,512,512,512,512,512,512,512,512,512,512|128,128,128,128,128,128,128,128,128,128,128,128|512,512,512,512,512,512,512,512,512,512,512,512|128,512,128,512,512,512,512,128,128,512,512,512","0.7114,0.7022,0.7117,0.7108,0.7103,0.7122,0.7059,0.7088,0.6841,0.7077,0.7080,0.7035,0.7828,0.7820,0.7828,0.7832,0.7827,0.7808,0.7836,0.7835,0.7819,0.7810,0.7829,0.7821,0.6283,0.6288,0.6288,0.6285,0.6271,0.6291,0.6288,0.6293,0.6278,0.6289,0.6291,0.6289,0.7214,0.7199,0.7202,0.7217,0.7214,0.7208,0.7214,0.7211,0.7213,0.7216,0.7202,0.7209,0.7926,0.7925,0.7926,0.7924,0.7924,0.7923,0.7921,0.7924,0.7923,0.7923,0.7925,0.7924,0.6305,0.6301,0.6300,0.6313,0.6303,0.6304,0.6308,0.6302,0.6307,0.6312,0.6305,0.6300,0.7930,0.7924,0.7926,0.7927,0.7930,0.7926,0.7928,0.7923,0.7930,0.7928,0.7934,0.7931,0.7215,0.7211,0.7218,0.7216,0.7215,0.7212,0.7214,0.7218,0.7221,0.7214,0.7216,0.7209,0.8243,0.8240,0.8235,0.8235,0.8230,0.8235,0.8239,0.8239,0.8236,0.8235,0.8237,0.8244,0.7214,0.7216,0.7217,0.7221,0.7223,0.7220,0.7220,0.7219,0.7218,0.7217,0.7214,0.7213,0.7220,0.7212,0.7213,0.7217,0.7221,0.7217,0.7215,0.7217,0.7222,0.7211,0.7222,0.7217,0.6302,0.6301,0.6314,0.6309,0.6308,0.6311,0.6304,0.6306,0.6308,0.6305,0.6301,0.6306,0.8235,0.8244,0.8240,0.8240,0.8243,0.8241,0.8236,0.8239,0.8238,0.8242,0.8238,0.8242,0.7208,0.7217,0.7217,0.7217,0.7225,0.7218,0.7221,0.7221,0.7217,0.7219,0.7219,0.7218,0.8236,0.8241,0.8238,0.8236,0.8240,0.8242,0.8234,0.8241,0.8235,0.8238,0.8238,0.8249,0.7214,0.8242,0.7214,0.8237,0.8240,0.8238,0.8243,0.7215,0.7220,0.8245,0.8236,0.8236",,228.00,,,,|||||||||||||||,|||||||||||||||,|||||||||||||||,{},{},228.00,11.31,0.19,0.23,0.19,0.19,0.01,"{'128': 0.3958333333333333, '256': 0.1875, '64': 0.1875, '512': 0.22916666666666666}",0.28,0.01,228.00,236.00,228.00,64.00,512.00,4.85,4.30,0.00,0.21,0.00,0.01,4.25,0.00,5.58,276.22,,,,,{'ungrouped_control_update': 1.0},[12],[0.15208180248737335],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[1],[1],0.0,"[[1], [2], [0], [1], [2], [0], [2], [1], [3], [1], [1], [0], [3], [1], [3], [1, 3]]","[[1], [2], [0], [1], [2], [0], [2], [1], [3], [1], [1], [0], [3], [1], [3], [1, 3]]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,
