step,train_loss,tok_s,mem_mb,gpu_alloc_mb,gpu_reserved_mb,gpu_alloc_max_mb,gpu_reserved_max_mb,cpu_rss_mb,psutil_rss_mb,psutil_vms_mb,psutil_shared_mb,psutil_text_mb,psutil_data_mb,psutil_uss_mb,psutil_pss_mb,psutil_swap_mb,psutil_ram_used_mb,psutil_ram_total_mb,val_loss,val_ppl,attn_elems,attn_ratio,attn_reduction,flops_attn_est,flops_total_est,flops_ratio,flops_reduction_pct,attn_lq,attn_lk_per_layer,head_entropy,group_change_rate,avg_window,group_overlap,head_reassign_rate,group_lifespan_ema,head_groups,shadow_win_idx,shadow_logit_mean,group_heads,group_ratios,resolution_mean,resolution_std,resolution_min_frac,resolution_max_frac,resolution_collapse_min,resolution_collapse_max,resolution_delta,branch_usage_freq,attn_ratio_std_ema,flops_ratio_std_ema,lk_mean,lk_p90,w_mean,w_min,w_max,control_time_ms,attn_time_ms,mask_time_ms,overhead_time_ms,step_time_ms,eval_time_s
50,59.832390,8402.02,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1965.92,41953.30,439.43,2.22,4397.81,854.14,1225.12,0.00,2954.62,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,256.57,
100,80.286514,8545.78,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1968.34,41953.30,441.56,2.22,4397.82,857.66,1228.21,0.00,2960.66,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,257.72,
150,46.830654,8531.67,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.38,41953.30,442.57,2.22,4397.82,858.86,1229.34,0.00,2960.55,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,258.73,
200,28.814674,8520.29,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.38,41953.30,442.57,2.22,4397.82,859.54,1229.79,0.00,2960.20,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,258.07,
250,25.420486,8512.42,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.38,41953.30,442.57,2.22,4397.82,859.73,1229.94,0.00,2954.36,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,257.84,
300,19.286079,8507.55,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.39,41953.30,442.57,2.22,4397.82,859.84,1230.01,0.00,2953.02,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,258.50,
350,16.654848,8506.47,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.42,41953.30,442.57,2.22,4397.82,859.96,1230.10,0.00,2952.61,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,258.02,
400,14.654881,8510.94,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.43,41953.30,442.57,2.22,4397.82,860.03,1230.15,0.00,2952.62,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,258.66,
450,16.523489,8509.87,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.45,41953.30,442.57,2.22,4397.82,860.09,1230.20,0.00,2953.68,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,258.64,
500,15.527050,8507.57,9156.73,9156.73,25086.00,23469.92,25086.00,4467.32,1969.46,41953.30,442.57,2.22,4397.82,860.14,1230.22,0.00,2954.65,56958.48,,,,,,309237645312.00,5875515260928.00,1.000000,0.0000,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,,,,,,,,,,259.08,
