"Step","paper-main_4096_deep_practical_reuse-seed0 - aah/attn_ratio","paper-main_4096_deep_practical_reuse-seed0 - aah/attn_ratio__MIN","paper-main_4096_deep_practical_reuse-seed0 - aah/attn_ratio__MAX","paper-main_4096_shallow_freeze-seed0 - aah/attn_ratio","paper-main_4096_shallow_freeze-seed0 - aah/attn_ratio__MIN","paper-main_4096_shallow_freeze-seed0 - aah/attn_ratio__MAX","paper-main_4096_full_adaptive-seed0 - aah/attn_ratio","paper-main_4096_full_adaptive-seed0 - aah/attn_ratio__MIN","paper-main_4096_full_adaptive-seed0 - aah/attn_ratio__MAX","paper-main_4096_grouping_off-seed0 - aah/attn_ratio","paper-main_4096_grouping_off-seed0 - aah/attn_ratio__MIN","paper-main_4096_grouping_off-seed0 - aah/attn_ratio__MAX"
"13","0.35546875","0.35546875","0.35546875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3626302083333333","0.3626302083333333","0.3626302083333333","0.5729166666666666","0.5729166666666666","0.5729166666666666"
"14","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.36328125","0.36328125","0.36328125","0.5729166666666666","0.5729166666666666","0.5729166666666666"
"16","0.359375","0.359375","0.359375","0.3893229166666667","0.3893229166666667","0.3893229166666667","0.359375","0.359375","0.359375","0.5729166666666666","0.5729166666666666","0.5729166666666666"
"17","0.359375","0.359375","0.359375","0.3893229166666667","0.3893229166666667","0.3893229166666667","0.3606770833333333","0.3606770833333333","0.3606770833333333","0.5774739583333334","0.5774739583333334","0.5774739583333334"
"18","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5774739583333334","0.5774739583333334","0.5774739583333334"
"19","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5735677083333334","0.5735677083333334","0.5735677083333334"
"21","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5729166666666666","0.5729166666666666","0.5729166666666666"
"22","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"23","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5651041666666666","0.5651041666666666","0.5651041666666666"
"24","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"26","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"27","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"28","0.3203125","0.3203125","0.3203125","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"29","0.34765625","0.34765625","0.34765625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"31","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5729166666666666","0.5729166666666666","0.5729166666666666"
"32","0.34765625","0.34765625","0.34765625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3515625","0.3515625","0.3515625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"33","0.3515625","0.3515625","0.3515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3665364583333333","0.3665364583333333","0.3665364583333333","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"34","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.34765625","0.34765625","0.34765625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"36","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3235677083333333","0.3235677083333333","0.3235677083333333","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"37","0.30859375","0.30859375","0.30859375","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.306640625","0.306640625","0.306640625","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"38","0.28125","0.28125","0.28125","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3092447916666667","0.3092447916666667","0.3092447916666667","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"39","0.30859375","0.30859375","0.30859375","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3352864583333333","0.3352864583333333","0.3352864583333333","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"41","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2513020833333333","0.2513020833333333","0.2513020833333333","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"42","0.28125","0.28125","0.28125","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2923177083333333","0.2923177083333333","0.2923177083333333","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"43","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2962239583333333","0.2962239583333333","0.2962239583333333","0.5690104166666666","0.5690104166666666","0.5690104166666666"
"44","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3059895833333333","0.3059895833333333","0.3059895833333333","0.564453125","0.564453125","0.564453125"
"46","0.28125","0.28125","0.28125","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.560546875","0.560546875","0.560546875"
"47","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3111979166666667","0.3111979166666667","0.3111979166666667","0.5611979166666666","0.5611979166666666","0.5611979166666666"
"48","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.3111979166666667","0.3111979166666667","0.3111979166666667","0.564453125","0.564453125","0.564453125"
"49","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24674479166666666","0.24674479166666666","0.24674479166666666","0.5598958333333334","0.5598958333333334","0.5598958333333334"
"51","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2545572916666667","0.2545572916666667","0.2545572916666667","0.5598958333333334","0.5598958333333334","0.5598958333333334"
"52","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24674479166666666","0.24674479166666666","0.24674479166666666","0.564453125","0.564453125","0.564453125"
"53","0.2890625","0.2890625","0.2890625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2701822916666667","0.2701822916666667","0.2701822916666667","0.564453125","0.564453125","0.564453125"
"54","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.232421875","0.232421875","0.232421875","0.5598958333333334","0.5598958333333334","0.5598958333333334"
"56","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.244140625","0.244140625","0.244140625","0.5598958333333334","0.5598958333333334","0.5598958333333334"
"57","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.564453125","0.564453125","0.564453125"
"58","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2421875","0.2421875","0.2421875","0.5559895833333334","0.5559895833333334","0.5559895833333334"
"59","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.5598958333333334","0.5598958333333334","0.5598958333333334"
"61","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.560546875","0.560546875","0.560546875"
"62","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2610677083333333","0.2610677083333333","0.2610677083333333","0.560546875","0.560546875","0.560546875"
"63","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2604166666666667","0.2604166666666667","0.2604166666666667","0.560546875","0.560546875","0.560546875"
"64","0.328125","0.328125","0.328125","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2610677083333333","0.2610677083333333","0.2610677083333333","0.560546875","0.560546875","0.560546875"
"66","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.556640625","0.556640625","0.556640625"
"67","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.556640625","0.556640625","0.556640625"
"68","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.556640625","0.556640625","0.556640625"
"69","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.560546875","0.560546875","0.560546875"
"71","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.5559895833333334","0.5559895833333334","0.5559895833333334"
"72","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.5559895833333334","0.5559895833333334","0.5559895833333334"
"73","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.5520833333333334","0.5520833333333334","0.5520833333333334"
"74","0.2890625","0.2890625","0.2890625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.5559895833333334","0.5559895833333334","0.5559895833333334"
"76","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2643229166666667","0.2643229166666667","0.2643229166666667","0.556640625","0.556640625","0.556640625"
"77","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2610677083333333","0.2610677083333333","0.2610677083333333","0.5520833333333334","0.5520833333333334","0.5520833333333334"
"78","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2682291666666667","0.2682291666666667","0.2682291666666667","0.556640625","0.556640625","0.556640625"
"79","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2545572916666667","0.2545572916666667","0.2545572916666667","0.5572916666666666","0.5572916666666666","0.5572916666666666"
"81","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24544270833333334","0.24544270833333334","0.24544270833333334","0.552734375","0.552734375","0.552734375"
"82","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.556640625","0.556640625","0.556640625"
"83","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24544270833333334","0.24544270833333334","0.24544270833333334","0.556640625","0.556640625","0.556640625"
"84","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.556640625","0.556640625","0.556640625"
"86","0.2890625","0.2890625","0.2890625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.5481770833333334","0.5481770833333334","0.5481770833333334"
"87","0.2890625","0.2890625","0.2890625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.556640625","0.556640625","0.556640625"
"88","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.552734375","0.552734375","0.552734375"
"89","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24609375","0.24609375","0.24609375","0.5481770833333334","0.5481770833333334","0.5481770833333334"
"91","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.552734375","0.552734375","0.552734375"
"92","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.251953125","0.251953125","0.251953125","0.5481770833333334","0.5481770833333334","0.5481770833333334"
"93","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.251953125","0.251953125","0.251953125","0.5520833333333334","0.5520833333333334","0.5520833333333334"
"94","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.251953125","0.251953125","0.251953125","0.5611979166666666","0.5611979166666666","0.5611979166666666"
"96","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24283854166666666","0.24283854166666666","0.24283854166666666","0.552734375","0.552734375","0.552734375"
"97","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.556640625","0.556640625","0.556640625"
"98","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.556640625","0.556640625","0.556640625"
"99","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.556640625","0.556640625","0.556640625"
"101","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.552734375","0.552734375","0.552734375"
"102","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.552734375","0.552734375","0.552734375"
"103","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.552734375","0.552734375","0.552734375"
"104","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.556640625","0.556640625","0.556640625"
"106","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.5572916666666666","0.5572916666666666","0.5572916666666666"
"107","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.556640625","0.556640625","0.556640625"
"108","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.24348958333333334","0.24348958333333334","0.24348958333333334","0.556640625","0.556640625","0.556640625"
"109","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.556640625","0.556640625","0.556640625"
"111","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2565104166666667","0.2565104166666667","0.2565104166666667","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"112","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2630208333333333","0.2630208333333333","0.2630208333333333","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"113","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2630208333333333","0.2630208333333333","0.2630208333333333","0.552734375","0.552734375","0.552734375"
"114","0.32421875","0.32421875","0.32421875","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"116","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.556640625","0.556640625","0.556640625"
"117","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.556640625","0.556640625","0.556640625"
"118","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2623697916666667","0.2623697916666667","0.2623697916666667","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"119","0.2890625","0.2890625","0.2890625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.2649739583333333","0.2649739583333333","0.2649739583333333","0.5611979166666666","0.5611979166666666","0.5611979166666666"
"121","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"122","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"123","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5703125","0.5703125","0.5703125"
"124","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.265625","0.265625","0.265625","0.5611979166666666","0.5611979166666666","0.5611979166666666"
"126","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"127","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"128","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5579427083333334","0.5579427083333334","0.5579427083333334"
"129","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5572916666666666","0.5572916666666666","0.5572916666666666"
"131","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.265625","0.265625","0.265625","0.5618489583333334","0.5618489583333334","0.5618489583333334"
"132","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"133","0.28515625","0.28515625","0.28515625","0.3802083333333333","0.3802083333333333","0.3802083333333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"134","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.265625","0.265625","0.265625","0.5611979166666666","0.5611979166666666","0.5611979166666666"
"136","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.265625","0.265625","0.265625","0.5657552083333334","0.5657552083333334","0.5657552083333334"
"137","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2682291666666667","0.2682291666666667","0.2682291666666667","0.5618489583333334","0.5618489583333334","0.5618489583333334"
"138","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2682291666666667","0.2682291666666667","0.2682291666666667","0.5579427083333334","0.5579427083333334","0.5579427083333334"
"139","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3092447916666667","0.3092447916666667","0.3092447916666667","0.5533854166666666","0.5533854166666666","0.5533854166666666"
"141","0.2890625","0.2890625","0.2890625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5572916666666666","0.5572916666666666","0.5572916666666666"
"142","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2604166666666667","0.2604166666666667","0.2604166666666667","0.5572916666666666","0.5572916666666666","0.5572916666666666"
"143","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.56640625","0.56640625","0.56640625"
"144","0.2890625","0.2890625","0.2890625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5670572916666666","0.5670572916666666","0.5670572916666666"
"146","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.56640625","0.56640625","0.56640625"
"147","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5618489583333334","0.5618489583333334","0.5618489583333334"
"148","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.56640625","0.56640625","0.56640625"
"149","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5618489583333334","0.5618489583333334","0.5618489583333334"
"151","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5625","0.5625","0.5625"
"152","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.56640625","0.56640625","0.56640625"
"153","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5709635416666666","0.5709635416666666","0.5709635416666666"
"154","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5748697916666666","0.5748697916666666","0.5748697916666666"
"156","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.56640625","0.56640625","0.56640625"
"157","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2975260416666667","0.2975260416666667","0.2975260416666667","0.5703125","0.5703125","0.5703125"
"158","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2975260416666667","0.2975260416666667","0.2975260416666667","0.5703125","0.5703125","0.5703125"
"159","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.56640625","0.56640625","0.56640625"
"161","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3020833333333333","0.3020833333333333","0.3020833333333333","0.56640625","0.56640625","0.56640625"
"162","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5709635416666666","0.5709635416666666","0.5709635416666666"
"163","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5755208333333334","0.5755208333333334","0.5755208333333334"
"164","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3014322916666667","0.3014322916666667","0.3014322916666667","0.5709635416666666","0.5709635416666666","0.5709635416666666"
"166","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.3020833333333333","0.3020833333333333","0.3020833333333333","0.5748697916666666","0.5748697916666666","0.5748697916666666"
"167","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2942708333333333","0.2942708333333333","0.2942708333333333","0.5748697916666666","0.5748697916666666","0.5748697916666666"
"168","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.5748697916666666","0.5748697916666666","0.5748697916666666"
"169","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2916666666666667","0.2916666666666667","0.2916666666666667","0.5748697916666666","0.5748697916666666","0.5748697916666666"
"171","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2903645833333333","0.2903645833333333","0.2903645833333333","0.5794270833333334","0.5794270833333334","0.5794270833333334"
"172","0.28515625","0.28515625","0.28515625","0.3997395833333333","0.3997395833333333","0.3997395833333333","0.2526041666666667","0.2526041666666667","0.2526041666666667","0.5748697916666666","0.5748697916666666","0.5748697916666666"
